name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Blautia producta	33035	S	631978	641984	1273962	0.16270	0.04657	0.04678	0.04644	47	nan
Enterocloster clostridioformis	1531	S	439883	450462	890345	0.11371	0.03683	0.03738	0.03734	52	nan
Enterocloster bolteae	208479	S	7551	7662	15213	0.00194	0.00054	0.00000	0.00055	51	4.0
Agathobacter rectalis	39491	S	308148	327570	635718	0.08119	0.04503	0.04371	0.04321	44	nan
[Clostridium] hylemonae	89153	S	1874	1911	3785	0.00048	0.00022	0.00000	0.00022	50	4.0
Roseburia hominis	301301	S	1016	1122	2138	0.00027	0.00014	0.00000	0.00015	51	5.0
Wansuia hejianensis	2763667	S	635	641	1276	0.00016	0.00007	0.00000	0.00008	51	4.0
Flavonifractor plautii	292800	S	406220	412417	818637	0.10455	0.04597	0.04723	0.04895	63	nan
Faecalibacterium duncaniae	411483	S	244339	347206	591545	0.07555	0.05339	0.05523	0.05505	60	nan
Faecalibacterium prausnitzii	853	S	2219	2525	4744	0.00061	0.00038	0.00000	0.00040	60	5.0
Clostridioides difficile	1496	S	4590	4850	9440	0.00121	0.00052	0.00000	0.00051	28	0.0
Hungatella hathewayi	154046	S	526	543	1069	0.00014	0.00004	0.00000	0.00004	50	5.0
Bacillus subtilis	1423	S	6680	496592	503272	0.06427	0.05461	0.05466	0.05348	44	nan
Bacillus vallismortis	72361	S	671	696	1367	0.00017	0.00008	0.00007	0.00008	44	nan
Bacillus inaquosorum	483913	S	530	584	1114	0.00014	0.00006	0.00006	0.00006	45	nan
Staphylococcus epidermidis	1282	S	281979	306264	588243	0.07513	0.05446	0.04912	0.04795	32	nan
Streptococcus mutans	1309	S	245518	247482	493000	0.06296	0.05482	0.04956	0.04948	37	nan
Streptococcus agalactiae	1311	S	1488	2761	4249	0.00054	0.00059	0.00000	0.00052	35	0.0
Lactobacillus delbrueckii	1584	S	214788	216800	431588	0.05512	0.05056	0.05258	0.05171	53	nan
Megamonas funiformis	437897	S	290141	290429	580570	0.07415	0.05408	0.04672	0.04879	31	nan
Megasphaera elsdenii	907	S	260642	261691	522333	0.06671	0.04755	0.04943	0.04892	55	nan
Bifidobacterium longum	216816	S	461799	542508	1004307	0.12826	0.09263	0.09684	0.09628	61	nan
Cutibacterium acnes	1747	S	233598	236201	469799	0.06000	0.04273	0.04554	0.04455	60	nan
Plantactinospora sp. BB1	2071627	S	1823	2129	3952	0.00050	0.00011	0.00000	0.00027	73	0.0
Plantactinospora sp. BC1	2108470	S	948	1106	2054	0.00026	0.00006	0.00000	0.00014	73	0.0
Collinsella aerofaciens	74426	S	294955	295678	590633	0.07543	0.05543	0.05836	0.05848	62	nan
Pseudomonas putida	303	S	708287	740563	1448850	0.18504	0.06010	0.05869	0.06168	64	nan
Escherichia coli	562	S	29900	522421	552321	0.07054	0.04829	0.05049	0.04948	53	nan
Escherichia albertii	208962	S	860	1257	2117	0.00027	0.00012	0.00012	0.00012	52	nan
Methylomonas koyamae	702114	S	576	576	1152	0.00015	0.00005	0.00000	0.00006	58	0.0
Bacteroides uniformis	820	S	408408	607265	1015673	0.12972	0.05635	0.05695	0.05616	48	nan
Parabacteroides distasonis	823	S	327602	557569	885171	0.11305	0.04900	0.04888	0.04849	46	nan
Akkermansia muciniphila	239935	S	292290	293911	586201	0.07487	0.04804	0.05159	0.04987	57	nan
Campylobacter jejuni	197	S	1280	1770	3050	0.00039	0.00048	0.00000	0.00043	30	0.0
Homo sapiens	9606	S	4440	4823	9263	0.00118	0.00008	0.00000	0.00008	37	3.0
