name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Blautia producta	33035	S	140840	143393	284233	0.15856	0.04542	0.04559	0.04545	47	nan
Enterocloster clostridioformis	1531	S	98776	101111	199887	0.11151	0.03607	0.03656	0.03615	51	nan
Enterocloster bolteae	208479	S	1646	1670	3316	0.00185	0.00052	0.00000	0.00052	51	4.0
Agathobacter rectalis	39491	S	65933	69919	135852	0.07578	0.04207	0.04226	0.04168	43	nan
Flavonifractor plautii	292800	S	100155	101628	201783	0.11256	0.04942	0.04888	0.05083	63	nan
Faecalibacterium duncaniae	411483	S	56089	80207	136296	0.07603	0.05381	0.05447	0.05394	60	nan
Clostridioides difficile	1496	S	989	1013	2002	0.00112	0.00048	0.00000	0.00053	28	0.0
Bacillus subtilis	1423	S	1227	108015	109242	0.06094	0.05204	0.05241	0.05192	44	nan
Staphylococcus epidermidis	1282	S	63737	68870	132607	0.07397	0.05347	0.05411	0.05240	32	nan
Streptococcus mutans	1309	S	56258	57077	113335	0.06322	0.05515	0.05378	0.05321	37	nan
Lactobacillus delbrueckii	1584	S	46072	46439	92511	0.05161	0.04725	0.04778	0.04750	53	nan
Megamonas funiformis	437897	S	66180	66266	132446	0.07388	0.05383	0.05193	0.05431	32	nan
Megasphaera elsdenii	907	S	49838	50071	99909	0.05573	0.03968	0.04084	0.03991	55	nan
Bifidobacterium longum	216816	S	109012	128281	237293	0.13237	0.09609	0.09757	0.09633	61	nan
Cutibacterium acnes	1747	S	57886	58401	116287	0.06487	0.04611	0.04838	0.04628	60	nan
Collinsella aerofaciens	74426	S	69082	69229	138311	0.07716	0.05663	0.05787	0.05750	61	nan
Pseudomonas putida	303	S	171640	179245	350885	0.19574	0.06348	0.06072	0.06272	63	nan
Escherichia coli	562	S	4721	121732	126453	0.07054	0.04943	0.05068	0.04966	53	nan
Bartonella krasnovii	2267275	S	4557	4559	9116	0.00509	0.00423	0.00000	0.00415	39	0.0
Bacteroides uniformis	820	S	90580	135831	226411	0.12630	0.05498	0.05543	0.05494	48	nan
Parabacteroides distasonis	823	S	74099	127300	201399	0.11235	0.04880	0.04883	0.04872	46	nan
Akkermansia muciniphila	239935	S	71958	72344	144302	0.08050	0.05103	0.05189	0.05137	57	nan
