name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Blautia producta	33035	S	804995	819613	1624608	0.16138	0.04612	0.04608	0.04575	48	nan
Enterocloster clostridioformis	1531	S	565549	580860	1146409	0.11388	0.03685	0.03702	0.03693	52	nan
Enterocloster bolteae	208479	S	9457	9617	19074	0.00189	0.00053	0.00000	0.00053	51	4.0
Agathobacter rectalis	39491	S	402734	429515	832249	0.08267	0.04595	0.04535	0.04469	44	nan
[Clostridium] hylemonae	89153	S	2382	2435	4817	0.00048	0.00022	0.00000	0.00022	50	4.0
Roseburia hominis	301301	S	1188	1308	2496	0.00025	0.00013	0.00014	0.00013	51	nan
[Ruminococcus] gnavus	33038	S	566	810	1376	0.00014	0.00008	0.00000	0.00008	44	4.0
Wansuia hejianensis	2763667	S	752	759	1511	0.00015	0.00007	0.00000	0.00007	51	4.0
Flavonifractor plautii	292800	S	524771	533724	1058495	0.10514	0.04616	0.04630	0.04828	65	nan
Faecalibacterium duncaniae	411483	S	299143	447902	747045	0.07421	0.05344	0.05406	0.05416	60	nan
Faecalibacterium prausnitzii	853	S	2868	3341	6209	0.00062	0.00040	0.00000	0.00040	60	5.0
Anaerotruncus colihominis	169435	S	558	588	1146	0.00011	0.00006	0.00000	0.00006	55	4.0
Clostridioides difficile	1496	S	5791	5955	11746	0.00117	0.00050	0.00000	0.00053	29	0.0
Clostridium botulinum	1491	S	714	1683	2397	0.00024	0.00015	0.00000	0.00017	28	0.0
Hungatella hathewayi	154046	S	649	671	1320	0.00013	0.00003	0.00000	0.00003	50	5.0
Bacillus subtilis	1423	S	11594	639403	650997	0.06467	0.05444	0.05431	0.05344	45	nan
Bacillus vallismortis	72361	S	1077	1108	2185	0.00022	0.00009	0.00009	0.00009	45	nan
Bacillus inaquosorum	483913	S	900	970	1870	0.00019	0.00008	0.00008	0.00008	45	nan
Bacillus spizizenii	96241	S	731	1850	2581	0.00026	0.00016	0.00016	0.00016	45	nan
Bacillus tequilensis	227866	S	528	549	1077	0.00011	0.00005	0.00005	0.00005	45	nan
Staphylococcus epidermidis	1282	S	338298	364719	703017	0.06983	0.05029	0.04858	0.04761	33	nan
Streptococcus mutans	1309	S	299607	305054	604661	0.06006	0.05245	0.04926	0.04945	37	nan
Lactobacillus delbrueckii	1584	S	295896	298798	594694	0.05907	0.05407	0.05517	0.05440	53	nan
Megasphaera elsdenii	907	S	362126	364106	726232	0.07214	0.05128	0.05242	0.05181	56	nan
Megamonas funiformis	437897	S	358711	359329	718040	0.07133	0.05191	0.04862	0.05067	32	nan
Bifidobacterium longum	216816	S	591499	717365	1308864	0.13001	0.09445	0.09732	0.09642	61	nan
Cutibacterium acnes	1747	S	308737	311924	620661	0.06165	0.04381	0.04527	0.04468	60	nan
Collinsella aerofaciens	74426	S	379374	380407	759781	0.07547	0.05539	0.05803	0.05721	61	nan
Pseudomonas putida	303	S	905432	951541	1856973	0.18446	0.06015	0.05821	0.06099	64	nan
Escherichia coli	562	S	33943	656744	690687	0.06861	0.04733	0.04828	0.04776	53	nan
Escherichia albertii	208962	S	1043	1393	2436	0.00024	0.00010	0.00010	0.00010	52	nan
Escherichia fergusonii	564	S	617	1270	1887	0.00019	0.00010	0.00010	0.00010	52	nan
Escherichia marmotae	1499973	S	570	735	1305	0.00013	0.00005	0.00005	0.00006	52	nan
Bacteroides uniformis	820	S	502932	776307	1279239	0.12707	0.05589	0.05626	0.05546	49	nan
Parabacteroides distasonis	823	S	393846	714020	1107866	0.11005	0.04869	0.04862	0.04810	47	nan
Akkermansia muciniphila	239935	S	374827	377276	752103	0.07471	0.04809	0.05007	0.04891	57	nan
Campylobacter jejuni	197	S	1425	1975	3400	0.00034	0.00041	0.00000	0.00040	30	0.0
Homo sapiens	9606	S	1450	1497	2947	0.00029	0.00002	0.00000	0.00002	37	3.0
