name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Blautia producta	33035	S	782234	796340	1578574	0.15650	0.04468	0.04552	0.04517	48	nan
Enterocloster clostridioformis	1531	S	558898	574202	1133100	0.11234	0.03632	0.03693	0.03662	52	nan
Enterocloster bolteae	208479	S	9204	9358	18562	0.00184	0.00051	0.00000	0.00052	51	4.0
Agathobacter rectalis	39491	S	387155	413032	800187	0.07933	0.04405	0.04516	0.04431	44	nan
[Clostridium] hylemonae	89153	S	2364	2417	4781	0.00047	0.00022	0.00000	0.00022	50	4.0
Roseburia hominis	301301	S	1248	1383	2631	0.00026	0.00014	0.00000	0.00014	51	5.0
Wansuia hejianensis	2763667	S	770	778	1548	0.00015	0.00007	0.00000	0.00007	51	4.0
[Ruminococcus] gnavus	33038	S	529	631	1160	0.00012	0.00006	0.00000	0.00006	44	4.0
Flavonifractor plautii	292800	S	543472	552741	1096213	0.10868	0.04767	0.04610	0.04809	65	nan
Faecalibacterium duncaniae	411483	S	307571	458964	766535	0.07599	0.05460	0.05433	0.05402	60	nan
Faecalibacterium prausnitzii	853	S	2859	3331	6190	0.00061	0.00039	0.00000	0.00039	60	5.0
Anaerotruncus colihominis	169435	S	539	568	1107	0.00011	0.00006	0.00000	0.00006	55	4.0
Clostridioides difficile	1496	S	5696	5955	11651	0.00116	0.00050	0.00000	0.00056	29	0.0
Clostridium botulinum	1491	S	739	1702	2441	0.00024	0.00015	0.00000	0.00018	28	0.0
Hungatella hathewayi	154046	S	737	763	1500	0.00015	0.00004	0.00000	0.00004	50	5.0
Bacillus subtilis	1423	S	8593	629594	638187	0.06327	0.05343	0.05482	0.05390	45	nan
Bacillus vallismortis	72361	S	842	867	1709	0.00017	0.00007	0.00007	0.00007	45	nan
Bacillus inaquosorum	483913	S	682	737	1419	0.00014	0.00006	0.00006	0.00006	45	nan
Bacillus spizizenii	96241	S	555	1138	1693	0.00017	0.00010	0.00010	0.00010	45	nan
Staphylococcus epidermidis	1282	S	317516	344978	662494	0.06568	0.04738	0.04912	0.04788	33	nan
Lactobacillus delbrueckii	1584	S	299163	302233	601396	0.05962	0.05453	0.05607	0.05496	53	nan
Streptococcus mutans	1309	S	284679	289786	574465	0.05695	0.04966	0.04935	0.04942	37	nan
Megasphaera elsdenii	907	S	365634	367651	733285	0.07270	0.05163	0.05215	0.05162	56	nan
Megamonas funiformis	437897	S	334326	334904	669230	0.06635	0.04824	0.04836	0.05036	32	nan
Bifidobacterium longum	216816	S	619072	747839	1366911	0.13552	0.09901	0.09761	0.09721	61	nan
Cutibacterium acnes	1747	S	324043	327389	651432	0.06458	0.04579	0.04505	0.04480	60	nan
Collinsella aerofaciens	74426	S	399637	400861	800498	0.07936	0.05819	0.05791	0.05775	61	nan
Pseudomonas putida	303	S	960362	1008640	1969002	0.19521	0.06368	0.05910	0.06166	64	nan
Escherichia coli	562	S	28583	658401	686984	0.06811	0.04731	0.04827	0.04769	53	nan
Escherichia albertii	208962	S	854	1222	2076	0.00021	0.00009	0.00009	0.00009	52	nan
Bacteroides uniformis	820	S	496865	762983	1259848	0.12490	0.05477	0.05608	0.05526	49	nan
Parabacteroides distasonis	823	S	388030	698424	1086454	0.10771	0.04749	0.04842	0.04790	47	nan
Akkermansia muciniphila	239935	S	381322	383695	765017	0.07584	0.04867	0.04934	0.04839	57	nan
Campylobacter jejuni	197	S	1397	1913	3310	0.00033	0.00040	0.00000	0.00042	30	0.0
Homo sapiens	9606	S	1230	1261	2491	0.00025	0.00002	0.00000	0.00002	38	4.0
