name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Blautia producta	33035	S	725693	737612	1463305	0.16200	0.04634	0.04690	0.04649	47	nan
Enterocloster clostridioformis	1531	S	502292	514011	1016303	0.11251	0.03639	0.03716	0.03711	52	nan
Enterocloster bolteae	208479	S	8767	8896	17663	0.00196	0.00054	0.00000	0.00056	51	4.0
Agathobacter rectalis	39491	S	350589	372117	722706	0.08001	0.04438	0.04318	0.04269	44	nan
[Clostridium] hylemonae	89153	S	2172	2216	4388	0.00049	0.00022	0.00000	0.00023	50	4.0
Roseburia hominis	301301	S	1100	1217	2317	0.00026	0.00014	0.00000	0.00014	51	5.0
[Ruminococcus] gnavus	33038	S	523	679	1202	0.00013	0.00008	0.00000	0.00008	44	4.0
Wansuia hejianensis	2763667	S	783	790	1573	0.00017	0.00008	0.00000	0.00008	51	0.0
Flavonifractor plautii	292800	S	471298	478398	949696	0.10514	0.04618	0.04713	0.04879	63	nan
Faecalibacterium duncaniae	411483	S	281037	396300	677337	0.07499	0.05277	0.05444	0.05450	60	nan
Faecalibacterium prausnitzii	853	S	2694	3058	5752	0.00064	0.00040	0.00000	0.00042	60	5.0
Anaerotruncus colihominis	169435	S	543	569	1112	0.00012	0.00006	0.00000	0.00007	55	4.0
Clostridioides difficile	1496	S	5293	5579	10872	0.00120	0.00052	0.00000	0.00050	28	0.0
Hungatella hathewayi	154046	S	635	656	1291	0.00014	0.00004	0.00000	0.00004	50	5.0
Bacillus subtilis	1423	S	10823	560998	571821	0.06331	0.05327	0.05350	0.05239	44	nan
Bacillus vallismortis	72361	S	1068	1093	2161	0.00024	0.00010	0.00010	0.00010	44	nan
Bacillus inaquosorum	483913	S	908	968	1876	0.00021	0.00009	0.00009	0.00009	45	nan
Bacillus spizizenii	96241	S	720	2712	3432	0.00038	0.00026	0.00027	0.00026	44	nan
Bacillus tequilensis	227866	S	546	564	1110	0.00012	0.00006	0.00005	0.00005	45	nan
Staphylococcus epidermidis	1282	S	332755	355853	688608	0.07624	0.05464	0.04880	0.04773	32	nan
Staphylococcus aureus	1280	S	936	3247	4183	0.00046	0.00045	0.00000	0.00039	33	5.0
Streptococcus mutans	1309	S	284799	288401	573200	0.06346	0.05533	0.04984	0.04975	37	nan
Lactobacillus delbrueckii	1584	S	241556	243456	485012	0.05370	0.04913	0.05158	0.05057	53	nan
Megamonas funiformis	437897	S	346987	347310	694297	0.07687	0.05600	0.04815	0.05018	31	nan
Megasphaera elsdenii	907	S	283862	285027	568889	0.06298	0.04485	0.04723	0.04639	55	nan
Bifidobacterium longum	216816	S	547563	642163	1189726	0.13171	0.09529	0.09938	0.09880	61	nan
Cutibacterium acnes	1747	S	271581	273953	545534	0.06040	0.04293	0.04597	0.04481	60	nan
Collinsella aerofaciens	74426	S	342825	343593	686418	0.07599	0.05578	0.05845	0.05863	62	nan
Pseudomonas putida	303	S	829601	864436	1694037	0.18755	0.06071	0.05825	0.06180	64	nan
Escherichia coli	562	S	40151	596082	636233	0.07044	0.04813	0.05067	0.04962	53	nan
Escherichia albertii	208962	S	1019	1326	2345	0.00026	0.00011	0.00011	0.00011	52	nan
Escherichia fergusonii	564	S	618	1201	1819	0.00020	0.00010	0.00011	0.00011	52	nan
Escherichia marmotae	1499973	S	578	717	1295	0.00014	0.00006	0.00006	0.00006	52	nan
Klebsiella variicola	244366	S	536	1014	1550	0.00017	0.00008	0.00000	0.00008	59	5.0
Salmonella enterica	28901	S	501	4607	5108	0.00057	0.00038	0.00042	0.00038	53	nan
Serratia marcescens	615	S	587	618	1205	0.00013	0.00005	0.00000	0.00005	62	4.0
Methylomonas koyamae	702114	S	5412	5415	10827	0.00120	0.00043	0.00000	0.00045	58	0.0
Bacteroides uniformis	820	S	470680	701655	1172335	0.12979	0.05638	0.05727	0.05648	48	nan
Parabacteroides distasonis	823	S	375696	643008	1018704	0.11278	0.04894	0.04912	0.04867	46	nan
Akkermansia muciniphila	239935	S	334500	336358	670858	0.07427	0.04779	0.05181	0.04986	57	nan
Campylobacter jejuni	197	S	1505	2127	3632	0.00040	0.00050	0.00000	0.00044	30	0.0
Homo sapiens	9606	S	2516	2629	5145	0.00057	0.00004	0.00000	0.00004	38	4.0
