name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Blautia producta	33035	S	858894	872777	1731671	0.15797	0.04507	0.04521	0.04533	48	nan
Enterocloster clostridioformis	1531	S	608218	622718	1230936	0.11229	0.03626	0.03640	0.03673	52	nan
Enterocloster bolteae	208479	S	9979	10128	20107	0.00183	0.00051	0.00000	0.00052	51	4.0
Agathobacter rectalis	39491	S	461342	489313	950655	0.08672	0.04798	0.04749	0.04721	44	nan
[Clostridium] hylemonae	89153	S	2557	2607	5164	0.00047	0.00021	0.00000	0.00022	51	4.0
Roseburia hominis	301301	S	1340	1489	2829	0.00026	0.00014	0.00015	0.00014	52	nan
[Ruminococcus] gnavus	33038	S	591	747	1338	0.00012	0.00007	0.00000	0.00007	45	4.0
Wansuia hejianensis	2763667	S	782	789	1571	0.00014	0.00006	0.00000	0.00007	50	4.0
Flavonifractor plautii	292800	S	600046	609158	1209204	0.11031	0.04835	0.04755	0.04964	63	nan
Faecalibacterium duncaniae	411483	S	337172	483860	821032	0.07490	0.05298	0.05283	0.05348	60	nan
Faecalibacterium prausnitzii	853	S	3741	4278	8019	0.00073	0.00047	0.00000	0.00047	60	5.0
Anaerotruncus colihominis	169435	S	599	628	1227	0.00011	0.00006	0.00000	0.00006	55	5.0
Clostridioides difficile	1496	S	6156	6331	12487	0.00114	0.00049	0.00000	0.00051	28	0.0
Hungatella hathewayi	154046	S	688	712	1400	0.00013	0.00003	0.00000	0.00003	50	5.0
Bacillus subtilis	1423	S	17222	642815	660037	0.06021	0.05018	0.05076	0.04995	44	nan
Bacillus vallismortis	72361	S	1745	1784	3529	0.00032	0.00014	0.00014	0.00014	44	nan
Bacillus inaquosorum	483913	S	1342	1423	2765	0.00025	0.00011	0.00011	0.00011	44	nan
Bacillus velezensis	492670	S	762	5460	6222	0.00057	0.00044	0.00045	0.00044	45	nan
Bacillus spizizenii	96241	S	1095	1657	2752	0.00025	0.00013	0.00013	0.00013	44	nan
Bacillus tequilensis	227866	S	845	871	1716	0.00016	0.00007	0.00007	0.00007	44	nan
Bacillus atrophaeus	1452	S	551	568	1119	0.00010	0.00004	0.00004	0.00004	44	nan
Bacillus cabrialesii	2487276	S	788	827	1615	0.00015	0.00006	0.00007	0.00006	45	nan
Bacillus rugosus	2715209	S	630	677	1307	0.00012	0.00005	0.00005	0.00005	45	nan
Staphylococcus epidermidis	1282	S	372071	399764	771835	0.07041	0.05043	0.04946	0.04781	32	nan
Streptococcus mutans	1309	S	324361	329689	654050	0.05966	0.05203	0.04921	0.04932	37	nan
Lactobacillus delbrueckii	1584	S	311169	313816	624985	0.05701	0.05208	0.05333	0.05300	53	nan
Megamonas funiformis	437897	S	381611	382070	763681	0.06967	0.05066	0.04797	0.04921	32	nan
Megasphaera elsdenii	907	S	373196	374987	748183	0.06825	0.04849	0.05022	0.04934	56	nan
Bifidobacterium longum	216816	S	661616	787978	1449594	0.13224	0.09607	0.09856	0.09667	61	nan
Bifidobacterium breve	1685	S	575	710	1285	0.00012	0.00010	0.00000	0.00010	59	5.0
Cutibacterium acnes	1747	S	360983	364432	725415	0.06617	0.04697	0.04902	0.04753	60	nan
Mycobacterium canettii	78331	S	4814	4828	9642	0.00088	0.00035	0.00000	0.00036	65	5.0
Collinsella aerofaciens	74426	S	424120	425166	849286	0.07747	0.05679	0.05877	0.05790	61	nan
Pseudomonas putida	303	S	1028239	1073649	2101888	0.19174	0.06195	0.05776	0.06103	63	nan
Escherichia coli	562	S	51264	684791	736055	0.06715	0.04530	0.04688	0.04616	53	nan
Escherichia albertii	208962	S	1696	2073	3769	0.00034	0.00014	0.00014	0.00014	52	nan
Escherichia fergusonii	564	S	1065	2911	3976	0.00036	0.00021	0.00021	0.00021	52	nan
Escherichia marmotae	1499973	S	943	1119	2062	0.00019	0.00008	0.00008	0.00008	52	nan
Escherichia sp. E4742	2044467	S	629	861	1490	0.00014	0.00005	0.00006	0.00006	52	nan
Shigella flexneri	623	S	830	17673	18503	0.00169	0.00123	0.00127	0.00125	53	nan
Shigella dysenteriae	622	S	719	3475	4194	0.00038	0.00024	0.00025	0.00025	53	nan
Salmonella enterica	28901	S	791	5027	5818	0.00053	0.00034	0.00037	0.00034	53	nan
Bacteroides uniformis	820	S	553511	835250	1388761	0.12669	0.05518	0.05545	0.05543	48	nan
Parabacteroides distasonis	823	S	446212	777514	1223726	0.11163	0.04866	0.04874	0.04869	46	nan
Akkermansia muciniphila	239935	S	406198	408620	814818	0.07433	0.04819	0.05082	0.04914	57	nan
Campylobacter jejuni	197	S	1888	2623	4511	0.00041	0.00051	0.00000	0.00049	30	0.0
Homo sapiens	9606	S	1438	1485	2923	0.00027	0.00002	0.00000	0.00002	38	0.0
