name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Blautia producta	33035	S	778214	795408	1573622	0.16363	0.04672	0.04384	0.04439	47	nan
Enterocloster clostridioformis	1531	S	531041	556485	1087526	0.11309	0.03686	0.03460	0.03547	51	nan
Enterocloster bolteae	208479	S	8738	8942	17680	0.00184	0.00051	0.00000	0.00049	51	4.0
Agathobacter rectalis	39491	S	406371	437615	843986	0.08776	0.04897	0.04652	0.04653	43	nan
[Clostridium] hylemonae	89153	S	2078	2142	4220	0.00044	0.00020	0.00000	0.00019	50	4.0
Roseburia hominis	301301	S	1176	1323	2499	0.00026	0.00014	0.00014	0.00013	51	nan
Wansuia hejianensis	2763667	S	735	751	1486	0.00015	0.00007	0.00000	0.00007	50	4.0
Flavonifractor plautii	292800	S	474837	486167	961004	0.09993	0.04390	0.04468	0.04702	64	nan
Faecalibacterium duncaniae	411483	S	265672	416602	682274	0.07095	0.05189	0.05148	0.05273	60	nan
Faecalibacterium prausnitzii	853	S	2605	3116	5721	0.00059	0.00039	0.00046	0.00039	61	nan
Anaerotruncus colihominis	169435	S	505	543	1048	0.00011	0.00006	0.00000	0.00006	56	4.0
Clostridioides difficile	1496	S	5188	5603	10791	0.00112	0.00049	0.00000	0.00056	29	4.0
Hungatella hathewayi	154046	S	670	702	1372	0.00014	0.00004	0.00004	0.00004	50	nan
Bacillus subtilis	1423	S	8049	595265	603314	0.06274	0.05297	0.05065	0.05023	45	nan
Bacillus velezensis	492670	S	1038	14087	15125	0.00157	0.00130	0.00123	0.00123	45	nan
Bacillus vallismortis	72361	S	645	675	1320	0.00014	0.00006	0.00005	0.00006	44	nan
Bacillus inaquosorum	483913	S	567	629	1196	0.00012	0.00005	0.00005	0.00005	44	nan
Staphylococcus epidermidis	1282	S	331088	365433	696521	0.07243	0.05262	0.06411	0.05307	32	nan
Streptococcus mutans	1309	S	296771	303862	600633	0.06246	0.05453	0.05293	0.05172	37	nan
Lactobacillus delbrueckii	1584	S	263099	270005	533104	0.05544	0.05101	0.04787	0.04915	53	nan
Megamonas funiformis	437897	S	369094	370128	739222	0.07687	0.05583	0.05618	0.05801	31	nan
Megasphaera elsdenii	907	S	341828	344087	685915	0.07133	0.05057	0.04920	0.04999	56	nan
Bifidobacterium longum	216816	S	549051	678377	1227428	0.12764	0.09492	0.09943	0.09951	61	nan
Cutibacterium acnes	1747	S	294909	299758	594667	0.06184	0.04391	0.04894	0.04638	60	nan
Mycobacterium canettii	78331	S	3698	3735	7433	0.00077	0.00031	0.00000	0.00035	65	0.0
Collinsella aerofaciens	74426	S	341750	344431	686181	0.07135	0.05239	0.05497	0.05572	61	nan
Pseudomonas putida	303	S	823739	884921	1708660	0.17768	0.05850	0.05838	0.06170	63	nan
Escherichia coli	562	S	30176	639375	669551	0.06962	0.04785	0.04635	0.04628	53	nan
Escherichia albertii	208962	S	718	1156	1874	0.00019	0.00009	0.00008	0.00009	52	nan
Bacteroides uniformis	820	S	469378	732670	1202048	0.12500	0.05507	0.05148	0.05251	49	nan
Parabacteroides distasonis	823	S	368582	680979	1049561	0.10914	0.04848	0.04550	0.04613	46	nan
Akkermansia muciniphila	239935	S	365289	368130	733419	0.07627	0.04888	0.05082	0.04932	57	nan
Campylobacter jejuni	197	S	1243	1771	3014	0.00031	0.00039	0.00000	0.00041	30	0.0
Homo sapiens	9606	S	1692	1782	3474	0.00036	0.00002	0.00000	0.00002	37	3.0
