name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Blautia producta	33035	S	329673	336217	665890	0.16270	0.04640	0.04612	0.04610	48	nan
Enterocloster clostridioformis	1531	S	229099	237209	466308	0.11394	0.03691	0.03693	0.03674	52	nan
Enterocloster bolteae	208479	S	3821	3896	7717	0.00189	0.00052	0.00000	0.00052	51	4.0
Agathobacter rectalis	39491	S	174503	187023	361526	0.08834	0.04908	0.04919	0.04880	44	nan
[Clostridium] hylemonae	89153	S	899	922	1821	0.00044	0.00020	0.00000	0.00020	50	4.0
Roseburia hominis	301301	S	531	587	1118	0.00027	0.00014	0.00015	0.00014	51	nan
Flavonifractor plautii	292800	S	211377	215626	427003	0.10433	0.04574	0.04477	0.04638	64	nan
Faecalibacterium duncaniae	411483	S	115998	180621	296619	0.07248	0.05286	0.05251	0.05247	60	nan
Faecalibacterium prausnitzii	853	S	1122	1328	2450	0.00060	0.00039	0.00000	0.00038	60	5.0
Clostridioides difficile	1496	S	2326	2406	4732	0.00116	0.00050	0.00000	0.00057	28	0.0
Bacillus subtilis	1423	S	3241	248578	251819	0.06153	0.05189	0.05222	0.05153	45	nan
Staphylococcus epidermidis	1282	S	134731	145821	280552	0.06855	0.04945	0.05317	0.05075	33	nan
Streptococcus mutans	1309	S	118416	121144	239560	0.05853	0.05108	0.05076	0.05072	37	nan
Lactobacillus delbrueckii	1584	S	110989	112782	223771	0.05468	0.05007	0.05004	0.04985	53	nan
Megamonas funiformis	437897	S	153522	153918	307440	0.07512	0.05454	0.05545	0.05785	32	nan
Megasphaera elsdenii	907	S	146555	147492	294047	0.07185	0.05093	0.05128	0.05073	56	nan
Bifidobacterium longum	216816	S	248317	306740	555057	0.13562	0.10034	0.10032	0.09955	61	nan
Cutibacterium acnes	1747	S	128225	129740	257965	0.06303	0.04459	0.04530	0.04432	60	nan
Collinsella aerofaciens	74426	S	154403	155190	309593	0.07565	0.05545	0.05593	0.05559	61	nan
Pseudomonas putida	303	S	368313	390966	759279	0.18552	0.06096	0.05756	0.05975	64	nan
Escherichia coli	562	S	11470	265771	277241	0.06774	0.04702	0.04721	0.04683	53	nan
Yersinia enterocolitica	630	S	1094	1104	2198	0.00054	0.00021	0.00000	0.00020	49	4.0
Bacteroides uniformis	820	S	197705	310012	507717	0.12406	0.05474	0.05474	0.05442	49	nan
Parabacteroides distasonis	823	S	151240	281335	432575	0.10570	0.04705	0.04695	0.04675	47	nan
Akkermansia muciniphila	239935	S	154287	155430	309717	0.07568	0.04855	0.04941	0.04839	57	nan
Campylobacter jejuni	197	S	546	772	1318	0.00032	0.00040	0.00000	0.00042	30	0.0
