name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Blautia producta	33035	S	243824	248894	492718	0.16198	0.04618	0.04685	0.04665	48	nan
Enterocloster clostridioformis	1531	S	170017	176116	346133	0.11379	0.03683	0.03724	0.03691	52	nan
Enterocloster bolteae	208479	S	2841	2896	5737	0.00189	0.00052	0.00000	0.00052	51	4.0
Agathobacter rectalis	39491	S	127621	136257	263878	0.08675	0.04817	0.04952	0.04896	44	nan
[Clostridium] hylemonae	89153	S	711	729	1440	0.00047	0.00022	0.00000	0.00022	50	4.0
Flavonifractor plautii	292800	S	159083	162305	321388	0.10565	0.04627	0.04434	0.04592	64	nan
Faecalibacterium duncaniae	411483	S	87841	135475	223316	0.07341	0.05327	0.05257	0.05218	60	nan
Faecalibacterium prausnitzii	853	S	858	1014	1872	0.00062	0.00040	0.00000	0.00039	60	5.0
Clostridioides difficile	1496	S	1723	1783	3506	0.00115	0.00050	0.00000	0.00059	28	0.0
Bacillus subtilis	1423	S	2376	180633	183009	0.06016	0.05082	0.05238	0.05150	44	nan
Staphylococcus epidermidis	1282	S	98212	106963	205175	0.06745	0.04872	0.05352	0.05133	33	nan
Streptococcus mutans	1309	S	87258	89107	176365	0.05798	0.05046	0.05169	0.05155	37	nan
Lactobacillus delbrueckii	1584	S	82358	83814	166172	0.05463	0.04999	0.05051	0.04999	53	nan
Megamonas funiformis	437897	S	111226	111485	222711	0.07321	0.05308	0.05532	0.05782	32	nan
Megasphaera elsdenii	907	S	109642	110341	219983	0.07232	0.05121	0.05138	0.05076	56	nan
Bifidobacterium longum	216816	S	187843	230761	418604	0.13761	0.10263	0.09947	0.09942	61	nan
Cutibacterium acnes	1747	S	96950	98309	195259	0.06419	0.04548	0.04417	0.04404	60	nan
Collinsella aerofaciens	74426	S	116311	116928	233239	0.07667	0.05613	0.05475	0.05492	61	nan
Pseudomonas putida	303	S	278609	294813	573422	0.18851	0.06162	0.05679	0.05875	64	nan
Escherichia coli	562	S	8744	198432	207176	0.06811	0.04732	0.04787	0.04725	53	nan
Yersinia enterocolitica	630	S	1126	1136	2262	0.00074	0.00028	0.00000	0.00029	49	0.0
Bacteroides uniformis	820	S	147298	229359	376657	0.12382	0.05442	0.05544	0.05486	49	nan
Parabacteroides distasonis	823	S	113659	209029	322688	0.10608	0.04698	0.04770	0.04746	47	nan
Akkermansia muciniphila	239935	S	114529	115325	229854	0.07556	0.04850	0.04850	0.04771	57	nan
