name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Blautia producta	33035	S	718789	730378	1449167	0.16266	0.04648	0.04696	0.04665	47	nan
Enterocloster clostridioformis	1531	S	497225	508656	1005881	0.11291	0.03648	0.03714	0.03719	52	nan
Enterocloster bolteae	208479	S	8540	8664	17204	0.00193	0.00054	0.00000	0.00055	51	4.0
Agathobacter rectalis	39491	S	346805	368092	714897	0.08024	0.04446	0.04329	0.04283	44	nan
[Clostridium] hylemonae	89153	S	2168	2211	4379	0.00049	0.00022	0.00000	0.00023	50	4.0
Roseburia hominis	301301	S	1088	1207	2295	0.00026	0.00014	0.00000	0.00014	51	5.0
[Ruminococcus] gnavus	33038	S	552	768	1320	0.00015	0.00009	0.00000	0.00009	44	4.0
Wansuia hejianensis	2763667	S	748	754	1502	0.00017	0.00008	0.00000	0.00008	51	0.0
Flavonifractor plautii	292800	S	467705	474666	942371	0.10578	0.04641	0.04711	0.04888	63	nan
Faecalibacterium duncaniae	411483	S	278357	392653	671010	0.07532	0.05297	0.05460	0.05454	60	nan
Faecalibacterium prausnitzii	853	S	2706	3075	5781	0.00065	0.00041	0.00000	0.00042	60	5.0
Anaerotruncus colihominis	169435	S	529	554	1083	0.00012	0.00006	0.00000	0.00007	55	4.0
Clostridioides difficile	1496	S	5206	5381	10587	0.00119	0.00052	0.00000	0.00051	28	0.0
Hungatella hathewayi	154046	S	653	673	1326	0.00015	0.00004	0.00000	0.00004	50	5.0
Bacillus subtilis	1423	S	10712	553919	564631	0.06338	0.05334	0.05365	0.05250	44	nan
Bacillus vallismortis	72361	S	1137	1164	2301	0.00026	0.00011	0.00011	0.00011	44	nan
Bacillus inaquosorum	483913	S	840	896	1736	0.00019	0.00008	0.00008	0.00008	45	nan
Bacillus spizizenii	96241	S	678	1665	2343	0.00026	0.00016	0.00017	0.00016	44	nan
Bacillus tequilensis	227866	S	523	541	1064	0.00012	0.00005	0.00005	0.00005	45	nan
Staphylococcus epidermidis	1282	S	325068	350327	675395	0.07581	0.05454	0.04903	0.04816	32	nan
Streptococcus mutans	1309	S	279596	283227	562823	0.06317	0.05505	0.04967	0.04976	37	nan
Lactobacillus delbrueckii	1584	S	239499	241373	480872	0.05398	0.04937	0.05148	0.05078	53	nan
Megamonas funiformis	437897	S	339590	339929	679519	0.07627	0.05552	0.04830	0.05032	31	nan
Megasphaera elsdenii	907	S	282493	283709	566202	0.06355	0.04522	0.04749	0.04668	55	nan
Bifidobacterium longum	216816	S	540568	634955	1175523	0.13195	0.09578	0.09977	0.09890	61	nan
Cutibacterium acnes	1747	S	269597	271948	541545	0.06079	0.04315	0.04590	0.04483	60	nan
Collinsella aerofaciens	74426	S	338456	339206	677662	0.07606	0.05579	0.05820	0.05840	62	nan
Pseudomonas putida	303	S	821152	854828	1675980	0.18812	0.06075	0.05829	0.06159	64	nan
Escherichia coli	562	S	33732	583386	617118	0.06927	0.04771	0.05004	0.04917	53	nan
Escherichia albertii	208962	S	990	1289	2279	0.00026	0.00011	0.00011	0.00011	52	nan
Escherichia marmotae	1499973	S	580	733	1313	0.00015	0.00006	0.00006	0.00006	52	nan
Escherichia fergusonii	564	S	558	1098	1656	0.00019	0.00010	0.00010	0.00010	52	nan
Serratia marcescens	615	S	506	535	1041	0.00012	0.00004	0.00000	0.00004	62	4.0
Bacteroides uniformis	820	S	464523	693104	1157627	0.12994	0.05641	0.05719	0.05655	48	nan
Parabacteroides distasonis	823	S	372199	635395	1007594	0.11310	0.04898	0.04915	0.04874	46	nan
Akkermansia muciniphila	239935	S	331368	333195	664563	0.07459	0.04823	0.05206	0.05017	57	nan
Campylobacter jejuni	197	S	1562	2138	3700	0.00042	0.00051	0.00000	0.00046	30	0.0
Homo sapiens	9606	S	2645	2720	5365	0.00060	0.00004	0.00000	0.00004	38	5.0
