name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Blautia producta	33035	S	464165	474921	939086	0.16263	0.04649	0.04436	0.04447	47	nan
Enterocloster clostridioformis	1531	S	317756	333580	651336	0.11280	0.03681	0.03551	0.03576	51	nan
Enterocloster bolteae	208479	S	5249	5371	10620	0.00184	0.00051	0.00000	0.00050	51	4.0
Agathobacter rectalis	39491	S	242490	260397	502887	0.08709	0.04860	0.04626	0.04626	43	nan
[Clostridium] hylemonae	89153	S	1253	1292	2545	0.00044	0.00020	0.00000	0.00020	50	4.0
Roseburia hominis	301301	S	689	778	1467	0.00025	0.00013	0.00013	0.00013	51	nan
Flavonifractor plautii	292800	S	287438	294186	581624	0.10072	0.04425	0.04508	0.04734	64	nan
Faecalibacterium duncaniae	411483	S	165542	253087	418629	0.07250	0.05251	0.05289	0.05356	60	nan
Faecalibacterium prausnitzii	853	S	1492	1762	3254	0.00056	0.00036	0.00044	0.00037	61	nan
Clostridioides difficile	1496	S	3156	3515	6671	0.00116	0.00051	0.00000	0.00056	29	4.0
Bacillus subtilis	1423	S	3968	360906	364874	0.06319	0.05338	0.05169	0.05085	44	nan
Staphylococcus epidermidis	1282	S	197214	217303	414517	0.07178	0.05223	0.05785	0.05120	32	nan
Streptococcus mutans	1309	S	177629	181627	359256	0.06221	0.05429	0.05196	0.05126	37	nan
Lactobacillus delbrueckii	1584	S	157682	162263	319945	0.05541	0.05108	0.04921	0.04980	53	nan
Megamonas funiformis	437897	S	220386	221033	441419	0.07644	0.05553	0.05454	0.05594	31	nan
Megasphaera elsdenii	907	S	205237	206504	411741	0.07130	0.05059	0.04982	0.05047	56	nan
Bifidobacterium longum	216816	S	337727	410604	748331	0.12959	0.09482	0.09925	0.09936	61	nan
Cutibacterium acnes	1747	S	177734	180691	358425	0.06207	0.04408	0.04860	0.04657	60	nan
Mycobacterium canettii	78331	S	659	668	1327	0.00023	0.00009	0.00000	0.00010	65	0.0
Collinsella aerofaciens	74426	S	208171	209927	418098	0.07241	0.05316	0.05639	0.05651	61	nan
Pseudomonas putida	303	S	504641	539051	1043692	0.18074	0.05924	0.05959	0.06211	63	nan
Escherichia coli	562	S	15233	385242	400475	0.06935	0.04830	0.04756	0.04725	53	nan
Yersinia enterocolitica	630	S	2208	2230	4438	0.00077	0.00029	0.00000	0.00028	49	0.0
Bacteroides uniformis	820	S	284617	437824	722441	0.12511	0.05482	0.05213	0.05265	49	nan
Parabacteroides distasonis	823	S	225351	406483	631834	0.10942	0.04820	0.04588	0.04614	46	nan
Akkermansia muciniphila	239935	S	219643	221374	441017	0.07637	0.04907	0.05086	0.04994	57	nan
Campylobacter jejuni	197	S	779	1101	1880	0.00033	0.00040	0.00000	0.00041	30	0.0
Homo sapiens	9606	S	676	695	1371	0.00024	0.00002	0.00000	0.00002	37	3.0
