name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Blautia producta	33035	S	917624	936119	1853743	0.17665	0.05041	0.04727	0.04687	47	nan
Enterocloster clostridioformis	1531	S	607383	626521	1233904	0.11758	0.03805	0.03672	0.03709	51	nan
Enterocloster bolteae	208479	S	10725	10936	21661	0.00206	0.00057	0.00000	0.00056	51	4.0
Agathobacter rectalis	39491	S	482900	516937	999837	0.09528	0.05310	0.04781	0.04674	44	nan
[Clostridium] hylemonae	89153	S	2226	2282	4508	0.00043	0.00020	0.00000	0.00019	50	5.0
Roseburia hominis	301301	S	1269	1395	2664	0.00025	0.00013	0.00000	0.00013	51	5.0
[Ruminococcus] gnavus	33038	S	616	1135	1751	0.00017	0.00011	0.00000	0.00010	45	4.0
Wansuia hejianensis	2763667	S	719	727	1446	0.00014	0.00006	0.00000	0.00006	52	4.0
Flavonifractor plautii	292800	S	470787	480581	951368	0.09066	0.03979	0.04592	0.04824	64	nan
Faecalibacterium duncaniae	411483	S	268075	427362	695437	0.06627	0.04881	0.05343	0.05344	60	nan
Faecalibacterium prausnitzii	853	S	3165	3805	6970	0.00066	0.00043	0.00000	0.00048	61	5.0
Anaerotruncus colihominis	169435	S	579	618	1197	0.00011	0.00006	0.00000	0.00006	55	4.0
Clostridioides difficile	1496	S	6317	6562	12879	0.00123	0.00053	0.00000	0.00044	28	0.0
Hungatella hathewayi	154046	S	709	740	1449	0.00014	0.00004	0.00004	0.00003	49	nan
Bacillus subtilis	1423	S	15779	672756	688535	0.06561	0.05474	0.05023	0.04937	44	nan
Bacillus velezensis	492670	S	1598	13025	14623	0.00139	0.00110	0.00103	0.00100	45	nan
Bacillus vallismortis	72361	S	1414	1446	2860	0.00027	0.00012	0.00011	0.00011	45	nan
Bacillus inaquosorum	483913	S	1114	1182	2296	0.00022	0.00009	0.00009	0.00008	44	nan
Bacillus spizizenii	96241	S	885	2727	3612	0.00034	0.00023	0.00021	0.00021	45	nan
Bacillus tequilensis	227866	S	653	674	1327	0.00013	0.00006	0.00005	0.00005	44	nan
Bacillus cabrialesii	2487276	S	629	667	1296	0.00012	0.00005	0.00005	0.00005	45	nan
Bacillus rugosus	2715209	S	508	554	1062	0.00010	0.00004	0.00004	0.00004	44	nan
Staphylococcus epidermidis	1282	S	409640	442644	852284	0.08122	0.05822	0.04675	0.04600	32	nan
Streptococcus mutans	1309	S	348626	356833	705459	0.06723	0.05874	0.04782	0.04814	37	nan
Lactobacillus delbrueckii	1584	S	281026	284294	565320	0.05387	0.04924	0.04970	0.04873	53	nan
Megamonas funiformis	437897	S	485418	486370	971788	0.09261	0.06727	0.05156	0.05432	32	nan
Megasphaera elsdenii	907	S	351754	354031	705785	0.06726	0.04769	0.05086	0.04932	56	nan
Longicatena caecimuris	1796635	S	500	536	1036	0.00010	0.00006	0.00000	0.00005	38	4.0
Bifidobacterium longum	216816	S	550491	690812	1241303	0.11829	0.08804	0.10434	0.10310	62	nan
Cutibacterium acnes	1747	S	281230	284771	566001	0.05394	0.03827	0.04622	0.04471	60	nan
Mycobacterium canettii	78331	S	5064	5080	10144	0.00097	0.00039	0.00000	0.00052	65	0.0
Collinsella aerofaciens	74426	S	348305	349474	697779	0.06649	0.04877	0.05939	0.05828	61	nan
Bacteroides uniformis	820	S	531302	845016	1376318	0.13116	0.05824	0.05606	0.05458	49	nan
Parabacteroides distasonis	823	S	407347	779206	1186553	0.11307	0.05087	0.04781	0.04692	47	nan
Pseudomonas putida	303	S	785193	836379	1621572	0.15453	0.05075	0.05682	0.06140	64	nan
Escherichia coli	562	S	42750	652840	695590	0.06629	0.04523	0.04546	0.04526	53	nan
Escherichia albertii	208962	S	1220	1517	2737	0.00026	0.00011	0.00010	0.00011	52	nan
Escherichia fergusonii	564	S	757	1385	2142	0.00020	0.00010	0.00010	0.00010	52	nan
Escherichia marmotae	1499973	S	669	812	1481	0.00014	0.00006	0.00006	0.00006	52	nan
Shigella flexneri	623	S	690	16777	17467	0.00166	0.00122	0.00122	0.00122	53	nan
Shigella dysenteriae	622	S	564	2927	3491	0.00033	0.00021	0.00021	0.00021	53	nan
Salmonella enterica	28901	S	602	4569	5171	0.00049	0.00032	0.00034	0.00032	53	nan
Akkermansia muciniphila	239935	S	380774	383659	764433	0.07285	0.04706	0.05221	0.05098	57	nan
Campylobacter jejuni	197	S	1294	1827	3121	0.00030	0.00037	0.00000	0.00029	30	0.0
Homo sapiens	9606	S	3113	3243	6356	0.00061	0.00004	0.00000	0.00004	37	3.0
