name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Blautia producta	33035	S	230706	234382	465088	0.15996	0.04573	0.04576	0.04557	47	nan
Enterocloster clostridioformis	1531	S	160515	164398	324913	0.11175	0.03617	0.03665	0.03612	51	nan
Enterocloster bolteae	208479	S	2644	2684	5328	0.00183	0.00051	0.00000	0.00051	51	4.0
Agathobacter rectalis	39491	S	106487	113200	219687	0.07556	0.04196	0.04212	0.04156	43	nan
[Clostridium] hylemonae	89153	S	715	729	1444	0.00050	0.00023	0.00000	0.00023	50	4.0
Flavonifractor plautii	292800	S	160253	162659	322912	0.11106	0.04879	0.04835	0.05007	63	nan
Faecalibacterium duncaniae	411483	S	90635	129703	220338	0.07578	0.05367	0.05411	0.05366	60	nan
Faecalibacterium prausnitzii	853	S	808	920	1728	0.00059	0.00038	0.00000	0.00038	60	5.0
Clostridioides difficile	1496	S	1644	1754	3398	0.00117	0.00051	0.00000	0.00057	28	4.0
Bacillus subtilis	1423	S	1885	177103	178988	0.06156	0.05229	0.05274	0.05199	44	nan
Staphylococcus epidermidis	1282	S	103976	111643	215619	0.07416	0.05360	0.05513	0.05344	32	nan
Streptococcus mutans	1309	S	90821	92188	183009	0.06294	0.05494	0.05400	0.05340	37	nan
Lactobacillus delbrueckii	1584	S	74414	74998	149412	0.05139	0.04708	0.04768	0.04713	53	nan
Megamonas funiformis	437897	S	107116	107247	214363	0.07372	0.05374	0.05328	0.05521	32	nan
Megasphaera elsdenii	907	S	80953	81337	162290	0.05582	0.03977	0.04082	0.03985	55	nan
Bifidobacterium longum	216816	S	175660	206638	382298	0.13148	0.09605	0.09765	0.09608	61	nan
Cutibacterium acnes	1747	S	93214	94018	187232	0.06439	0.04576	0.04693	0.04584	60	nan
Collinsella aerofaciens	74426	S	111038	111274	222312	0.07646	0.05614	0.05728	0.05689	61	nan
Pseudomonas putida	303	S	275697	288182	563879	0.19393	0.06286	0.06052	0.06202	63	nan
Escherichia coli	562	S	7298	195776	203074	0.06984	0.04846	0.04934	0.04849	53	nan
Bartonella krasnovii	2267275	S	8575	8577	17152	0.00590	0.00491	0.00000	0.00484	39	0.0
Bacteroides uniformis	820	S	148555	222265	370820	0.12753	0.05550	0.05598	0.05527	48	nan
Parabacteroides distasonis	823	S	121578	208372	329950	0.11348	0.04928	0.04928	0.04904	46	nan
Akkermansia muciniphila	239935	S	116207	116837	233044	0.08015	0.05112	0.05239	0.05131	57	nan
Campylobacter jejuni	197	S	503	707	1210	0.00042	0.00051	0.00000	0.00053	30	0.0
