name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Blautia producta	33035	S	528413	536814	1065227	0.13779	0.03935	0.04335	0.04342	47	nan
Enterocloster clostridioformis	1531	S	410373	419737	830110	0.10738	0.03470	0.03676	0.03659	52	nan
Enterocloster bolteae	208479	S	5768	5850	11618	0.00150	0.00042	0.00000	0.00044	51	4.0
Agathobacter rectalis	39491	S	254247	270097	524344	0.06783	0.03755	0.04369	0.04269	44	nan
[Clostridium] hylemonae	89153	S	1907	1943	3850	0.00050	0.00023	0.00000	0.00024	51	4.0
Roseburia hominis	301301	S	868	945	1813	0.00023	0.00012	0.00000	0.00013	52	5.0
Wansuia hejianensis	2763667	S	582	587	1169	0.00015	0.00007	0.00000	0.00007	50	4.0
Flavonifractor plautii	292800	S	515101	522148	1037249	0.13417	0.05885	0.04981	0.05267	63	nan
Faecalibacterium duncaniae	411483	S	271225	390085	661310	0.08554	0.06065	0.05598	0.05666	60	nan
Faecalibacterium prausnitzii	853	S	2823	3227	6050	0.00078	0.00050	0.00000	0.00046	60	5.0
Clostridioides difficile	1496	S	3777	3955	7732	0.00100	0.00043	0.00000	0.00060	28	0.0
Bacillus subtilis	1423	S	10465	397257	407722	0.05274	0.04407	0.05072	0.04955	44	nan
Bacillus vallismortis	72361	S	1071	1096	2167	0.00028	0.00012	0.00014	0.00014	44	nan
Bacillus inaquosorum	483913	S	865	921	1786	0.00023	0.00010	0.00011	0.00011	44	nan
Bacillus spizizenii	96241	S	676	759	1435	0.00019	0.00008	0.00009	0.00010	44	nan
Bacillus tequilensis	227866	S	557	575	1132	0.00015	0.00007	0.00007	0.00007	44	nan
Staphylococcus epidermidis	1282	S	175846	189247	365093	0.04723	0.03395	0.04492	0.04191	32	nan
Lactobacillus delbrueckii	1584	S	229761	231604	461365	0.05968	0.05462	0.05703	0.05696	53	nan
Streptococcus mutans	1309	S	174144	177223	351367	0.04545	0.03972	0.04655	0.04642	37	nan
Megasphaera elsdenii	907	S	258689	259906	518595	0.06708	0.04771	0.04817	0.04754	56	nan
Megamonas funiformis	437897	S	175356	175613	350969	0.04540	0.03306	0.04094	0.04220	32	nan
Bifidobacterium longum	216816	S	562890	671177	1234067	0.15963	0.11559	0.10330	0.10209	61	nan
Cutibacterium acnes	1747	S	305411	308266	613677	0.07938	0.05639	0.05140	0.05014	60	nan
Collinsella aerofaciens	74426	S	374973	376040	751013	0.09715	0.07133	0.06385	0.06343	61	nan
Pseudomonas putida	303	S	948156	985510	1933666	0.25013	0.08099	0.06437	0.06782	63	nan
Escherichia coli	562	S	34877	467652	502529	0.06500	0.04396	0.04643	0.04541	53	nan
Escherichia albertii	208962	S	1208	1473	2681	0.00035	0.00014	0.00015	0.00015	52	nan
Escherichia fergusonii	564	S	737	1266	2003	0.00026	0.00013	0.00013	0.00013	52	nan
Escherichia marmotae	1499973	S	662	784	1446	0.00019	0.00008	0.00008	0.00008	52	nan
Shigella flexneri	623	S	649	14271	14920	0.00193	0.00141	0.00149	0.00146	53	nan
Shigella dysenteriae	622	S	555	2826	3381	0.00044	0.00028	0.00030	0.00029	53	nan
Salmonella enterica	28901	S	539	3671	4210	0.00054	0.00035	0.00039	0.00036	53	nan
Bacteroides uniformis	820	S	344356	523302	867658	0.11224	0.04910	0.05345	0.05347	48	nan
Parabacteroides distasonis	823	S	269964	473982	743946	0.09623	0.04212	0.04641	0.04648	46	nan
Akkermansia muciniphila	239935	S	304900	306658	611558	0.07911	0.05123	0.04995	0.04900	57	nan
Campylobacter jejuni	197	S	1322	1796	3118	0.00040	0.00049	0.00000	0.00064	30	0.0
Homo sapiens	9606	S	2252	2392	4644	0.00060	0.00004	0.00000	0.00005	37	3.0
