name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Blautia producta	33035	S	739220	752251	1491471	0.14783	0.04243	0.04616	0.04587	48	nan
Enterocloster clostridioformis	1531	S	567166	582299	1149465	0.11393	0.03705	0.03886	0.03826	52	nan
Enterocloster bolteae	208479	S	8243	8377	16620	0.00165	0.00046	0.00000	0.00048	51	4.0
Agathobacter rectalis	39491	S	335604	357681	693285	0.06871	0.03836	0.04394	0.04334	44	nan
[Clostridium] hylemonae	89153	S	2413	2465	4878	0.00048	0.00022	0.00000	0.00023	50	4.0
Roseburia hominis	301301	S	1160	1282	2442	0.00024	0.00013	0.00015	0.00013	51	nan
Wansuia hejianensis	2763667	S	825	833	1658	0.00016	0.00007	0.00000	0.00008	51	4.0
Flavonifractor plautii	292800	S	644968	655081	1300049	0.12885	0.05682	0.04838	0.05105	65	nan
Faecalibacterium duncaniae	411483	S	336125	498968	835093	0.08277	0.05970	0.05482	0.05509	60	nan
Faecalibacterium prausnitzii	853	S	3148	3637	6785	0.00067	0.00043	0.00000	0.00040	61	5.0
Anaerotruncus colihominis	169435	S	534	560	1094	0.00011	0.00006	0.00000	0.00005	55	4.0
Clostridioides difficile	1496	S	5310	5463	10773	0.00107	0.00046	0.00000	0.00069	28	0.0
Hungatella hathewayi	154046	S	654	678	1332	0.00013	0.00003	0.00000	0.00004	50	5.0
Bacillus subtilis	1423	S	9640	537678	547318	0.05425	0.04588	0.05164	0.05081	45	nan
Bacillus vallismortis	72361	S	982	1010	1992	0.00020	0.00009	0.00009	0.00010	45	nan
Bacillus inaquosorum	483913	S	749	806	1555	0.00015	0.00007	0.00007	0.00007	45	nan
Bacillus spizizenii	96241	S	663	2533	3196	0.00032	0.00022	0.00025	0.00024	45	nan
Bacillus tequilensis	227866	S	505	525	1030	0.00010	0.00005	0.00005	0.00005	45	nan
Staphylococcus epidermidis	1282	S	244258	265655	509913	0.05054	0.03668	0.04900	0.04734	33	nan
Lactobacillus delbrueckii	1584	S	287028	290033	577061	0.05719	0.05263	0.05435	0.05365	53	nan
Streptococcus mutans	1309	S	231679	236316	467995	0.04638	0.04074	0.04867	0.04876	37	nan
Megasphaera elsdenii	907	S	351790	353704	705494	0.06992	0.04995	0.04933	0.04866	56	nan
Megamonas funiformis	437897	S	243547	244093	487640	0.04833	0.03536	0.04532	0.04770	32	nan
Bifidobacterium longum	216816	S	692227	836187	1528414	0.15149	0.11162	0.09865	0.09793	61	nan
Cutibacterium acnes	1747	S	378013	382155	760168	0.07534	0.05382	0.04763	0.04702	60	nan
Collinsella aerofaciens	74426	S	454094	455661	909755	0.09017	0.06654	0.05901	0.05870	61	nan
Pseudomonas putida	303	S	1137409	1191137	2328546	0.23079	0.07556	0.06198	0.06382	64	nan
Escherichia coli	562	S	32642	631899	664541	0.06587	0.04544	0.04701	0.04594	53	nan
Escherichia albertii	208962	S	1087	1446	2533	0.00025	0.00011	0.00011	0.00011	52	nan
Escherichia marmotae	1499973	S	620	805	1425	0.00014	0.00006	0.00006	0.00006	52	nan
Escherichia fergusonii	564	S	617	1288	1905	0.00019	0.00010	0.00010	0.00010	52	nan
Bacteroides uniformis	820	S	471830	725789	1197619	0.11870	0.05240	0.05663	0.05606	49	nan
Parabacteroides distasonis	823	S	365701	658014	1023715	0.10146	0.04499	0.04926	0.04882	47	nan
Akkermansia muciniphila	239935	S	397252	399657	796909	0.07899	0.05105	0.04847	0.04780	57	nan
Campylobacter jejuni	197	S	1430	1882	3312	0.00033	0.00040	0.00000	0.00054	30	0.0
Homo sapiens	9606	S	1443	1497	2940	0.00029	0.00002	0.00000	0.00002	37	3.0
