name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Blautia producta	33035	S	632467	643258	1275725	0.16720	0.04803	0.04753	0.04726	47	nan
Enterocloster clostridioformis	1531	S	437311	448401	885712	0.11609	0.03773	0.03746	0.03773	51	nan
Enterocloster bolteae	208479	S	7336	7451	14787	0.00194	0.00054	0.00000	0.00054	51	4.0
Agathobacter rectalis	39491	S	314631	335135	649766	0.08516	0.04744	0.04611	0.04549	43	nan
[Clostridium] hylemonae	89153	S	1805	1843	3648	0.00048	0.00022	0.00000	0.00022	50	4.0
Roseburia hominis	301301	S	1022	1115	2137	0.00028	0.00015	0.00016	0.00015	51	nan
Wansuia hejianensis	2763667	S	607	613	1220	0.00016	0.00007	0.00000	0.00007	50	4.0
Flavonifractor plautii	292800	S	410870	417507	828377	0.10857	0.04790	0.04794	0.05003	64	nan
Faecalibacterium duncaniae	411483	S	232876	339575	572451	0.07503	0.05374	0.05434	0.05469	60	nan
Faecalibacterium prausnitzii	853	S	2394	2761	5155	0.00068	0.00043	0.00000	0.00044	61	5.0
Clostridioides difficile	1496	S	4599	4807	9406	0.00123	0.00054	0.00000	0.00059	29	0.0
Hungatella hathewayi	154046	S	532	551	1083	0.00014	0.00004	0.00000	0.00004	50	5.0
Bacillus subtilis	1423	S	9685	471794	481479	0.06311	0.05320	0.05273	0.05159	45	nan
Bacillus vallismortis	72361	S	1054	1086	2140	0.00028	0.00012	0.00012	0.00012	44	nan
Bacillus inaquosorum	483913	S	822	891	1713	0.00022	0.00010	0.00010	0.00010	44	nan
Bacillus spizizenii	96241	S	682	788	1470	0.00019	0.00009	0.00009	0.00009	44	nan
Bacillus tequilensis	227866	S	517	539	1056	0.00014	0.00006	0.00006	0.00006	45	nan
Staphylococcus epidermidis	1282	S	240263	259404	499667	0.06549	0.04733	0.04685	0.04518	32	nan
Streptococcus mutans	1309	S	228609	232249	460858	0.06040	0.05298	0.04876	0.04887	37	nan
Lactobacillus delbrueckii	1584	S	216444	218438	434882	0.05700	0.05243	0.05295	0.05271	53	nan
Megasphaera elsdenii	907	S	252410	253703	506113	0.06633	0.04742	0.04897	0.04815	56	nan
Megamonas funiformis	437897	S	242319	242682	485001	0.06357	0.04650	0.04475	0.04612	31	nan
Bifidobacterium longum	216816	S	454423	544342	998765	0.13090	0.09605	0.09954	0.09854	61	nan
Cutibacterium acnes	1747	S	239885	242236	482121	0.06319	0.04511	0.04796	0.04668	60	nan
Collinsella aerofaciens	74426	S	294026	294842	588868	0.07718	0.05693	0.05967	0.05917	61	nan
Pseudomonas putida	303	S	696003	728650	1424653	0.18672	0.06093	0.05767	0.06153	63	nan
Escherichia coli	562	S	28253	493951	522204	0.06844	0.04695	0.04810	0.04740	53	nan
Escherichia albertii	208962	S	932	1217	2149	0.00028	0.00012	0.00012	0.00012	52	nan
Escherichia fergusonii	564	S	519	1047	1566	0.00021	0.00011	0.00011	0.00011	52	nan
Escherichia marmotae	1499973	S	505	646	1151	0.00015	0.00006	0.00006	0.00006	52	nan
Bacteroides uniformis	820	S	391149	594133	985282	0.12914	0.05674	0.05606	0.05589	49	nan
Parabacteroides distasonis	823	S	310929	549103	860032	0.11272	0.04967	0.04888	0.04862	46	nan
Akkermansia muciniphila	239935	S	290787	292634	583421	0.07647	0.04979	0.05292	0.05114	57	nan
Campylobacter jejuni	197	S	1215	1716	2931	0.00038	0.00048	0.00000	0.00048	30	0.0
Homo sapiens	9606	S	634	648	1282	0.00017	0.00001	0.00000	0.00001	37	3.0
