name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Blautia producta	33035	S	667189	678736	1345925	0.16571	0.04738	0.04730	0.04704	47	nan
Enterocloster clostridioformis	1531	S	466752	480230	946982	0.11660	0.03780	0.03745	0.03767	51	nan
Enterocloster bolteae	208479	S	7745	7876	15621	0.00192	0.00054	0.00000	0.00054	51	4.0
Agathobacter rectalis	39491	S	336188	358520	694708	0.08553	0.04752	0.04690	0.04634	43	nan
[Clostridium] hylemonae	89153	S	1961	2006	3967	0.00049	0.00022	0.00000	0.00022	50	4.0
Roseburia hominis	301301	S	1037	1141	2178	0.00027	0.00014	0.00000	0.00014	51	5.0
Wansuia hejianensis	2763667	S	674	682	1356	0.00017	0.00008	0.00000	0.00008	50	0.0
Flavonifractor plautii	292800	S	424152	431465	855617	0.10535	0.04630	0.04645	0.04886	64	nan
Faecalibacterium duncaniae	411483	S	248614	364168	612782	0.07545	0.05391	0.05398	0.05465	60	nan
Faecalibacterium prausnitzii	853	S	2752	3178	5930	0.00073	0.00047	0.00000	0.00048	61	5.0
Clostridioides difficile	1496	S	4685	5048	9733	0.00120	0.00052	0.00000	0.00054	29	4.0
Hungatella hathewayi	154046	S	613	639	1252	0.00015	0.00004	0.00000	0.00004	50	5.0
Bacillus subtilis	1423	S	10224	502300	512524	0.06310	0.05304	0.05319	0.05223	44	nan
Bacillus vallismortis	72361	S	1092	1121	2213	0.00027	0.00012	0.00012	0.00012	44	nan
Bacillus inaquosorum	483913	S	833	892	1725	0.00021	0.00009	0.00009	0.00009	44	nan
Bacillus spizizenii	96241	S	750	2093	2843	0.00035	0.00023	0.00023	0.00022	44	nan
Staphylococcus epidermidis	1282	S	265489	287468	552957	0.06808	0.04906	0.04805	0.04630	32	nan
Lactobacillus delbrueckii	1584	S	242596	245393	487989	0.06008	0.05509	0.05499	0.05502	53	nan
Streptococcus mutans	1309	S	232201	236145	468346	0.05766	0.05038	0.04716	0.04743	37	nan
Megasphaera elsdenii	907	S	301819	303372	605191	0.07451	0.05303	0.05349	0.05332	56	nan
Megamonas funiformis	437897	S	274209	274666	548875	0.06758	0.04923	0.04660	0.04769	31	nan
Bifidobacterium longum	216816	S	490178	587446	1077624	0.13268	0.09682	0.10115	0.09917	61	nan
Cutibacterium acnes	1747	S	250313	253081	503394	0.06198	0.04410	0.04658	0.04515	60	nan
Collinsella aerofaciens	74426	S	298685	299649	598334	0.07367	0.05412	0.05685	0.05625	61	nan
Pseudomonas putida	303	S	737809	772667	1510476	0.18597	0.06040	0.05803	0.06156	63	nan
Escherichia coli	562	S	30471	522584	553055	0.06809	0.04688	0.04767	0.04690	53	nan
Escherichia albertii	208962	S	1001	1277	2278	0.00028	0.00012	0.00011	0.00012	52	nan
Escherichia marmotae	1499973	S	583	722	1305	0.00016	0.00007	0.00007	0.00007	52	nan
Escherichia fergusonii	564	S	576	1076	1652	0.00020	0.00010	0.00010	0.00010	52	nan
Bacteroides uniformis	820	S	413327	627821	1041148	0.12819	0.05608	0.05546	0.05554	49	nan
Parabacteroides distasonis	823	S	319247	563791	883038	0.10872	0.04770	0.04715	0.04715	46	nan
Akkermansia muciniphila	239935	S	300710	302567	603277	0.07428	0.04803	0.05083	0.04859	57	nan
Campylobacter jejuni	197	S	1165	1578	2743	0.00034	0.00041	0.00000	0.00040	30	0.0
Homo sapiens	9606	S	542	553	1095	0.00013	0.00001	0.00000	0.00001	37	0.0
