name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Blautia producta	33035	S	705410	718025	1423435	0.15582	0.04450	0.04530	0.04500	48	nan
Enterocloster clostridioformis	1531	S	504350	518500	1022850	0.11197	0.03624	0.03690	0.03653	52	nan
Enterocloster bolteae	208479	S	8257	8398	16655	0.00182	0.00051	0.00000	0.00051	51	4.0
Agathobacter rectalis	39491	S	344616	367742	712358	0.07798	0.04335	0.04454	0.04367	44	nan
[Clostridium] hylemonae	89153	S	2144	2193	4337	0.00047	0.00022	0.00000	0.00022	50	5.0
Roseburia hominis	301301	S	1146	1270	2416	0.00026	0.00014	0.00000	0.00014	51	5.0
Wansuia hejianensis	2763667	S	725	733	1458	0.00016	0.00007	0.00000	0.00007	51	4.0
Flavonifractor plautii	292800	S	494678	503123	997801	0.10922	0.04793	0.04624	0.04825	65	nan
Faecalibacterium duncaniae	411483	S	279442	417996	697438	0.07635	0.05494	0.05454	0.05431	60	nan
Faecalibacterium prausnitzii	853	S	2485	2891	5376	0.00059	0.00038	0.00000	0.00037	60	5.0
Clostridioides difficile	1496	S	5070	5215	10285	0.00113	0.00049	0.00000	0.00055	28	0.0
Clostridium botulinum	1491	S	645	1559	2204	0.00024	0.00015	0.00000	0.00018	28	0.0
Hungatella hathewayi	154046	S	666	690	1356	0.00015	0.00004	0.00000	0.00004	50	5.0
Bacillus subtilis	1423	S	7835	567371	575206	0.06296	0.05319	0.05459	0.05371	45	nan
Bacillus vallismortis	72361	S	702	728	1430	0.00016	0.00007	0.00007	0.00007	45	nan
Bacillus inaquosorum	483913	S	577	636	1213	0.00013	0.00006	0.00006	0.00006	45	nan
Staphylococcus epidermidis	1282	S	283419	306831	590250	0.06461	0.04666	0.04845	0.04736	33	nan
Lactobacillus delbrueckii	1584	S	269222	272020	541242	0.05925	0.05423	0.05559	0.05465	53	nan
Streptococcus mutans	1309	S	256164	260898	517062	0.05660	0.04939	0.04915	0.04925	37	nan
Megasphaera elsdenii	907	S	330314	332044	662358	0.07251	0.05152	0.05228	0.05149	56	nan
Megamonas funiformis	437897	S	298198	298717	596915	0.06534	0.04754	0.04778	0.04984	32	nan
Bifidobacterium longum	216816	S	566617	684325	1250942	0.13693	0.10049	0.09873	0.09852	61	nan
Cutibacterium acnes	1747	S	295415	298457	593872	0.06501	0.04610	0.04532	0.04507	60	nan
Mycobacterium canettii	78331	S	2731	2739	5470	0.00060	0.00024	0.00000	0.00024	65	0.0
Collinsella aerofaciens	74426	S	364676	365826	730502	0.07996	0.05867	0.05847	0.05813	61	nan
Pseudomonas putida	303	S	881563	926519	1808082	0.19792	0.06457	0.05987	0.06238	64	nan
Escherichia coli	562	S	26379	598937	625316	0.06845	0.04733	0.04872	0.04769	53	nan
Escherichia albertii	208962	S	753	1147	1900	0.00021	0.00009	0.00009	0.00009	52	nan
Bacteroides uniformis	820	S	448219	688470	1136689	0.12443	0.05460	0.05584	0.05511	49	nan
Parabacteroides distasonis	823	S	348350	628398	976748	0.10692	0.04720	0.04815	0.04764	47	nan
Akkermansia muciniphila	239935	S	345931	348097	694028	0.07597	0.04866	0.04930	0.04836	57	nan
Campylobacter jejuni	197	S	1272	1777	3049	0.00033	0.00041	0.00000	0.00043	30	0.0
Homo sapiens	9606	S	2864	3048	5912	0.00065	0.00004	0.00000	0.00004	37	0.0
