name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Blautia producta	33035	S	756336	769130	1525466	0.16305	0.04695	0.04640	0.04615	47	nan
Enterocloster clostridioformis	1531	S	535202	549425	1084627	0.11593	0.03782	0.03743	0.03742	51	nan
Enterocloster bolteae	208479	S	8636	8776	17412	0.00186	0.00052	0.00000	0.00052	51	4.0
Agathobacter rectalis	39491	S	357835	381733	739568	0.07905	0.04424	0.04398	0.04350	43	nan
[Clostridium] hylemonae	89153	S	2315	2365	4680	0.00050	0.00023	0.00000	0.00023	50	4.0
Roseburia hominis	301301	S	1245	1367	2612	0.00028	0.00015	0.00016	0.00015	51	nan
Wansuia hejianensis	2763667	S	766	774	1540	0.00016	0.00007	0.00000	0.00007	50	4.0
[Ruminococcus] gnavus	33038	S	520	618	1138	0.00012	0.00007	0.00000	0.00007	44	4.0
Flavonifractor plautii	292800	S	511552	519895	1031447	0.11025	0.04879	0.04709	0.04940	64	nan
Faecalibacterium duncaniae	411483	S	295089	430700	725789	0.07758	0.05576	0.05440	0.05512	60	nan
Faecalibacterium prausnitzii	853	S	2842	3270	6112	0.00065	0.00042	0.00000	0.00042	61	5.0
Anaerotruncus colihominis	169435	S	544	572	1116	0.00012	0.00006	0.00000	0.00006	56	4.0
Clostridioides difficile	1496	S	5521	5665	11186	0.00120	0.00052	0.00000	0.00068	29	0.0
Hungatella hathewayi	154046	S	647	669	1316	0.00014	0.00004	0.00000	0.00004	50	5.0
Bacillus subtilis	1423	S	9827	586755	596582	0.06377	0.05422	0.05409	0.05309	45	nan
Bacillus vallismortis	72361	S	1021	1048	2069	0.00022	0.00010	0.00009	0.00009	44	nan
Bacillus inaquosorum	483913	S	823	881	1704	0.00018	0.00008	0.00008	0.00008	44	nan
Bacillus spizizenii	96241	S	695	2017	2712	0.00029	0.00019	0.00019	0.00019	44	nan
Staphylococcus epidermidis	1282	S	269753	289644	559397	0.05979	0.04340	0.05043	0.04725	32	nan
Lactobacillus delbrueckii	1584	S	269385	271979	541364	0.05786	0.05340	0.05297	0.05282	53	nan
Streptococcus mutans	1309	S	263559	268000	531559	0.05682	0.04999	0.04937	0.04943	37	nan
Megasphaera elsdenii	907	S	326867	328500	655367	0.07005	0.05022	0.04997	0.04986	56	nan
Megamonas funiformis	437897	S	265863	266311	532174	0.05688	0.04175	0.04609	0.04752	31	nan
Bifidobacterium longum	216816	S	572440	683537	1255977	0.13424	0.09836	0.09808	0.09730	61	nan
Cutibacterium acnes	1747	S	295929	298854	594783	0.06357	0.04552	0.04653	0.04520	60	nan
Collinsella aerofaciens	74426	S	367170	368239	735409	0.07860	0.05815	0.05872	0.05826	61	nan
Pseudomonas putida	303	S	892262	933437	1825699	0.19514	0.06389	0.05868	0.06220	63	nan
Escherichia coli	562	S	30511	621650	652161	0.06971	0.04827	0.04860	0.04790	53	nan
Escherichia albertii	208962	S	944	1262	2206	0.00024	0.00010	0.00010	0.00010	52	nan
Escherichia fergusonii	564	S	538	1154	1692	0.00018	0.00010	0.00009	0.00010	52	nan
Escherichia marmotae	1499973	S	500	644	1144	0.00012	0.00005	0.00005	0.00005	52	nan
Bacteroides uniformis	820	S	479187	727104	1206291	0.12893	0.05680	0.05603	0.05595	49	nan
Parabacteroides distasonis	823	S	376833	665237	1042070	0.11138	0.04922	0.04841	0.04837	46	nan
Akkermansia muciniphila	239935	S	360116	362186	722302	0.07720	0.05011	0.05198	0.04990	57	nan
Campylobacter jejuni	197	S	1497	1958	3455	0.00037	0.00045	0.00000	0.00052	30	0.0
Homo sapiens	9606	S	549	558	1107	0.00012	0.00001	0.00000	0.00001	38	3.0
