name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Blautia producta	33035	S	475099	482525	957624	0.13484	0.03847	0.04281	0.04273	48	nan
Enterocloster clostridioformis	1531	S	370311	378536	748847	0.10545	0.03403	0.03667	0.03629	52	nan
Enterocloster bolteae	208479	S	5377	5451	10828	0.00152	0.00042	0.00000	0.00045	51	4.0
Agathobacter rectalis	39491	S	228291	241966	470257	0.06622	0.03657	0.04237	0.04156	44	nan
[Clostridium] hylemonae	89153	S	1648	1678	3326	0.00047	0.00021	0.00000	0.00023	51	4.0
Roseburia hominis	301301	S	827	905	1732	0.00024	0.00013	0.00015	0.00014	52	nan
Wansuia hejianensis	2763667	S	575	580	1155	0.00016	0.00007	0.00000	0.00008	50	0.0
Flavonifractor plautii	292800	S	479408	485722	965130	0.13590	0.05953	0.05049	0.05304	63	nan
Faecalibacterium duncaniae	411483	S	253436	359216	612652	0.08627	0.06073	0.05646	0.05680	60	nan
Faecalibacterium prausnitzii	853	S	2720	3084	5804	0.00082	0.00052	0.00000	0.00048	60	5.0
Clostridioides difficile	1496	S	3437	3514	6951	0.00098	0.00042	0.00000	0.00060	28	0.0
Bacillus subtilis	1423	S	10394	357893	368287	0.05186	0.04318	0.04990	0.04864	44	nan
Bacillus vallismortis	72361	S	1080	1103	2183	0.00031	0.00013	0.00015	0.00015	44	nan
Bacillus inaquosorum	483913	S	775	820	1595	0.00022	0.00010	0.00011	0.00011	44	nan
Bacillus spizizenii	96241	S	679	1422	2101	0.00030	0.00017	0.00020	0.00020	44	nan
Bacillus tequilensis	227866	S	506	521	1027	0.00014	0.00006	0.00007	0.00007	44	nan
Staphylococcus epidermidis	1282	S	161936	175335	337271	0.04749	0.03412	0.04342	0.04188	32	nan
Lactobacillus delbrueckii	1584	S	207684	209201	416885	0.05870	0.05362	0.05719	0.05664	53	nan
Streptococcus mutans	1309	S	160588	163201	323789	0.04559	0.03976	0.04602	0.04623	37	nan
Megasphaera elsdenii	907	S	235498	236506	472004	0.06646	0.04722	0.04816	0.04743	56	nan
Megamonas funiformis	437897	S	158823	159050	317873	0.04476	0.03256	0.03991	0.04157	32	nan
Bifidobacterium longum	216816	S	526526	621762	1148288	0.16169	0.11710	0.10479	0.10304	61	nan
Cutibacterium acnes	1747	S	282778	285333	568111	0.08000	0.05676	0.05056	0.05026	60	nan
Collinsella aerofaciens	74426	S	351856	352849	704705	0.09923	0.07276	0.06502	0.06445	61	nan
Pseudomonas putida	303	S	897429	931300	1828729	0.25751	0.08320	0.06597	0.06910	63	nan
Escherichia coli	562	S	33741	423435	457176	0.06438	0.04302	0.04619	0.04506	53	nan
Escherichia albertii	208962	S	1207	1495	2702	0.00038	0.00016	0.00017	0.00017	52	nan
Escherichia fergusonii	564	S	733	2578	3311	0.00047	0.00028	0.00030	0.00029	52	nan
Escherichia marmotae	1499973	S	634	766	1400	0.00020	0.00008	0.00008	0.00008	52	nan
Shigella flexneri	623	S	607	15804	16411	0.00231	0.00170	0.00182	0.00178	53	nan
Shigella dysenteriae	622	S	502	2603	3105	0.00044	0.00028	0.00030	0.00029	53	nan
Bacteroides uniformis	820	S	315376	476572	791948	0.11152	0.04862	0.05356	0.05336	48	nan
Parabacteroides distasonis	823	S	250298	433384	683682	0.09627	0.04188	0.04660	0.04646	46	nan
Akkermansia muciniphila	239935	S	280878	282436	563314	0.07932	0.05159	0.05057	0.04966	57	nan
Campylobacter jejuni	197	S	1229	1688	2917	0.00041	0.00050	0.00000	0.00065	30	0.0
Homo sapiens	9606	S	1398	1439	2837	0.00040	0.00003	0.00000	0.00003	38	4.0
