name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Blautia producta	33035	S	759765	773438	1533203	0.16305	0.04657	0.04616	0.04589	48	nan
Enterocloster clostridioformis	1531	S	530513	544934	1075447	0.11437	0.03700	0.03716	0.03704	52	nan
Enterocloster bolteae	208479	S	8980	9132	18112	0.00193	0.00054	0.00000	0.00054	51	4.0
Agathobacter rectalis	39491	S	383534	408412	791946	0.08422	0.04683	0.04567	0.04498	44	nan
[Clostridium] hylemonae	89153	S	2251	2301	4552	0.00048	0.00022	0.00000	0.00022	50	4.0
Roseburia hominis	301301	S	1171	1303	2474	0.00026	0.00014	0.00015	0.00014	51	nan
Wansuia hejianensis	2763667	S	743	751	1494	0.00016	0.00007	0.00000	0.00007	51	4.0
[Ruminococcus] gnavus	33038	S	503	676	1179	0.00013	0.00007	0.00000	0.00007	44	4.0
Flavonifractor plautii	292800	S	483741	492043	975784	0.10377	0.04554	0.04633	0.04839	65	nan
Faecalibacterium duncaniae	411483	S	276527	413256	689783	0.07336	0.05276	0.05384	0.05400	60	nan
Faecalibacterium prausnitzii	853	S	2707	3151	5858	0.00062	0.00040	0.00000	0.00041	60	5.0
Anaerotruncus colihominis	169435	S	504	531	1035	0.00011	0.00006	0.00000	0.00006	55	4.0
Clostridioides difficile	1496	S	5343	5561	10904	0.00116	0.00050	0.00000	0.00051	29	0.0
Clostridium botulinum	1491	S	669	1637	2306	0.00025	0.00016	0.00000	0.00017	28	0.0
Hungatella hathewayi	154046	S	667	690	1357	0.00014	0.00004	0.00000	0.00004	50	5.0
Bacillus subtilis	1423	S	10542	602672	613214	0.06521	0.05488	0.05416	0.05336	45	nan
Bacillus vallismortis	72361	S	1078	1112	2190	0.00023	0.00010	0.00010	0.00010	45	nan
Bacillus inaquosorum	483913	S	808	879	1687	0.00018	0.00008	0.00008	0.00008	45	nan
Bacillus spizizenii	96241	S	698	1455	2153	0.00023	0.00014	0.00013	0.00013	45	nan
Bacillus tequilensis	227866	S	529	553	1082	0.00012	0.00005	0.00005	0.00005	45	nan
Staphylococcus epidermidis	1282	S	324225	350344	674569	0.07174	0.05168	0.04846	0.04755	33	nan
Streptococcus mutans	1309	S	283729	288944	572673	0.06090	0.05315	0.04905	0.04917	37	nan
Lactobacillus delbrueckii	1584	S	277776	280425	558201	0.05936	0.05429	0.05571	0.05469	53	nan
Megamonas funiformis	437897	S	344634	345204	689838	0.07336	0.05337	0.04823	0.05053	32	nan
Megasphaera elsdenii	907	S	336638	338480	675118	0.07180	0.05102	0.05259	0.05180	56	nan
Bifidobacterium longum	216816	S	542605	656086	1198691	0.12748	0.09340	0.09768	0.09682	61	nan
Cutibacterium acnes	1747	S	283345	286249	569594	0.06058	0.04298	0.04499	0.04452	60	nan
Mycobacterium canettii	78331	S	2060	2070	4130	0.00044	0.00018	0.00000	0.00019	65	0.0
Collinsella aerofaciens	74426	S	347102	348087	695189	0.07393	0.05423	0.05777	0.05693	61	nan
Pseudomonas putida	303	S	826133	868015	1694148	0.18017	0.05873	0.05797	0.06067	64	nan
Escherichia coli	562	S	31479	610476	641955	0.06827	0.04682	0.04793	0.04734	53	nan
Escherichia albertii	208962	S	992	1366	2358	0.00025	0.00011	0.00011	0.00011	52	nan
Escherichia fergusonii	564	S	598	1333	1931	0.00021	0.00011	0.00011	0.00011	52	nan
Escherichia marmotae	1499973	S	529	694	1223	0.00013	0.00006	0.00006	0.00006	52	nan
Bacteroides uniformis	820	S	476201	731074	1207275	0.12839	0.05632	0.05639	0.05558	49	nan
Parabacteroides distasonis	823	S	374715	674657	1049372	0.11160	0.04923	0.04883	0.04828	47	nan
Akkermansia muciniphila	239935	S	347381	349672	697053	0.07413	0.04771	0.05030	0.04898	57	nan
Campylobacter jejuni	197	S	1381	1876	3257	0.00035	0.00042	0.00000	0.00040	30	0.0
Homo sapiens	9606	S	3225	3457	6682	0.00071	0.00005	0.00000	0.00005	37	0.0
