name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Blautia producta	33035	S	288971	294567	583538	0.16057	0.04519	0.04619	0.04503	48	nan
Enterocloster clostridioformis	1531	S	202170	208755	410925	0.11308	0.03612	0.03727	0.03616	52	nan
Enterocloster bolteae	208479	S	3298	3360	6658	0.00183	0.00050	0.00000	0.00050	51	4.0
Agathobacter rectalis	39491	S	139177	149065	288242	0.07932	0.04351	0.04442	0.04290	44	nan
[Clostridium] hylemonae	89153	S	860	881	1741	0.00048	0.00022	0.00000	0.00022	50	4.0
Flavonifractor plautii	292800	S	191480	195192	386672	0.10640	0.04604	0.04689	0.04728	64	nan
Faecalibacterium duncaniae	411483	S	105194	162105	267299	0.07355	0.05274	0.05425	0.05296	60	nan
Faecalibacterium prausnitzii	853	S	1040	1224	2264	0.00062	0.00040	0.00000	0.00040	60	5.0
Clostridioides difficile	1496	S	2071	2244	4315	0.00119	0.00051	0.00000	0.00055	29	4.0
Bacillus subtilis	1423	S	3489	221662	225151	0.06196	0.05157	0.05286	0.05111	45	nan
Staphylococcus epidermidis	1282	S	116820	126235	243055	0.06688	0.04747	0.04867	0.04638	33	nan
Streptococcus mutans	1309	S	108187	110357	218544	0.06014	0.05175	0.05108	0.04998	37	nan
Lactobacillus delbrueckii	1584	S	98665	99955	198620	0.05466	0.04933	0.05100	0.04949	53	nan
Megamonas funiformis	437897	S	125450	125689	251139	0.06911	0.04951	0.04904	0.04990	32	nan
Megasphaera elsdenii	907	S	117801	118462	236263	0.06501	0.04548	0.04757	0.04573	56	nan
Bifidobacterium longum	216816	S	211741	260783	472524	0.13003	0.09519	0.09864	0.09578	61	nan
Cutibacterium acnes	1747	S	114259	115679	229938	0.06327	0.04427	0.04578	0.04465	60	nan
Collinsella aerofaciens	74426	S	135895	136466	272361	0.07495	0.05421	0.05665	0.05513	61	nan
Pseudomonas putida	303	S	333893	355343	689236	0.18966	0.06149	0.06028	0.06118	64	nan
Escherichia coli	562	S	20970	253032	274002	0.07540	0.04992	0.05154	0.05014	53	nan
Salmonella sp.	599	S	974	10278	11252	0.00310	0.02176	0.00000	0.02177	52	5.0
Serratia marcescens	615	S	753	786	1539	0.00042	0.00015	0.00000	0.00015	63	0.0
Bacteroides uniformis	820	S	178246	278416	456662	0.12566	0.05466	0.05633	0.05444	49	nan
Parabacteroides distasonis	823	S	140351	258286	398637	0.10969	0.04803	0.04920	0.04774	47	nan
Akkermansia muciniphila	239935	S	142652	143619	286271	0.07877	0.04955	0.05235	0.04998	57	nan
Campylobacter jejuni	197	S	509	739	1248	0.00034	0.00042	0.00000	0.00043	30	0.0
Homo sapiens	9606	S	821	859	1680	0.00046	0.00003	0.00000	0.00003	37	4.0
