name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Blautia producta	33035	S	1073555	1091403	2164958	0.15883	0.04511	0.04605	0.04550	47	nan
Enterocloster clostridioformis	1531	S	739822	756736	1496558	0.10980	0.03524	0.03643	0.03692	52	nan
Enterocloster bolteae	208479	S	13242	13435	26677	0.00196	0.00054	0.00000	0.00057	51	4.0
Enterocloster asparagiformis	333367	S	533	534	1067	0.00008	0.00002	0.00000	0.00002	58	0.0
Agathobacter rectalis	39491	S	562790	597387	1160177	0.08512	0.04679	0.04377	0.04331	44	nan
[Clostridium] hylemonae	89153	S	3010	3069	6079	0.00045	0.00020	0.00000	0.00021	50	4.0
Roseburia hominis	301301	S	1633	1719	3352	0.00025	0.00013	0.00014	0.00013	51	nan
Roseburia intestinalis	166486	S	559	672	1231	0.00009	0.00004	0.00000	0.00004	43	4.0
[Ruminococcus] gnavus	33038	S	820	923	1743	0.00013	0.00007	0.00000	0.00007	44	4.0
Wansuia hejianensis	2763667	S	1018	1027	2045	0.00015	0.00007	0.00000	0.00007	51	4.0
Flavonifractor plautii	292800	S	708702	719270	1427972	0.10476	0.04566	0.04794	0.04952	63	nan
Faecalibacterium duncaniae	411483	S	411991	587664	999655	0.07334	0.05146	0.05554	0.05550	60	nan
Faecalibacterium prausnitzii	853	S	4860	5548	10408	0.00076	0.00048	0.00000	0.00052	60	5.0
Faecalibacterium sp. I3-3-89	2929493	S	642	903	1545	0.00011	0.00008	0.00000	0.00009	62	5.0
Anaerotruncus colihominis	169435	S	829	868	1697	0.00012	0.00006	0.00000	0.00007	55	4.0
Clostridioides difficile	1496	S	7986	8350	16336	0.00120	0.00052	0.00000	0.00041	28	0.0
Hungatella hathewayi	154046	S	924	955	1879	0.00014	0.00004	0.00000	0.00004	50	5.0
Bacillus subtilis	1423	S	26797	845188	871985	0.06397	0.05281	0.05243	0.05121	44	nan
Bacillus vallismortis	72361	S	3156	3215	6371	0.00047	0.00020	0.00020	0.00020	44	nan
Bacillus inaquosorum	483913	S	2277	2394	4671	0.00034	0.00015	0.00015	0.00014	45	nan
