name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Blautia producta	33035	S	546941	555884	1102825	0.15158	0.04334	0.04554	0.04564	48	nan
Enterocloster clostridioformis	1531	S	401944	410818	812762	0.11171	0.03610	0.03746	0.03738	52	nan
Enterocloster bolteae	208479	S	6224	6311	12535	0.00172	0.00048	0.00000	0.00050	51	4.0
Agathobacter rectalis	39491	S	278927	295201	574128	0.07891	0.04367	0.04650	0.04600	44	nan
[Clostridium] hylemonae	89153	S	1708	1739	3447	0.00047	0.00022	0.00000	0.00022	51	4.0
Roseburia hominis	301301	S	852	932	1784	0.00025	0.00013	0.00014	0.00013	52	nan
Wansuia hejianensis	2763667	S	588	593	1181	0.00016	0.00007	0.00000	0.00008	50	0.0
Flavonifractor plautii	292800	S	447887	454105	901992	0.12397	0.05439	0.04925	0.05180	63	nan
Faecalibacterium duncaniae	411483	S	247777	352252	600029	0.08247	0.05821	0.05575	0.05641	60	nan
Faecalibacterium prausnitzii	853	S	2705	3077	5782	0.00079	0.00051	0.00000	0.00049	60	5.0
Clostridioides difficile	1496	S	3705	3789	7494	0.00103	0.00044	0.00000	0.00052	28	0.0
Bacillus subtilis	1423	S	10446	395025	405471	0.05573	0.04666	0.05022	0.04926	44	nan
Bacillus vallismortis	72361	S	1042	1064	2106	0.00029	0.00013	0.00013	0.00013	44	nan
Bacillus inaquosorum	483913	S	832	881	1713	0.00024	0.00010	0.00011	0.00011	44	nan
Bacillus spizizenii	96241	S	698	1811	2509	0.00034	0.00022	0.00023	0.00023	44	nan
Bacillus tequilensis	227866	S	525	541	1066	0.00015	0.00007	0.00007	0.00007	44	nan
Staphylococcus epidermidis	1282	S	200951	215737	416688	0.05727	0.04115	0.04574	0.04381	32	nan
Lactobacillus delbrueckii	1584	S	209911	211455	421366	0.05791	0.05296	0.05518	0.05470	53	nan
Streptococcus mutans	1309	S	183163	186123	369286	0.05076	0.04433	0.04617	0.04619	37	nan
Megasphaera elsdenii	907	S	246904	247990	494894	0.06802	0.04840	0.04970	0.04878	56	nan
Megamonas funiformis	437897	S	208628	208877	417505	0.05738	0.04179	0.04458	0.04574	32	nan
Bifidobacterium longum	216816	S	493410	584154	1077564	0.14811	0.10701	0.10180	0.10031	61	nan
Cutibacterium acnes	1747	S	258809	261233	520042	0.07148	0.05084	0.04869	0.04796	60	nan
Collinsella aerofaciens	74426	S	321066	321811	642877	0.08836	0.06486	0.06202	0.06139	61	nan
Pseudomonas putida	303	S	790468	821923	1612391	0.22162	0.07169	0.06162	0.06455	63	nan
Escherichia coli	562	S	33005	443403	476408	0.06548	0.04412	0.04617	0.04539	53	nan
Escherichia albertii	208962	S	1077	1372	2449	0.00034	0.00014	0.00014	0.00015	52	nan
Escherichia fergusonii	564	S	662	1173	1835	0.00025	0.00013	0.00013	0.00013	52	nan
Escherichia marmotae	1499973	S	605	732	1337	0.00018	0.00008	0.00008	0.00008	52	nan
Shigella flexneri	623	S	599	15537	16136	0.00222	0.00163	0.00171	0.00168	53	nan
Bacteroides uniformis	820	S	346793	521262	868055	0.11931	0.05197	0.05441	0.05436	48	nan
Parabacteroides distasonis	823	S	271427	470196	741623	0.10193	0.04441	0.04665	0.04662	46	nan
Akkermansia muciniphila	239935	S	275330	276891	552221	0.07590	0.04926	0.04981	0.04864	57	nan
Campylobacter jejuni	197	S	1262	1730	2992	0.00041	0.00050	0.00000	0.00055	30	0.0
