name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Blautia producta	33035	S	552894	561717	1114611	0.14194	0.04082	0.04615	0.04577	47	nan
Enterocloster clostridioformis	1531	S	436393	446728	883121	0.11246	0.03661	0.03887	0.03840	51	nan
Enterocloster bolteae	208479	S	5828	5913	11741	0.00150	0.00042	0.00000	0.00044	51	4.0
Agathobacter rectalis	39491	S	247088	262585	509673	0.06491	0.03618	0.04441	0.04328	43	nan
[Clostridium] hylemonae	89153	S	1916	1952	3868	0.00049	0.00023	0.00000	0.00024	50	4.0
Roseburia hominis	301301	S	902	994	1896	0.00024	0.00013	0.00015	0.00013	51	nan
Wansuia hejianensis	2763667	S	680	686	1366	0.00017	0.00008	0.00000	0.00008	50	0.0
Flavonifractor plautii	292800	S	554174	561923	1116097	0.14213	0.06279	0.05037	0.05385	64	nan
Faecalibacterium duncaniae	411483	S	275689	399863	675552	0.08603	0.06163	0.05464	0.05556	60	nan
Faecalibacterium prausnitzii	853	S	2571	2940	5511	0.00070	0.00045	0.00000	0.00040	61	5.0
Clostridioides difficile	1496	S	4023	4129	8152	0.00104	0.00045	0.00000	0.00078	29	0.0
Hungatella hathewayi	154046	S	512	527	1039	0.00013	0.00003	0.00000	0.00004	50	5.0
Bacillus subtilis	1423	S	8164	390400	398564	0.05076	0.04291	0.05116	0.04988	44	nan
Bacillus vallismortis	72361	S	858	884	1742	0.00022	0.00010	0.00011	0.00011	44	nan
Bacillus inaquosorum	483913	S	689	746	1435	0.00018	0.00008	0.00009	0.00009	44	nan
Bacillus spizizenii	96241	S	562	619	1181	0.00015	0.00007	0.00008	0.00008	44	nan
Staphylococcus epidermidis	1282	S	162043	175254	337297	0.04295	0.03122	0.04845	0.04522	32	nan
Lactobacillus delbrueckii	1584	S	222073	223926	445999	0.05680	0.05234	0.05376	0.05389	53	nan
Streptococcus mutans	1309	S	167599	170853	338452	0.04310	0.03795	0.04938	0.04922	37	nan
Megasphaera elsdenii	907	S	262748	264145	526893	0.06710	0.04807	0.04703	0.04669	56	nan
Megamonas funiformis	437897	S	153512	153830	307342	0.03914	0.02871	0.04135	0.04367	31	nan
Bifidobacterium longum	216816	S	556770	667455	1224225	0.15590	0.11470	0.09749	0.09665	61	nan
Cutibacterium acnes	1747	S	325365	328550	653915	0.08328	0.05959	0.05188	0.05037	60	nan
Collinsella aerofaciens	74426	S	365575	366715	732290	0.09326	0.06897	0.05880	0.05842	61	nan
Pseudomonas putida	303	S	950851	992272	1943123	0.24745	0.08103	0.06217	0.06463	63	nan
Escherichia coli	562	S	27343	480236	507579	0.06464	0.04427	0.04606	0.04499	53	nan
Escherichia albertii	208962	S	966	1322	2288	0.00029	0.00013	0.00013	0.00013	52	nan
Escherichia fergusonii	564	S	586	1202	1788	0.00023	0.00012	0.00012	0.00012	52	nan
Escherichia marmotae	1499973	S	521	671	1192	0.00015	0.00006	0.00007	0.00007	52	nan
Bacteroides uniformis	820	S	359879	548029	907908	0.11562	0.05097	0.05625	0.05624	49	nan
Parabacteroides distasonis	823	S	286308	505665	791973	0.10086	0.04454	0.05037	0.05022	46	nan
Akkermansia muciniphila	239935	S	324778	326706	651484	0.08297	0.05388	0.05067	0.04965	57	nan
Campylobacter jejuni	197	S	1173	1647	2820	0.00036	0.00045	0.00000	0.00070	30	0.0
Homo sapiens	9606	S	1324	1355	2679	0.00034	0.00002	0.00000	0.00003	38	4.0
