name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Blautia producta	33035	S	618944	628955	1247899	0.15931	0.04533	0.04701	0.04660	47	nan
Enterocloster clostridioformis	1531	S	429326	438892	868218	0.11084	0.03564	0.03763	0.03762	51	nan
Enterocloster bolteae	208479	S	7695	7804	15499	0.00198	0.00055	0.00000	0.00058	51	4.0
Agathobacter rectalis	39491	S	313857	333088	646945	0.08259	0.04545	0.04363	0.04334	43	nan
[Clostridium] hylemonae	89153	S	1788	1822	3610	0.00046	0.00021	0.00000	0.00022	50	4.0
Roseburia hominis	301301	S	949	1053	2002	0.00026	0.00013	0.00000	0.00014	51	5.0
Wansuia hejianensis	2763667	S	635	640	1275	0.00016	0.00007	0.00000	0.00008	51	0.0
Flavonifractor plautii	292800	S	423723	429832	853555	0.10897	0.04758	0.04790	0.04956	63	nan
Faecalibacterium duncaniae	411483	S	242531	341525	584056	0.07456	0.05215	0.05538	0.05516	60	nan
Faecalibacterium prausnitzii	853	S	2934	3331	6265	0.00080	0.00051	0.00000	0.00053	60	5.0
Anaerotruncus colihominis	169435	S	500	523	1023	0.00013	0.00007	0.00000	0.00007	55	4.0
Clostridioides difficile	1496	S	4547	4707	9254	0.00118	0.00051	0.00000	0.00042	28	0.0
Hungatella hathewayi	154046	S	537	555	1092	0.00014	0.00004	0.00000	0.00004	50	5.0
Bacillus subtilis	1423	S	15946	471881	487827	0.06228	0.05140	0.05213	0.05111	44	nan
Bacillus vallismortis	72361	S	1859	1891	3750	0.00048	0.00021	0.00021	0.00021	44	nan
Bacillus inaquosorum	483913	S	1346	1410	2756	0.00035	0.00015	0.00015	0.00015	44	nan
Bacillus spizizenii	96241	S	1154	2171	3325	0.00042	0.00024	0.00025	0.00024	44	nan
Bacillus velezensis	492670	S	569	3355	3924	0.00050	0.00038	0.00040	0.00038	45	nan
Bacillus tequilensis	227866	S	826	846	1672	0.00021	0.00009	0.00009	0.00009	44	nan
Bacillus atrophaeus	1452	S	590	603	1193	0.00015	0.00006	0.00006	0.00006	44	nan
Bacillus cabrialesii	2487276	S	797	828	1625	0.00021	0.00009	0.00009	0.00009	44	nan
Bacillus rugosus	2715209	S	633	670	1303	0.00017	0.00007	0.00007	0.00007	44	nan
Staphylococcus epidermidis	1282	S	310718	331282	642000	0.08196	0.05831	0.04576	0.04552	32	nan
Streptococcus mutans	1309	S	254875	257966	512841	0.06547	0.05680	0.04843	0.04829	37	nan
Lactobacillus delbrueckii	1584	S	207351	208826	416177	0.05313	0.04832	0.05267	0.05194	53	nan
Megamonas funiformis	437897	S	322071	322335	644406	0.08227	0.05960	0.04566	0.04738	32	nan
Megasphaera elsdenii	907	S	248380	249401	497781	0.06355	0.04500	0.04929	0.04846	55	nan
Bifidobacterium longum	216816	S	474291	556187	1030478	0.13155	0.09467	0.09980	0.09921	61	nan
Bifidobacterium breve	1685	S	520	855	1375	0.00018	0.00017	0.00018	0.00018	59	nan
Cutibacterium acnes	1747	S	231518	233624	465142	0.05938	0.04203	0.04458	0.04505	60	nan
Collinsella aerofaciens	74426	S	303526	304193	607719	0.07758	0.05664	0.06035	0.05986	61	nan
Pseudomonas putida	303	S	735667	762702	1498369	0.19129	0.06135	0.05952	0.06166	63	nan
Escherichia coli	562	S	44935	470734	515669	0.06583	0.04336	0.04722	0.04664	53	nan
Escherichia albertii	208962	S	1515	1768	3283	0.00042	0.00017	0.00000	0.00018	52	5.0
Escherichia marmotae	1499973	S	976	1126	2102	0.00027	0.00011	0.00012	0.00012	52	nan
Escherichia fergusonii	564	S	927	1477	2404	0.00031	0.00015	0.00015	0.00016	52	nan
Escherichia sp. E4742	2044467	S	590	791	1381	0.00018	0.00007	0.00008	0.00008	53	nan
Shigella flexneri	623	S	810	12871	13681	0.00175	0.00125	0.00136	0.00134	53	nan
Shigella dysenteriae	622	S	667	2752	3419	0.00044	0.00027	0.00030	0.00029	53	nan
Salmonella enterica	28901	S	806	3862	4668	0.00060	0.00036	0.00041	0.00038	53	nan
Bacteroides uniformis	820	S	399591	595849	995440	0.12708	0.05490	0.05704	0.05629	48	nan
Parabacteroides distasonis	823	S	322962	551174	874136	0.11160	0.04811	0.04903	0.04870	46	nan
Akkermansia muciniphila	239935	S	282597	284161	566758	0.07235	0.04692	0.05305	0.05108	57	nan
Campylobacter jejuni	197	S	1370	1926	3296	0.00042	0.00052	0.00000	0.00040	30	0.0
Homo sapiens	9606	S	791	807	1598	0.00020	0.00001	0.00000	0.00001	38	0.0
