name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Blautia producta	33035	S	488784	496551	985335	0.16423	0.04702	0.04710	0.04667	47	nan
Enterocloster clostridioformis	1531	S	340676	348656	689332	0.11489	0.03721	0.03773	0.03764	52	nan
Enterocloster bolteae	208479	S	5841	5927	11768	0.00196	0.00055	0.00000	0.00056	51	4.0
Agathobacter rectalis	39491	S	237014	251481	488495	0.08142	0.04522	0.04373	0.04317	44	nan
[Clostridium] hylemonae	89153	S	1489	1519	3008	0.00050	0.00023	0.00000	0.00023	50	4.0
Roseburia hominis	301301	S	736	815	1551	0.00026	0.00014	0.00000	0.00014	51	5.0
Flavonifractor plautii	292800	S	311117	315859	626976	0.10450	0.04596	0.04739	0.04926	63	nan
Faecalibacterium duncaniae	411483	S	186629	265246	451875	0.07531	0.05324	0.05541	0.05515	60	nan
Faecalibacterium prausnitzii	853	S	1790	2033	3823	0.00064	0.00041	0.00000	0.00042	60	5.0
Clostridioides difficile	1496	S	3584	3747	7331	0.00122	0.00054	0.00000	0.00052	28	0.0
Bacillus subtilis	1423	S	5196	385375	390571	0.06510	0.05516	0.05487	0.05373	44	nan
Bacillus vallismortis	72361	S	590	610	1200	0.00020	0.00009	0.00009	0.00009	44	nan
Staphylococcus epidermidis	1282	S	220637	237527	458164	0.07636	0.05516	0.04935	0.04822	32	nan
Streptococcus mutans	1309	S	190732	193023	383755	0.06396	0.05582	0.05002	0.05009	37	nan
Lactobacillus delbrueckii	1584	S	164683	165963	330646	0.05511	0.05052	0.05225	0.05159	53	nan
Megamonas funiformis	437897	S	226235	226427	452662	0.07545	0.05503	0.04716	0.04934	31	nan
Megasphaera elsdenii	907	S	198232	199010	397242	0.06621	0.04721	0.04912	0.04863	55	nan
Bifidobacterium longum	216816	S	349021	409894	758915	0.12649	0.09080	0.09544	0.09510	61	nan
Cutibacterium acnes	1747	S	176828	178361	355189	0.05920	0.04213	0.04549	0.04431	60	nan
Collinsella aerofaciens	74426	S	222929	223370	446299	0.07439	0.05466	0.05782	0.05812	62	nan
Pseudomonas putida	303	S	537569	559967	1097536	0.18293	0.05932	0.05825	0.06146	64	nan
Escherichia coli	562	S	17811	394606	412417	0.06874	0.04793	0.04987	0.04906	53	nan
Escherichia albertii	208962	S	501	724	1225	0.00020	0.00009	0.00009	0.00009	52	nan
Bacteroides uniformis	820	S	316878	470718	787596	0.13127	0.05701	0.05753	0.05660	48	nan
Parabacteroides distasonis	823	S	253906	432864	686770	0.11447	0.04966	0.04933	0.04892	46	nan
Akkermansia muciniphila	239935	S	225286	226476	451762	0.07530	0.04839	0.05196	0.05044	57	nan
Campylobacter jejuni	197	S	963	1315	2278	0.00038	0.00046	0.00000	0.00041	30	0.0
Homo sapiens	9606	S	1636	1731	3367	0.00056	0.00004	0.00000	0.00004	38	3.0
