name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Blautia producta	33035	S	587584	597386	1184970	0.16419	0.04701	0.04699	0.04664	47	nan
Enterocloster clostridioformis	1531	S	409021	418721	827742	0.11469	0.03713	0.03768	0.03754	52	nan
Enterocloster bolteae	208479	S	7013	7118	14131	0.00196	0.00055	0.00000	0.00055	51	4.0
Agathobacter rectalis	39491	S	283078	300396	583474	0.08084	0.04492	0.04354	0.04291	44	nan
[Clostridium] hylemonae	89153	S	1730	1765	3495	0.00048	0.00022	0.00000	0.00022	50	4.0
Roseburia hominis	301301	S	979	1091	2070	0.00029	0.00015	0.00000	0.00015	51	5.0
Wansuia hejianensis	2763667	S	622	628	1250	0.00017	0.00008	0.00000	0.00008	51	0.0
Flavonifractor plautii	292800	S	375933	381723	757656	0.10498	0.04615	0.04749	0.04934	63	nan
Faecalibacterium duncaniae	411483	S	225099	320166	545265	0.07555	0.05339	0.05549	0.05523	60	nan
Faecalibacterium prausnitzii	853	S	2071	2356	4427	0.00061	0.00039	0.00000	0.00040	60	5.0
Clostridioides difficile	1496	S	4363	4569	8932	0.00124	0.00054	0.00000	0.00052	28	0.0
Hungatella hathewayi	154046	S	508	525	1033	0.00014	0.00004	0.00000	0.00004	50	5.0
Bacillus subtilis	1423	S	6380	460009	466389	0.06462	0.05474	0.05458	0.05333	44	nan
Bacillus vallismortis	72361	S	605	627	1232	0.00017	0.00007	0.00007	0.00007	44	nan
Staphylococcus epidermidis	1282	S	262015	282121	544136	0.07539	0.05442	0.04929	0.04778	32	nan
Streptococcus mutans	1309	S	227861	230638	458499	0.06353	0.05541	0.04993	0.04983	37	nan
Lactobacillus delbrueckii	1584	S	198202	199781	397983	0.05514	0.05054	0.05232	0.05158	53	nan
Megamonas funiformis	437897	S	268452	268703	537155	0.07443	0.05426	0.04678	0.04885	31	nan
Megasphaera elsdenii	907	S	238223	239237	477460	0.06616	0.04714	0.04893	0.04853	55	nan
Bifidobacterium longum	216816	S	422294	495608	917902	0.12718	0.09235	0.09663	0.09654	61	nan
Cutibacterium acnes	1747	S	214105	216049	430154	0.05960	0.04238	0.04542	0.04448	60	nan
Collinsella aerofaciens	74426	S	268949	269546	538495	0.07461	0.05481	0.05792	0.05815	62	nan
Pseudomonas putida	303	S	651174	679009	1330183	0.18431	0.05982	0.05857	0.06182	64	nan
Escherichia coli	562	S	22153	475613	497766	0.06897	0.04782	0.04993	0.04894	53	nan
Escherichia albertii	208962	S	599	864	1463	0.00020	0.00009	0.00009	0.00009	52	nan
Bacteroides uniformis	820	S	379992	565238	945230	0.13097	0.05688	0.05716	0.05646	48	nan
Parabacteroides distasonis	823	S	304830	520665	825495	0.11438	0.04962	0.04928	0.04889	46	nan
Akkermansia muciniphila	239935	S	272602	274095	546697	0.07575	0.04857	0.05191	0.05058	57	nan
Campylobacter jejuni	197	S	1188	1617	2805	0.00039	0.00047	0.00000	0.00042	30	0.0
Homo sapiens	9606	S	1344	1400	2744	0.00038	0.00003	0.00000	0.00003	38	4.0
