name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Blautia producta	33035	S	735893	748991	1484884	0.14780	0.04243	0.04677	0.04644	48	nan
Enterocloster clostridioformis	1531	S	572944	588602	1161546	0.11562	0.03760	0.03981	0.03898	52	nan
Enterocloster bolteae	208479	S	8266	8400	16666	0.00166	0.00046	0.00000	0.00048	51	4.0
Agathobacter rectalis	39491	S	331126	352629	683755	0.06806	0.03795	0.04444	0.04369	44	nan
[Clostridium] hylemonae	89153	S	2391	2442	4833	0.00048	0.00022	0.00000	0.00023	50	5.0
Roseburia hominis	301301	S	1205	1335	2540	0.00025	0.00013	0.00000	0.00014	51	5.0
Wansuia hejianensis	2763667	S	791	799	1590	0.00016	0.00007	0.00000	0.00007	51	4.0
Flavonifractor plautii	292800	S	657118	667396	1324514	0.13184	0.05812	0.04893	0.05143	65	nan
Faecalibacterium duncaniae	411483	S	339395	503218	842613	0.08387	0.06045	0.05519	0.05523	60	nan
Faecalibacterium prausnitzii	853	S	3131	3613	6744	0.00067	0.00043	0.00000	0.00039	61	5.0
Anaerotruncus colihominis	169435	S	514	539	1053	0.00010	0.00005	0.00000	0.00005	55	4.0
Clostridioides difficile	1496	S	5147	5380	10527	0.00105	0.00045	0.00000	0.00069	29	0.0
Hungatella hathewayi	154046	S	721	744	1465	0.00015	0.00004	0.00000	0.00004	50	5.0
Bacillus subtilis	1423	S	9429	526209	535638	0.05332	0.04519	0.05168	0.05083	45	nan
Bacillus vallismortis	72361	S	938	969	1907	0.00019	0.00008	0.00009	0.00009	45	nan
Bacillus inaquosorum	483913	S	775	843	1618	0.00016	0.00007	0.00008	0.00008	45	nan
Bacillus spizizenii	96241	S	620	836	1456	0.00014	0.00007	0.00008	0.00008	45	nan
Staphylococcus epidermidis	1282	S	234450	255025	489475	0.04872	0.03541	0.04936	0.04723	33	nan
Lactobacillus delbrueckii	1584	S	287525	290782	578307	0.05756	0.05298	0.05481	0.05408	53	nan
Streptococcus mutans	1309	S	225707	230396	456103	0.04540	0.03988	0.04886	0.04902	37	nan
Megasphaera elsdenii	907	S	353735	355567	709302	0.07060	0.05042	0.04938	0.04890	56	nan
Megamonas funiformis	437897	S	234218	234754	468972	0.04668	0.03415	0.04540	0.04770	32	nan
Bifidobacterium longum	216816	S	691869	835037	1526906	0.15198	0.11209	0.09726	0.09680	61	nan
Cutibacterium acnes	1747	S	382324	386487	768811	0.07653	0.05461	0.04738	0.04691	60	nan
Collinsella aerofaciens	74426	S	449957	451628	901585	0.08974	0.06621	0.05751	0.05747	61	nan
Pseudomonas putida	303	S	1142603	1197498	2340101	0.23293	0.07632	0.06130	0.06330	64	nan
Escherichia coli	562	S	32015	618628	650643	0.06476	0.04496	0.04654	0.04546	53	nan
Escherichia albertii	208962	S	1069	1470	2539	0.00025	0.00011	0.00011	0.00011	52	nan
Escherichia fergusonii	564	S	633	1370	2003	0.00020	0.00011	0.00011	0.00011	52	nan
Escherichia marmotae	1499973	S	620	804	1424	0.00014	0.00006	0.00006	0.00006	52	nan
Bacteroides uniformis	820	S	469668	720764	1190432	0.11849	0.05224	0.05695	0.05646	49	nan
Parabacteroides distasonis	823	S	360091	648750	1008841	0.10042	0.04454	0.04933	0.04895	47	nan
Akkermansia muciniphila	239935	S	398767	401255	800022	0.07963	0.05166	0.04856	0.04789	57	nan
Campylobacter jejuni	197	S	1503	1942	3445	0.00034	0.00041	0.00000	0.00058	30	0.0
Homo sapiens	9606	S	1349	1402	2751	0.00027	0.00002	0.00000	0.00002	37	3.0
