name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Blautia producta	33035	S	1406448	1435976	2842424	0.16245	0.04635	0.04584	0.04543	47	nan
Enterocloster clostridioformis	1531	S	983386	1014660	1998046	0.11419	0.03694	0.03670	0.03675	51	nan
Enterocloster bolteae	208479	S	16393	16721	33114	0.00189	0.00053	0.00000	0.00052	51	4.0
Enterocloster asparagiformis	333367	S	628	630	1258	0.00007	0.00002	0.00000	0.00002	59	0.0
Agathobacter rectalis	39491	S	711075	759517	1470592	0.08405	0.04692	0.04563	0.04502	44	nan
[Clostridium] hylemonae	89153	S	3642	3735	7377	0.00042	0.00019	0.00000	0.00019	50	5.0
Roseburia hominis	301301	S	1987	2121	4108	0.00023	0.00012	0.00013	0.00012	51	nan
Roseburia intestinalis	166486	S	609	726	1335	0.00008	0.00003	0.00000	0.00003	43	4.0
Wansuia hejianensis	2763667	S	1270	1285	2555	0.00015	0.00007	0.00000	0.00007	52	4.0
[Ruminococcus] gnavus	33038	S	858	1414	2272	0.00013	0.00008	0.00000	0.00008	45	4.0
Flavonifractor plautii	292800	S	901779	919961	1821740	0.10412	0.04565	0.04591	0.04876	64	nan
Faecalibacterium duncaniae	411483	S	470401	763928	1234329	0.07055	0.05230	0.05350	0.05358	60	nan
Faecalibacterium prausnitzii	853	S	5196	6276	11472	0.00066	0.00043	0.00051	0.00044	61	nan
Faecalibacterium sp. I3-3-89	2929493	S	646	980	1626	0.00009	0.00007	0.00000	0.00007	61	5.0
Anaerotruncus colihominis	169435	S	891	949	1840	0.00011	0.00005	0.00000	0.00006	55	4.0
Subdoligranulum variabile	214851	S	555	569	1124	0.00006	0.00004	0.00000	0.00004	62	4.0
Clostridioides difficile	1496	S	9572	9964	19536	0.00112	0.00048	0.00000	0.00048	28	0.0
Clostridium botulinum	1491	S	2711	4150	6861	0.00039	0.00022	0.00000	0.00022	28	0.0
Hungatella hathewayi	154046	S	1215	1264	2479	0.00014	0.00004	0.00000	0.00004	49	5.0
Bacillus subtilis	1423	S	24130	1115878	1140008	0.06515	0.05452	0.05374	0.05282	44	nan
Bacillus vallismortis	72361	S	2250	2308	4558	0.00026	0.00011	0.00011	0.00011	45	nan
Bacillus inaquosorum	483913	S	1903	2036	3939	0.00023	0.00010	0.00010	0.00009	44	nan
Bacillus spizizenii	96241	S	1548	3776	5324	0.00030	0.00019	0.00019	0.00018	45	nan
Bacillus velezensis	492670	S	955	8448	9403	0.00054	0.00043	0.00043	0.00041	44	nan
Bacillus halotolerans	260554	S	644	1266	1910	0.00011	0.00006	0.00006	0.00006	44	nan
Bacillus mojavensis	72360	S	506	565	1071	0.00006	0.00003	0.00003	0.00003	44	nan
Bacillus tequilensis	227866	S	1050	1088	2138	0.00012	0.00005	0.00005	0.00005	44	nan
Bacillus atrophaeus	1452	S	740	811	1551	0.00009	0.00004	0.00004	0.00004	45	nan
Bacillus stercoris	2054641	S	585	1699	2284	0.00013	0.00008	0.00008	0.00008	44	nan
Bacillus cabrialesii	2487276	S	1001	1068	2069	0.00012	0.00005	0.00005	0.00005	45	nan
