name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Blautia producta	33035	S	735763	748631	1484394	0.16757	0.04790	0.04708	0.04682	47	nan
Enterocloster clostridioformis	1531	S	507077	520832	1027909	0.11604	0.03757	0.03736	0.03754	51	nan
Enterocloster bolteae	208479	S	8785	8929	17714	0.00200	0.00056	0.00000	0.00056	51	4.0
Agathobacter rectalis	39491	S	363427	386862	750289	0.08470	0.04704	0.04482	0.04423	43	nan
[Clostridium] hylemonae	89153	S	2102	2148	4250	0.00048	0.00022	0.00000	0.00022	50	4.0
Roseburia hominis	301301	S	1163	1275	2438	0.00028	0.00014	0.00000	0.00014	51	5.0
[Ruminococcus] gnavus	33038	S	542	640	1182	0.00013	0.00007	0.00000	0.00007	44	4.0
Wansuia hejianensis	2763667	S	662	669	1331	0.00015	0.00007	0.00000	0.00007	50	4.0
Flavonifractor plautii	292800	S	444480	452008	896488	0.10120	0.04444	0.04669	0.04889	64	nan
Faecalibacterium duncaniae	411483	S	264420	385915	650335	0.07341	0.05235	0.05477	0.05470	60	nan
Faecalibacterium prausnitzii	853	S	2397	2756	5153	0.00058	0.00037	0.00000	0.00039	61	5.0
Anaerotruncus colihominis	169435	S	506	533	1039	0.00012	0.00006	0.00000	0.00006	56	4.0
Clostridioides difficile	1496	S	5290	5442	10732	0.00121	0.00052	0.00000	0.00049	29	0.0
Hungatella hathewayi	154046	S	598	619	1217	0.00014	0.00004	0.00000	0.00004	50	5.0
Bacillus subtilis	1423	S	7020	579425	586445	0.06620	0.05595	0.05430	0.05362	45	nan
Bacillus vallismortis	72361	S	704	737	1441	0.00016	0.00007	0.00007	0.00007	44	nan
Bacillus inaquosorum	483913	S	586	664	1250	0.00014	0.00006	0.00006	0.00006	44	nan
Staphylococcus epidermidis	1282	S	324586	352515	677101	0.07644	0.05527	0.04950	0.04780	32	nan
Streptococcus mutans	1309	S	281631	285846	567477	0.06406	0.05585	0.04927	0.04949	37	nan
Lactobacillus delbrueckii	1584	S	259804	262398	522202	0.05895	0.05397	0.05473	0.05444	53	nan
Megamonas funiformis	437897	S	342072	342568	684640	0.07729	0.05626	0.04817	0.04967	31	nan
Megasphaera elsdenii	907	S	308200	309673	617873	0.06975	0.04961	0.05112	0.05094	56	nan
Bifidobacterium longum	216816	S	497150	592609	1089759	0.12302	0.08938	0.09647	0.09575	61	nan
Cutibacterium acnes	1747	S	257296	259815	517111	0.05838	0.04142	0.04598	0.04452	60	nan
Collinsella aerofaciens	74426	S	315107	315952	631059	0.07124	0.05228	0.05754	0.05691	61	nan
Bacteroides uniformis	820	S	462694	700856	1163550	0.13135	0.05736	0.05657	0.05613	49	nan
Parabacteroides distasonis	823	S	369327	648004	1017331	0.11484	0.05023	0.04888	0.04875	46	nan
Pseudomonas putida	303	S	747086	783887	1530973	0.17283	0.05622	0.05699	0.06016	63	nan
Escherichia coli	562	S	23347	572340	595687	0.06725	0.04699	0.04856	0.04762	53	nan
Escherichia albertii	208962	S	582	897	1479	0.00017	0.00008	0.00007	0.00008	52	nan
Akkermansia muciniphila	239935	S	327092	329089	656181	0.07407	0.04717	0.05100	0.04935	57	nan
Campylobacter jejuni	197	S	1410	1907	3317	0.00037	0.00045	0.00000	0.00040	30	0.0
Homo sapiens	9606	S	1834	1916	3750	0.00042	0.00003	0.00000	0.00003	37	0.0
