name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Blautia producta	33035	S	1039589	1057165	2096754	0.16259	0.04623	0.04589	0.04561	47	nan
Enterocloster clostridioformis	1531	S	718663	736705	1455368	0.11286	0.03631	0.03658	0.03677	51	nan
Enterocloster bolteae	208479	S	12659	12856	25515	0.00198	0.00055	0.00000	0.00056	51	4.0
Agathobacter rectalis	39491	S	555013	589905	1144918	0.08878	0.04898	0.04640	0.04593	43	nan
[Clostridium] hylemonae	89153	S	3037	3101	6138	0.00048	0.00022	0.00000	0.00022	50	4.0
Roseburia hominis	301301	S	1599	1769	3368	0.00026	0.00014	0.00000	0.00014	51	5.0
[Ruminococcus] gnavus	33038	S	748	919	1667	0.00013	0.00007	0.00000	0.00007	44	4.0
Wansuia hejianensis	2763667	S	1000	1010	2010	0.00016	0.00007	0.00000	0.00007	50	4.0
Flavonifractor plautii	292800	S	643019	653378	1296397	0.10053	0.04390	0.04600	0.04810	64	nan
Faecalibacterium duncaniae	411483	S	382000	552961	934961	0.07250	0.05126	0.05323	0.05396	60	nan
Faecalibacterium prausnitzii	853	S	3811	4382	8193	0.00064	0.00040	0.00000	0.00043	61	5.0
Faecalibacterium sp. I3-3-89	2929493	S	520	701	1221	0.00009	0.00007	0.00000	0.00007	62	5.0
Anaerotruncus colihominis	169435	S	758	797	1555	0.00012	0.00006	0.00000	0.00007	56	4.0
Clostridioides difficile	1496	S	7542	7809	15351	0.00119	0.00051	0.00000	0.00045	29	0.0
Clostridium botulinum	1491	S	546	1717	2263	0.00018	0.00012	0.00000	0.00011	28	0.0
Hungatella hathewayi	154046	S	881	910	1791	0.00014	0.00004	0.00000	0.00004	50	5.0
Bacillus subtilis	1423	S	14403	823495	837898	0.06498	0.05428	0.05302	0.05222	45	nan
Bacillus vallismortis	72361	S	1569	1620	3189	0.00025	0.00011	0.00011	0.00010	44	nan
Bacillus inaquosorum	483913	S	1133	1235	2368	0.00018	0.00008	0.00008	0.00008	44	nan
Bacillus spizizenii	96241	S	959	2821	3780	0.00029	0.00019	0.00019	0.00018	44	nan
Bacillus tequilensis	227866	S	747	781	1528	0.00012	0.00005	0.00005	0.00005	45	nan
Bacillus atrophaeus	1452	S	520	543	1063	0.00008	0.00004	0.00003	0.00003	44	nan
Bacillus cabrialesii	2487276	S	619	678	1297	0.00010	0.00004	0.00004	0.00004	45	nan
Bacillus rugosus	2715209	S	532	609	1141	0.00009	0.00004	0.00004	0.00004	45	nan
Staphylococcus epidermidis	1282	S	489597	528016	1017613	0.07891	0.05650	0.04874	0.04703	32	nan
Streptococcus mutans	1309	S	413032	419159	832191	0.06453	0.05599	0.04838	0.04867	37	nan
Lactobacillus delbrueckii	1584	S	372407	375836	748243	0.05802	0.05282	0.05484	0.05412	53	nan
Megamonas funiformis	437897	S	521280	521958	1043238	0.08090	0.05859	0.04842	0.04971	31	nan
Megasphaera elsdenii	907	S	464730	466943	931673	0.07225	0.05113	0.05348	0.05320	56	nan
Longicatena caecimuris	1796635	S	595	633	1228	0.00010	0.00006	0.00000	0.00005	38	4.0
[Clostridium] innocuum	1522	S	591	606	1197	0.00009	0.00004	0.00000	0.00003	46	4.0
Bifidobacterium longum	216816	S	741611	881954	1623565	0.12590	0.09141	0.09907	0.09814	61	nan
Cutibacterium acnes	1747	S	375131	378781	753912	0.05846	0.04132	0.04593	0.04468	60	nan
Collinsella aerofaciens	74426	S	466965	468161	935126	0.07251	0.05293	0.05814	0.05768	61	nan
Pseudomonas putida	303	S	1110752	1160892	2271644	0.17616	0.05675	0.05678	0.06037	63	nan
Escherichia coli	562	S	43470	793553	837023	0.06491	0.04455	0.04663	0.04587	53	nan
Escherichia albertii	208962	S	1324	1818	3142	0.00024	0.00010	0.00010	0.00011	52	nan
Escherichia marmotae	1499973	S	795	1032	1827	0.00014	0.00006	0.00006	0.00006	52	nan
Escherichia fergusonii	564	S	781	1633	2414	0.00019	0.00010	0.00010	0.00010	52	nan
Escherichia sp. E4742	2044467	S	518	779	1297	0.00010	0.00004	0.00004	0.00004	52	nan
Shigella flexneri	623	S	633	22726	23359	0.00181	0.00134	0.00140	0.00138	53	nan
Shigella dysenteriae	622	S	558	4090	4648	0.00036	0.00024	0.00026	0.00025	53	nan
Salmonella enterica	28901	S	601	6598	7199	0.00056	0.00038	0.00042	0.00039	53	nan
Bacteroides uniformis	820	S	666728	1006474	1673202	0.12975	0.05630	0.05603	0.05558	49	nan
Parabacteroides distasonis	823	S	532118	930635	1462753	0.11343	0.04931	0.04846	0.04817	46	nan
Akkermansia muciniphila	239935	S	459248	462064	921312	0.07144	0.04585	0.05105	0.04864	57	nan
Campylobacter jejuni	197	S	1998	2706	4704	0.00036	0.00044	0.00000	0.00037	30	0.0
Homo sapiens	9606	S	688	696	1384	0.00011	0.00001	0.00000	0.00001	38	2.0
