name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Blautia producta	33035	S	901639	916723	1818362	0.15991	0.04543	0.04625	0.04564	47	nan
Enterocloster clostridioformis	1531	S	620127	634505	1254632	0.11033	0.03543	0.03650	0.03704	52	nan
Enterocloster bolteae	208479	S	11237	11404	22641	0.00199	0.00055	0.00000	0.00058	51	4.0
Agathobacter rectalis	39491	S	471434	500135	971569	0.08544	0.04706	0.04381	0.04333	44	nan
[Clostridium] hylemonae	89153	S	2526	2576	5102	0.00045	0.00020	0.00000	0.00021	50	4.0
Roseburia hominis	301301	S	1361	1509	2870	0.00025	0.00013	0.00015	0.00014	51	nan
[Ruminococcus] gnavus	33038	S	669	770	1439	0.00013	0.00007	0.00000	0.00007	44	4.0
Wansuia hejianensis	2763667	S	871	878	1749	0.00015	0.00007	0.00000	0.00007	51	4.0
Flavonifractor plautii	292800	S	589028	597957	1186985	0.10438	0.04552	0.04831	0.04977	63	nan
Faecalibacterium duncaniae	411483	S	342519	487343	829862	0.07298	0.05118	0.05541	0.05538	60	nan
Faecalibacterium prausnitzii	853	S	4165	4750	8915	0.00078	0.00050	0.00000	0.00054	60	5.0
Faecalibacterium sp. I3-3-89	2929493	S	519	738	1257	0.00011	0.00008	0.00000	0.00009	62	5.0
Anaerotruncus colihominis	169435	S	658	689	1347	0.00012	0.00006	0.00000	0.00007	55	4.0
Clostridioides difficile	1496	S	6761	6958	13719	0.00121	0.00052	0.00000	0.00040	29	0.0
Hungatella hathewayi	154046	S	726	752	1478	0.00013	0.00003	0.00000	0.00004	50	5.0
Bacillus subtilis	1423	S	22353	710103	732456	0.06441	0.05310	0.05242	0.05120	44	nan
Bacillus vallismortis	72361	S	2535	2583	5118	0.00045	0.00019	0.00019	0.00019	44	nan
Bacillus inaquosorum	483913	S	1873	1971	3844	0.00034	0.00014	0.00014	0.00014	45	nan
Bacillus spizizenii	96241	S	1624	3021	4645	0.00041	0.00023	0.00023	0.00022	44	nan
Bacillus halotolerans	260554	S	668	1091	1759	0.00015	0.00008	0.00008	0.00008	45	nan
Bacillus mojavensis	72360	S	571	623	1194	0.00011	0.00005	0.00005	0.00005	44	nan
Bacillus velezensis	492670	S	695	4300	4995	0.00044	0.00033	0.00034	0.00033	45	nan
Bacillus tequilensis	227866	S	1140	1170	2310	0.00020	0.00009	0.00009	0.00009	45	nan
Bacillus atrophaeus	1452	S	806	817	1623	0.00014	0.00006	0.00006	0.00006	44	nan
Bacillus stercoris	2054641	S	622	1384	2006	0.00018	0.00010	0.00010	0.00009	45	nan
Bacillus cabrialesii	2487276	S	1087	1132	2219	0.00020	0.00008	0.00009	0.00008	44	nan
Bacillus rugosus	2715209	S	902	959	1861	0.00016	0.00007	0.00007	0.00007	45	nan
Staphylococcus epidermidis	1282	S	465376	494102	959478	0.08438	0.05986	0.04459	0.04413	32	nan
Staphylococcus aureus	1280	S	573	2498	3071	0.00027	0.00028	0.00000	0.00020	32	5.0
Streptococcus mutans	1309	S	382200	386993	769193	0.06764	0.05858	0.04750	0.04758	37	nan
Lactobacillus delbrueckii	1584	S	303827	306157	609984	0.05364	0.04873	0.05316	0.05206	53	nan
Megamonas funiformis	437897	S	483318	483724	967042	0.08504	0.06151	0.04414	0.04613	31	nan
Megasphaera elsdenii	907	S	382542	384083	766625	0.06742	0.04765	0.05210	0.05157	55	nan
Longicatena caecimuris	1796635	S	534	567	1101	0.00010	0.00006	0.00000	0.00005	37	4.0
Bifidobacterium longum	216816	S	655127	772510	1427637	0.12555	0.09086	0.10068	0.09926	61	nan
Bifidobacterium breve	1685	S	695	1149	1844	0.00016	0.00016	0.00000	0.00017	60	5.0
Cutibacterium acnes	1747	S	321370	324505	645875	0.05680	0.04015	0.04445	0.04469	60	nan
