name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Blautia producta	33035	S	664299	674715	1339014	0.16349	0.04665	0.04721	0.04689	47	nan
Enterocloster clostridioformis	1531	S	453831	464146	917977	0.11209	0.03617	0.03716	0.03717	51	nan
Enterocloster bolteae	208479	S	8157	8274	16431	0.00201	0.00056	0.00000	0.00058	51	4.0
Agathobacter rectalis	39491	S	327574	348049	675623	0.08249	0.04558	0.04372	0.04339	43	nan
[Clostridium] hylemonae	89153	S	1861	1897	3758	0.00046	0.00021	0.00000	0.00022	50	4.0
Roseburia hominis	301301	S	1094	1215	2309	0.00028	0.00015	0.00000	0.00015	51	5.0
Wansuia hejianensis	2763667	S	635	640	1275	0.00016	0.00007	0.00000	0.00007	51	0.0
Flavonifractor plautii	292800	S	424714	430945	855659	0.10448	0.04578	0.04747	0.04887	63	nan
Faecalibacterium duncaniae	411483	S	251913	354689	606602	0.07407	0.05198	0.05478	0.05437	60	nan
Faecalibacterium prausnitzii	853	S	2615	2965	5580	0.00068	0.00043	0.00000	0.00045	60	5.0
Anaerotruncus colihominis	169435	S	517	541	1058	0.00013	0.00007	0.00000	0.00007	55	4.0
Clostridioides difficile	1496	S	4962	5121	10083	0.00123	0.00053	0.00000	0.00049	28	0.0
Hungatella hathewayi	154046	S	574	592	1166	0.00014	0.00004	0.00000	0.00004	50	5.0
Bacillus subtilis	1423	S	10836	511422	522258	0.06377	0.05346	0.05329	0.05239	44	nan
Bacillus vallismortis	72361	S	1128	1156	2284	0.00028	0.00012	0.00012	0.00012	44	nan
Bacillus inaquosorum	483913	S	855	914	1769	0.00022	0.00009	0.00009	0.00009	44	nan
Bacillus spizizenii	96241	S	765	2006	2771	0.00034	0.00021	0.00021	0.00021	44	nan
Bacillus tequilensis	227866	S	550	569	1119	0.00014	0.00006	0.00006	0.00006	44	nan
Staphylococcus epidermidis	1282	S	323259	348420	671679	0.08201	0.05887	0.05056	0.04939	32	nan
Streptococcus mutans	1309	S	269277	272528	541805	0.06615	0.05757	0.05036	0.05040	37	nan
Lactobacillus delbrueckii	1584	S	218228	219847	438075	0.05349	0.04884	0.05163	0.05084	53	nan
Megamonas funiformis	437897	S	335244	335514	670758	0.08190	0.05954	0.04915	0.05110	32	nan
Megasphaera elsdenii	907	S	256048	257060	513108	0.06265	0.04452	0.04726	0.04665	55	nan
Bifidobacterium longum	216816	S	485826	569623	1055449	0.12887	0.09271	0.09822	0.09752	61	nan
Cutibacterium acnes	1747	S	239046	241063	480109	0.05862	0.04158	0.04412	0.04412	60	nan
Collinsella aerofaciens	74426	S	306140	306800	612940	0.07484	0.05482	0.05855	0.05841	61	nan
Pseudomonas putida	303	S	737762	767523	1505285	0.18380	0.05925	0.05785	0.06113	63	nan
Escherichia coli	562	S	32809	506657	539466	0.06587	0.04455	0.04696	0.04647	53	nan
Escherichia albertii	208962	S	979	1306	2285	0.00028	0.00012	0.00012	0.00012	52	nan
Escherichia fergusonii	564	S	590	2034	2624	0.00032	0.00019	0.00020	0.00020	52	nan
Escherichia marmotae	1499973	S	569	728	1297	0.00016	0.00007	0.00007	0.00007	52	nan
Shigella flexneri	623	S	505	17813	18318	0.00224	0.00166	0.00177	0.00174	53	nan
Bacteroides uniformis	820	S	429820	639681	1069501	0.13059	0.05657	0.05771	0.05680	48	nan
Parabacteroides distasonis	823	S	346891	590602	937493	0.11447	0.04947	0.04956	0.04918	46	nan
Akkermansia muciniphila	239935	S	297020	298640	595660	0.07273	0.04693	0.05181	0.04973	57	nan
Campylobacter jejuni	197	S	1586	2174	3760	0.00046	0.00056	0.00000	0.00048	30	0.0
Homo sapiens	9606	S	1945	2050	3995	0.00049	0.00003	0.00000	0.00003	38	0.0
