name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Blautia producta	33035	S	738330	751101	1489431	0.16196	0.04639	0.04667	0.04657	47	nan
Enterocloster clostridioformis	1531	S	526630	540844	1067474	0.11607	0.03766	0.03770	0.03760	51	nan
Enterocloster bolteae	208479	S	8325	8460	16785	0.00183	0.00051	0.00000	0.00051	51	4.0
Agathobacter rectalis	39491	S	352714	375480	728194	0.07918	0.04407	0.04460	0.04418	43	nan
[Clostridium] hylemonae	89153	S	2161	2208	4369	0.00048	0.00022	0.00000	0.00022	50	4.0
Roseburia hominis	301301	S	1183	1313	2496	0.00027	0.00014	0.00016	0.00014	51	nan
Wansuia hejianensis	2763667	S	738	746	1484	0.00016	0.00007	0.00000	0.00007	50	4.0
Flavonifractor plautii	292800	S	504529	512826	1017355	0.11062	0.04868	0.04699	0.04969	64	nan
Faecalibacterium duncaniae	411483	S	294534	428702	723236	0.07864	0.05614	0.05477	0.05577	60	nan
Faecalibacterium prausnitzii	853	S	3061	3523	6584	0.00072	0.00046	0.00000	0.00046	61	5.0
Anaerotruncus colihominis	169435	S	500	526	1026	0.00011	0.00006	0.00000	0.00006	56	4.0
Clostridioides difficile	1496	S	5090	5207	10297	0.00112	0.00048	0.00000	0.00055	29	0.0
Hungatella hathewayi	154046	S	620	643	1263	0.00014	0.00004	0.00000	0.00004	50	5.0
Bacillus subtilis	1423	S	12056	551811	563867	0.06131	0.05159	0.05271	0.05185	44	nan
Bacillus vallismortis	72361	S	1291	1324	2615	0.00028	0.00012	0.00012	0.00012	44	nan
Bacillus inaquosorum	483913	S	1007	1075	2082	0.00023	0.00010	0.00010	0.00010	44	nan
Bacillus spizizenii	96241	S	821	1334	2155	0.00023	0.00013	0.00013	0.00013	44	nan
Bacillus tequilensis	227866	S	569	589	1158	0.00013	0.00006	0.00006	0.00006	45	nan
Bacillus cabrialesii	2487276	S	539	570	1109	0.00012	0.00005	0.00005	0.00005	45	nan
Bacillus rugosus	2715209	S	503	546	1049	0.00011	0.00005	0.00005	0.00005	45	nan
Staphylococcus epidermidis	1282	S	270355	291447	561802	0.06109	0.04405	0.04652	0.04445	32	nan
Lactobacillus delbrueckii	1584	S	270733	273523	544256	0.05918	0.05431	0.05424	0.05422	53	nan
Streptococcus mutans	1309	S	248060	252401	500461	0.05442	0.04763	0.04693	0.04699	37	nan
Megasphaera elsdenii	907	S	333695	335406	669101	0.07276	0.05186	0.05162	0.05171	56	nan
Megamonas funiformis	437897	S	278833	279333	558166	0.06069	0.04429	0.04457	0.04608	31	nan
Bifidobacterium longum	216816	S	588475	703354	1291829	0.14047	0.10277	0.10355	0.10192	61	nan
Cutibacterium acnes	1747	S	299917	303002	602919	0.06556	0.04668	0.04855	0.04630	60	nan
Collinsella aerofaciens	74426	S	358354	359459	717813	0.07805	0.05742	0.05909	0.05772	61	nan
Pseudomonas putida	303	S	893185	933308	1826493	0.19861	0.06464	0.05965	0.06327	63	nan
Escherichia coli	562	S	36321	575227	611548	0.06650	0.04548	0.04632	0.04535	53	nan
Escherichia albertii	208962	S	1199	1566	2765	0.00030	0.00013	0.00012	0.00013	52	nan
Escherichia fergusonii	564	S	782	1583	2365	0.00026	0.00013	0.00013	0.00013	52	nan
Escherichia marmotae	1499973	S	701	876	1577	0.00017	0.00007	0.00007	0.00007	52	nan
Shigella flexneri	623	S	635	16981	17616	0.00192	0.00141	0.00144	0.00141	53	nan
Shigella dysenteriae	622	S	538	3688	4226	0.00046	0.00031	0.00032	0.00031	53	nan
Salmonella enterica	28901	S	551	3958	4509	0.00049	0.00032	0.00034	0.00032	53	nan
Bacteroides uniformis	820	S	456254	693839	1150093	0.12506	0.05482	0.05475	0.05486	49	nan
Parabacteroides distasonis	823	S	351313	620230	971543	0.10564	0.04642	0.04652	0.04653	46	nan
Akkermansia muciniphila	239935	S	353258	355332	708590	0.07705	0.04985	0.05115	0.04959	57	nan
Campylobacter jejuni	197	S	1237	1651	2888	0.00031	0.00038	0.00000	0.00040	30	0.0
Homo sapiens	9606	S	1488	1553	3041	0.00033	0.00002	0.00000	0.00002	37	0.0
