name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Blautia producta	33035	S	746943	759885	1506828	0.16618	0.04745	0.04685	0.04657	47	nan
Enterocloster clostridioformis	1531	S	516718	530521	1047239	0.11549	0.03734	0.03732	0.03741	51	nan
Enterocloster bolteae	208479	S	8910	9053	17963	0.00198	0.00055	0.00000	0.00055	51	4.0
Agathobacter rectalis	39491	S	368402	392263	760665	0.08389	0.04648	0.04457	0.04396	43	nan
[Clostridium] hylemonae	89153	S	2106	2152	4258	0.00047	0.00021	0.00000	0.00021	50	4.0
Roseburia hominis	301301	S	1161	1280	2441	0.00027	0.00014	0.00000	0.00014	51	5.0
Wansuia hejianensis	2763667	S	743	751	1494	0.00016	0.00007	0.00000	0.00007	50	4.0
Flavonifractor plautii	292800	S	459115	466684	925799	0.10210	0.04478	0.04662	0.04887	64	nan
Faecalibacterium duncaniae	411483	S	274794	398484	673278	0.07425	0.05274	0.05473	0.05488	60	nan
Faecalibacterium prausnitzii	853	S	2526	2910	5436	0.00060	0.00038	0.00000	0.00040	61	5.0
Anaerotruncus colihominis	169435	S	500	526	1026	0.00011	0.00006	0.00000	0.00006	56	4.0
Clostridioides difficile	1496	S	5317	5465	10782	0.00119	0.00051	0.00000	0.00048	29	0.0
Hungatella hathewayi	154046	S	616	638	1254	0.00014	0.00004	0.00000	0.00004	50	5.0
Bacillus subtilis	1423	S	7317	591461	598778	0.06603	0.05582	0.05477	0.05378	44	nan
Bacillus vallismortis	72361	S	706	731	1437	0.00016	0.00007	0.00007	0.00007	44	nan
Bacillus inaquosorum	483913	S	550	604	1154	0.00013	0.00006	0.00005	0.00005	44	nan
Staphylococcus epidermidis	1282	S	330347	357659	688006	0.07587	0.05472	0.04922	0.04766	32	nan
Streptococcus mutans	1309	S	286615	290735	577350	0.06367	0.05542	0.04934	0.04954	37	nan
Lactobacillus delbrueckii	1584	S	262672	265362	528034	0.05823	0.05326	0.05445	0.05383	53	nan
Megamonas funiformis	437897	S	346498	346959	693457	0.07648	0.05561	0.04790	0.04948	31	nan
Megasphaera elsdenii	907	S	315407	316891	632298	0.06973	0.04954	0.05122	0.05083	56	nan
Bifidobacterium longum	216816	S	516047	612825	1128872	0.12449	0.09059	0.09677	0.09624	61	nan
Cutibacterium acnes	1747	S	266430	269001	535431	0.05905	0.04186	0.04583	0.04459	60	nan
Collinsella aerofaciens	74426	S	328582	329413	657995	0.07256	0.05318	0.05783	0.05740	61	nan
Pseudomonas putida	303	S	778409	815329	1593738	0.17576	0.05699	0.05723	0.06032	63	nan
Escherichia coli	562	S	24176	585449	609625	0.06723	0.04686	0.04821	0.04756	53	nan
Escherichia albertii	208962	S	677	1004	1681	0.00019	0.00008	0.00008	0.00008	52	nan
Bacteroides uniformis	820	S	472852	712477	1185329	0.13072	0.05690	0.05634	0.05591	49	nan
Parabacteroides distasonis	823	S	378380	660537	1038917	0.11457	0.04997	0.04888	0.04870	46	nan
Akkermansia muciniphila	239935	S	335914	338003	673917	0.07432	0.04785	0.05172	0.04993	57	nan
Campylobacter jejuni	197	S	1434	1888	3322	0.00037	0.00044	0.00000	0.00039	30	0.0
Homo sapiens	9606	S	741	758	1499	0.00017	0.00001	0.00000	0.00001	37	3.0
