name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Blautia producta	33035	S	614365	624121	1238486	0.16257	0.04635	0.04674	0.04653	47	nan
Enterocloster clostridioformis	1531	S	421442	431153	852595	0.11192	0.03609	0.03698	0.03713	51	nan
Enterocloster bolteae	208479	S	7461	7570	15031	0.00197	0.00055	0.00000	0.00057	51	4.0
Agathobacter rectalis	39491	S	301937	320228	622165	0.08167	0.04516	0.04325	0.04290	43	nan
[Clostridium] hylemonae	89153	S	1767	1802	3569	0.00047	0.00021	0.00000	0.00022	50	4.0
Roseburia hominis	301301	S	971	1073	2044	0.00027	0.00014	0.00016	0.00014	51	nan
Wansuia hejianensis	2763667	S	595	600	1195	0.00016	0.00007	0.00000	0.00007	51	0.0
Flavonifractor plautii	292800	S	395994	401863	797857	0.10473	0.04586	0.04719	0.04887	63	nan
Faecalibacterium duncaniae	411483	S	235436	331351	566787	0.07440	0.05216	0.05464	0.05456	60	nan
Faecalibacterium prausnitzii	853	S	2325	2642	4967	0.00065	0.00041	0.00000	0.00043	60	5.0
Clostridioides difficile	1496	S	4583	4687	9270	0.00122	0.00052	0.00000	0.00048	28	0.0
Hungatella hathewayi	154046	S	508	524	1032	0.00014	0.00004	0.00000	0.00004	50	5.0
Bacillus subtilis	1423	S	10248	471765	482013	0.06327	0.05301	0.05270	0.05184	44	nan
Bacillus vallismortis	72361	S	1091	1116	2207	0.00029	0.00013	0.00012	0.00012	44	nan
Bacillus inaquosorum	483913	S	844	898	1742	0.00023	0.00010	0.00010	0.00010	44	nan
Bacillus spizizenii	96241	S	690	2317	3007	0.00039	0.00027	0.00027	0.00026	44	nan
Bacillus tequilensis	227866	S	512	529	1041	0.00014	0.00006	0.00006	0.00006	44	nan
Staphylococcus epidermidis	1282	S	299743	322094	621837	0.08163	0.05848	0.04998	0.04912	32	nan
Streptococcus mutans	1309	S	249526	252563	502089	0.06591	0.05730	0.05002	0.05012	37	nan
Lactobacillus delbrueckii	1584	S	202286	203694	405980	0.05329	0.04862	0.05136	0.05069	53	nan
Megamonas funiformis	437897	S	309308	309575	618883	0.08124	0.05901	0.04911	0.05073	32	nan
Megasphaera elsdenii	907	S	237663	238647	476310	0.06252	0.04439	0.04725	0.04658	55	nan
Bifidobacterium longum	216816	S	455971	533781	989752	0.12992	0.09395	0.09994	0.09875	61	nan
Cutibacterium acnes	1747	S	224499	226489	450988	0.05920	0.04198	0.04471	0.04450	60	nan
Mycobacterium canettii	78331	S	1495	1502	2997	0.00039	0.00016	0.00000	0.00017	65	0.0
Collinsella aerofaciens	74426	S	286620	287208	573828	0.07532	0.05512	0.05903	0.05866	61	nan
Pseudomonas putida	303	S	696020	722760	1418780	0.18624	0.05999	0.05847	0.06173	63	nan
Escherichia coli	562	S	30273	489368	519641	0.06821	0.04633	0.04916	0.04843	53	nan
Escherichia albertii	208962	S	988	1300	2288	0.00030	0.00013	0.00013	0.00013	52	nan
Escherichia marmotae	1499973	S	554	687	1241	0.00016	0.00007	0.00007	0.00007	52	nan
Escherichia fergusonii	564	S	530	996	1526	0.00020	0.00010	0.00010	0.00011	52	nan
Bacteroides uniformis	820	S	400394	594838	995232	0.13064	0.05650	0.05753	0.05671	48	nan
Parabacteroides distasonis	823	S	322588	548350	870938	0.11432	0.04934	0.04926	0.04899	46	nan
Akkermansia muciniphila	239935	S	275711	277247	552958	0.07258	0.04688	0.05169	0.04976	57	nan
Campylobacter jejuni	197	S	1313	1843	3156	0.00041	0.00051	0.00000	0.00044	30	0.0
Homo sapiens	9606	S	923	950	1873	0.00025	0.00002	0.00000	0.00002	38	3.0
