name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Blautia producta	33035	S	1039207	1060191	2099398	0.17895	0.05109	0.04745	0.04708	47	nan
Enterocloster clostridioformis	1531	S	682232	703725	1385957	0.11813	0.03825	0.03683	0.03715	51	nan
Enterocloster bolteae	208479	S	12525	12772	25297	0.00216	0.00060	0.00000	0.00059	51	4.0
Agathobacter rectalis	39491	S	542058	580730	1122788	0.09570	0.05335	0.04740	0.04643	44	nan
[Clostridium] hylemonae	89153	S	2480	2542	5022	0.00043	0.00020	0.00000	0.00019	50	4.0
Roseburia hominis	301301	S	1448	1607	3055	0.00026	0.00014	0.00015	0.00013	51	nan
[Ruminococcus] gnavus	33038	S	679	1280	1959	0.00017	0.00011	0.00000	0.00010	45	4.0
Wansuia hejianensis	2763667	S	853	863	1716	0.00015	0.00007	0.00000	0.00006	52	4.0
Flavonifractor plautii	292800	S	516740	527624	1044364	0.08902	0.03910	0.04549	0.04810	64	nan
Faecalibacterium duncaniae	411483	S	297658	473263	770921	0.06571	0.04837	0.05358	0.05345	60	nan
Faecalibacterium prausnitzii	853	S	3653	4381	8034	0.00068	0.00044	0.00000	0.00050	61	5.0
Anaerotruncus colihominis	169435	S	672	718	1390	0.00012	0.00006	0.00000	0.00007	55	4.0
Clostridioides difficile	1496	S	7319	7861	15180	0.00129	0.00056	0.00000	0.00047	29	4.0
Hungatella hathewayi	154046	S	863	899	1762	0.00015	0.00004	0.00004	0.00004	49	nan
Bacillus subtilis	1423	S	17542	764648	782190	0.06667	0.05585	0.05071	0.04983	44	nan
Bacillus velezensis	492670	S	1724	13666	15390	0.00131	0.00103	0.00095	0.00092	44	nan
Bacillus vallismortis	72361	S	1596	1633	3229	0.00028	0.00012	0.00011	0.00011	45	nan
Bacillus inaquosorum	483913	S	1241	1319	2560	0.00022	0.00009	0.00008	0.00008	44	nan
Bacillus spizizenii	96241	S	1057	2017	3074	0.00026	0.00015	0.00014	0.00013	45	nan
Bacillus tequilensis	227866	S	721	744	1465	0.00012	0.00006	0.00005	0.00005	44	nan
Bacillus atrophaeus	1452	S	502	534	1036	0.00009	0.00004	0.00003	0.00003	45	nan
Bacillus cabrialesii	2487276	S	673	710	1383	0.00012	0.00005	0.00005	0.00005	45	nan
Bacillus rugosus	2715209	S	608	658	1266	0.00011	0.00005	0.00004	0.00004	44	nan
Staphylococcus epidermidis	1282	S	466631	502779	969410	0.08263	0.05929	0.04695	0.04627	32	nan
Listeria monocytogenes	1639	S	1516	1538	3054	0.00026	0.00016	0.00000	0.00013	38	0.0
Streptococcus mutans	1309	S	400510	410117	810627	0.06909	0.06042	0.04871	0.04889	37	nan
Lactobacillus delbrueckii	1584	S	314180	317925	632105	0.05388	0.04927	0.04968	0.04869	53	nan
Megamonas funiformis	437897	S	550475	551498	1101973	0.09393	0.06826	0.05196	0.05446	32	nan
Megasphaera elsdenii	907	S	385924	388558	774482	0.06601	0.04685	0.04997	0.04864	56	nan
Longicatena caecimuris	1796635	S	572	612	1184	0.00010	0.00006	0.00000	0.00005	38	4.0
[Clostridium] innocuum	1522	S	513	529	1042	0.00009	0.00003	0.00000	0.00003	46	3.0
Bifidobacterium longum	216816	S	599002	751815	1350817	0.11514	0.08589	0.10390	0.10233	62	nan
Bifidobacterium breve	1685	S	524	951	1475	0.00013	0.00012	0.00015	0.00015	60	nan
Cutibacterium acnes	1747	S	306301	310367	616668	0.05256	0.03734	0.04628	0.04450	60	nan
Mycobacterium canettii	78331	S	4272	4291	8563	0.00073	0.00029	0.00000	0.00041	65	0.0
Collinsella aerofaciens	74426	S	377427	378718	756145	0.06445	0.04730	0.05872	0.05752	61	nan
Bacteroides uniformis	820	S	600641	953641	1554282	0.13248	0.05882	0.05623	0.05472	49	nan
Parabacteroides distasonis	823	S	463886	883559	1347445	0.11485	0.05162	0.04824	0.04719	47	nan
Pseudomonas putida	303	S	854221	911445	1765666	0.15050	0.04954	0.05671	0.06119	64	nan
Escherichia coli	562	S	48145	727564	775709	0.06612	0.04512	0.04524	0.04511	53	nan
Escherichia albertii	208962	S	1379	1742	3121	0.00027	0.00011	0.00010	0.00011	52	nan
Escherichia marmotae	1499973	S	816	998	1814	0.00015	0.00006	0.00006	0.00006	52	nan
Escherichia fergusonii	564	S	789	1505	2294	0.00020	0.00010	0.00010	0.00010	52	nan
Escherichia sp. E4742	2044467	S	501	698	1199	0.00010	0.00004	0.00004	0.00004	52	nan
Shigella flexneri	623	S	846	22067	22913	0.00195	0.00143	0.00143	0.00143	53	nan
Shigella dysenteriae	622	S	617	3582	4199	0.00036	0.00023	0.00024	0.00023	53	nan
Klebsiella pneumoniae	573	S	515	2759	3274	0.00028	0.00016	0.00000	0.00017	54	5.0
Salmonella enterica	28901	S	685	4470	5155	0.00044	0.00028	0.00030	0.00028	53	nan
Serratia marcescens	615	S	523	555	1078	0.00009	0.00003	0.00000	0.00004	62	4.0
Akkermansia muciniphila	239935	S	426209	429576	855785	0.07294	0.04696	0.05189	0.05135	57	nan
Campylobacter jejuni	197	S	1371	2005	3376	0.00029	0.00036	0.00000	0.00028	30	0.0
Homo sapiens	9606	S	1752	1799	3551	0.00030	0.00002	0.00000	0.00002	37	3.0
