name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Blautia producta	33035	S	625798	636063	1261861	0.16189	0.04640	0.04642	0.04594	47	nan
Enterocloster clostridioformis	1531	S	436737	447292	884029	0.11342	0.03677	0.03718	0.03711	52	nan
Enterocloster bolteae	208479	S	7530	7641	15171	0.00195	0.00054	0.00000	0.00055	51	4.0
Agathobacter rectalis	39491	S	304358	323764	628122	0.08058	0.04471	0.04351	0.04294	44	nan
[Clostridium] hylemonae	89153	S	1944	1983	3927	0.00050	0.00023	0.00000	0.00023	50	4.0
Roseburia hominis	301301	S	1011	1115	2126	0.00027	0.00014	0.00016	0.00015	51	nan
Wansuia hejianensis	2763667	S	693	699	1392	0.00018	0.00008	0.00000	0.00008	51	0.0
Flavonifractor plautii	292800	S	407045	413261	820306	0.10524	0.04631	0.04700	0.04898	63	nan
Faecalibacterium duncaniae	411483	S	244054	345418	589472	0.07563	0.05340	0.05457	0.05481	60	nan
Faecalibacterium prausnitzii	853	S	2230	2534	4764	0.00061	0.00039	0.00000	0.00040	60	5.0
Clostridioides difficile	1496	S	4717	4843	9560	0.00123	0.00053	0.00000	0.00053	28	0.0
Hungatella hathewayi	154046	S	598	617	1215	0.00016	0.00004	0.00000	0.00004	50	5.0
Bacillus subtilis	1423	S	6606	464640	471246	0.06046	0.05123	0.05106	0.04974	44	nan
Bacillus vallismortis	72361	S	649	673	1322	0.00017	0.00007	0.00007	0.00007	44	nan
Bacillus inaquosorum	483913	S	576	634	1210	0.00016	0.00007	0.00007	0.00007	45	nan
Bacillus cereus	1396	S	523	26984	27507	0.00353	0.00222	0.00221	0.00215	44	nan
Staphylococcus epidermidis	1282	S	277933	299374	577307	0.07407	0.05360	0.04959	0.04862	32	nan
Streptococcus mutans	1309	S	241391	243439	484830	0.06220	0.05421	0.04947	0.04985	37	nan
Streptococcus agalactiae	1311	S	1378	2620	3998	0.00051	0.00056	0.00000	0.00051	35	0.0
Lactobacillus delbrueckii	1584	S	213403	215344	428747	0.05501	0.05048	0.05212	0.05136	53	nan
Megamonas funiformis	437897	S	287002	287324	574326	0.07368	0.05378	0.04807	0.05001	31	nan
Megasphaera elsdenii	907	S	258546	259583	518129	0.06647	0.04742	0.04906	0.04859	55	nan
Bifidobacterium longum	216816	S	462598	542396	1004994	0.12894	0.09373	0.09765	0.09693	61	nan
Cutibacterium acnes	1747	S	232671	235190	467861	0.06002	0.04274	0.04589	0.04437	60	nan
Plantactinospora sp. BB1	2071627	S	1710	1994	3704	0.00048	0.00011	0.00000	0.00025	73	0.0
Plantactinospora sp. BC1	2108470	S	912	1064	1976	0.00025	0.00006	0.00000	0.00013	73	0.0
Collinsella aerofaciens	74426	S	296143	296893	593036	0.07608	0.05595	0.05887	0.05870	62	nan
Pseudomonas putida	303	S	711650	744179	1455829	0.18678	0.06068	0.05899	0.06188	64	nan
Escherichia coli	562	S	31546	523429	554975	0.07120	0.04866	0.05040	0.04965	53	nan
Escherichia albertii	208962	S	946	1250	2196	0.00028	0.00012	0.00012	0.00012	52	nan
Klebsiella variicola	244366	S	1036	1605	2641	0.00034	0.00014	0.00000	0.00015	59	5.0
Serratia marcescens	615	S	1146	1220	2366	0.00030	0.00011	0.00000	0.00011	62	4.0
Bacteroides uniformis	820	S	405832	603940	1009772	0.12955	0.05633	0.05682	0.05589	48	nan
Parabacteroides distasonis	823	S	325395	554587	879982	0.11290	0.04899	0.04885	0.04825	46	nan
Akkermansia muciniphila	239935	S	293038	294694	587732	0.07540	0.04859	0.05186	0.05030	57	nan
Campylobacter jejuni	197	S	1286	1786	3072	0.00039	0.00049	0.00000	0.00045	30	0.0
Homo sapiens	9606	S	3612	3824	7436	0.00095	0.00007	0.00000	0.00006	38	3.0
Andhravirus andhra	2732591	S	628	628	1256	0.00016	0.00006	0.00000	0.00005	27	0.0
