name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Blautia producta	33035	S	444849	453926	898775	0.16051	0.04606	0.04618	0.04600	48	nan
Enterocloster clostridioformis	1531	S	310029	321005	631034	0.11270	0.03672	0.03714	0.03684	52	nan
Enterocloster bolteae	208479	S	5225	5328	10553	0.00188	0.00053	0.00000	0.00053	51	4.0
Agathobacter rectalis	39491	S	214665	230054	444719	0.07942	0.04443	0.04446	0.04391	44	nan
[Clostridium] hylemonae	89153	S	1239	1271	2510	0.00045	0.00021	0.00000	0.00021	50	5.0
Roseburia hominis	301301	S	710	797	1507	0.00027	0.00014	0.00015	0.00014	51	nan
Flavonifractor plautii	292800	S	293280	299158	592438	0.10580	0.04665	0.04642	0.04776	64	nan
Faecalibacterium duncaniae	411483	S	161721	249503	411224	0.07344	0.05368	0.05415	0.05381	60	nan
Faecalibacterium prausnitzii	853	S	1586	1873	3459	0.00062	0.00040	0.00000	0.00040	60	5.0
Clostridioides difficile	1496	S	3144	3267	6411	0.00114	0.00050	0.00000	0.00054	29	0.0
Bacillus subtilis	1423	S	5377	345824	351201	0.06272	0.05313	0.05364	0.05278	45	nan
Staphylococcus epidermidis	1282	S	181848	199702	381550	0.06814	0.04951	0.04992	0.04853	33	nan
Streptococcus mutans	1309	S	168952	172455	341407	0.06097	0.05345	0.05191	0.05181	37	nan
Lactobacillus delbrueckii	1584	S	150913	153421	304334	0.05435	0.05007	0.05096	0.05033	53	nan
Megamonas funiformis	437897	S	194597	195059	389656	0.06959	0.05081	0.04956	0.05135	32	nan
Megasphaera elsdenii	907	S	180624	181795	362419	0.06472	0.04616	0.04731	0.04643	56	nan
Bifidobacterium longum	216816	S	327707	402090	729797	0.13034	0.09696	0.09778	0.09723	61	nan
Cutibacterium acnes	1747	S	174240	176369	350609	0.06262	0.04457	0.04497	0.04480	60	nan
Mycobacterium canettii	78331	S	659	666	1325	0.00024	0.00010	0.00000	0.00010	65	0.0
Collinsella aerofaciens	74426	S	208431	209565	417996	0.07465	0.05504	0.05594	0.05577	61	nan
Pseudomonas putida	303	S	511692	544654	1056346	0.18865	0.06235	0.05899	0.06175	64	nan
Escherichia coli	562	S	26939	396928	423867	0.07570	0.05198	0.05273	0.05231	53	nan
Escherichia albertii	208962	S	664	853	1517	0.00027	0.00011	0.00011	0.00011	52	nan
Serratia marcescens	615	S	642	688	1330	0.00024	0.00009	0.00000	0.00009	63	4.0
Bacteroides uniformis	820	S	276151	429102	705253	0.12595	0.05570	0.05625	0.05561	49	nan
Parabacteroides distasonis	823	S	217821	399170	616991	0.11019	0.04908	0.04936	0.04889	47	nan
Akkermansia muciniphila	239935	S	221138	222717	443855	0.07927	0.05110	0.05206	0.05151	57	nan
Campylobacter jejuni	197	S	807	1171	1978	0.00035	0.00044	0.00000	0.00045	30	0.0
Homo sapiens	9606	S	924	967	1891	0.00034	0.00002	0.00000	0.00002	37	4.0
