name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Blautia producta	33035	S	197825	201311	399136	0.15755	0.04534	0.04357	0.04317	47	nan
Enterocloster clostridioformis	1531	S	139503	143171	282674	0.11158	0.03635	0.03538	0.03496	52	nan
Enterocloster bolteae	208479	S	2263	2300	4563	0.00180	0.00050	0.00000	0.00048	51	4.0
Agathobacter rectalis	39491	S	86526	92215	178741	0.07056	0.03943	0.03803	0.03774	44	nan
[Clostridium] hylemonae	89153	S	600	612	1212	0.00048	0.00022	0.00000	0.00021	50	4.0
Flavonifractor plautii	292800	S	142942	145207	288149	0.11374	0.05026	0.05103	0.05346	63	nan
Faecalibacterium duncaniae	411483	S	77491	113025	190516	0.07520	0.05397	0.05470	0.05462	60	nan
Faecalibacterium prausnitzii	853	S	697	803	1500	0.00059	0.00038	0.00045	0.00039	60	nan
Clostridioides difficile	1496	S	1416	1444	2860	0.00113	0.00049	0.00000	0.00057	28	0.0
Bacillus subtilis	1423	S	2086	155943	158029	0.06238	0.05304	0.05181	0.05057	44	nan
Staphylococcus epidermidis	1282	S	86001	89260	175261	0.06918	0.04927	0.05465	0.04971	32	nan
Staphylococcus aureus	1280	S	17624	22155	39779	0.01570	0.01110	0.00000	0.01099	33	0.0
Streptococcus mutans	1309	S	78335	79878	158213	0.06245	0.05494	0.05313	0.05259	37	nan
Lactobacillus delbrueckii	1584	S	62652	63215	125867	0.04968	0.04573	0.04444	0.04407	53	nan
Megamonas funiformis	437897	S	87988	88138	176126	0.06952	0.05096	0.05049	0.05311	31	nan
Megasphaera elsdenii	907	S	67313	67671	134984	0.05328	0.03815	0.03842	0.03763	55	nan
Bifidobacterium longum	216816	S	147127	176368	323495	0.12770	0.09449	0.09971	0.09825	61	nan
Cutibacterium acnes	1747	S	79325	80100	159425	0.06293	0.04494	0.05165	0.04705	60	nan
Streptomyces sp. ICC1	2099583	S	1163	1168	2331	0.00092	0.00018	0.00000	0.00039	72	0.0
Collinsella aerofaciens	74426	S	95737	95984	191721	0.07568	0.05591	0.05919	0.05899	62	nan
Pseudomonas putida	303	S	241542	255219	496761	0.19609	0.06458	0.06648	0.06740	64	nan
Escherichia coli	562	S	7047	166097	173144	0.06835	0.04764	0.04708	0.04603	53	nan
Salmonella enterica	28901	S	613	7692	8305	0.00328	0.00228	0.00243	0.00222	53	nan
Parabacteroides distasonis	823	S	105057	185394	290451	0.11465	0.05059	0.04861	0.04831	46	nan
Bacteroides uniformis	820	S	126640	193115	319755	0.12622	0.05564	0.05347	0.05318	48	nan
Akkermansia muciniphila	239935	S	105206	105842	211048	0.08331	0.05360	0.05530	0.05391	57	nan
