name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Blautia producta	33035	S	716566	728711	1445277	0.16300	0.04658	0.04608	0.04583	47	nan
Enterocloster clostridioformis	1531	S	502155	514729	1016884	0.11469	0.03709	0.03692	0.03708	51	nan
Enterocloster bolteae	208479	S	8437	8568	17005	0.00192	0.00053	0.00000	0.00053	51	4.0
Agathobacter rectalis	39491	S	351272	373797	725069	0.08178	0.04538	0.04401	0.04354	43	nan
[Clostridium] hylemonae	89153	S	2109	2154	4263	0.00048	0.00022	0.00000	0.00022	50	4.0
Roseburia hominis	301301	S	1129	1240	2369	0.00027	0.00014	0.00015	0.00014	51	nan
Wansuia hejianensis	2763667	S	749	756	1505	0.00017	0.00008	0.00000	0.00008	50	4.0
[Ruminococcus] gnavus	33038	S	503	664	1167	0.00013	0.00008	0.00000	0.00007	44	4.0
Flavonifractor plautii	292800	S	462083	469586	931669	0.10508	0.04613	0.04677	0.04920	64	nan
Faecalibacterium duncaniae	411483	S	272630	396183	668813	0.07543	0.05369	0.05472	0.05505	60	nan
Faecalibacterium prausnitzii	853	S	2432	2791	5223	0.00059	0.00038	0.00000	0.00039	61	5.0
Clostridioides difficile	1496	S	5282	5415	10697	0.00121	0.00052	0.00000	0.00052	29	0.0
Hungatella hathewayi	154046	S	623	645	1268	0.00014	0.00004	0.00000	0.00004	50	5.0
Bacillus subtilis	1423	S	6957	568419	575376	0.06489	0.05500	0.05417	0.05343	45	nan
Bacillus vallismortis	72361	S	713	739	1452	0.00016	0.00007	0.00007	0.00007	44	nan
Bacillus inaquosorum	483913	S	541	597	1138	0.00013	0.00006	0.00005	0.00005	44	nan
Staphylococcus epidermidis	1282	S	302531	328011	630542	0.07112	0.05137	0.04911	0.04699	32	nan
Streptococcus mutans	1309	S	268495	272569	541064	0.06102	0.05321	0.04885	0.04900	37	nan
Lactobacillus delbrueckii	1584	S	259651	261966	521617	0.05883	0.05383	0.05427	0.05417	53	nan
Megamonas funiformis	437897	S	317510	317927	635437	0.07167	0.05217	0.04762	0.04888	31	nan
Megasphaera elsdenii	907	S	311845	313290	625135	0.07051	0.05014	0.05109	0.05100	56	nan
Bifidobacterium longum	216816	S	521850	621499	1143349	0.12895	0.09386	0.09842	0.09756	61	nan
Cutibacterium acnes	1747	S	269240	271707	540947	0.06101	0.04330	0.04669	0.04515	60	nan
Collinsella aerofaciens	74426	S	333615	334391	668006	0.07534	0.05527	0.05899	0.05831	61	nan
Pseudomonas putida	303	S	789916	826961	1616877	0.18236	0.05918	0.05825	0.06104	63	nan
Escherichia coli	562	S	23209	578958	602167	0.06791	0.04764	0.04869	0.04809	53	nan
Escherichia albertii	208962	S	642	956	1598	0.00018	0.00008	0.00008	0.00008	52	nan
Bacteroides uniformis	820	S	455647	689659	1145306	0.12917	0.05639	0.05577	0.05556	49	nan
Parabacteroides distasonis	823	S	361435	635066	996501	0.11239	0.04919	0.04831	0.04818	46	nan
Akkermansia muciniphila	239935	S	331793	333770	665563	0.07506	0.04792	0.05093	0.04931	57	nan
Campylobacter jejuni	197	S	1364	1803	3167	0.00036	0.00043	0.00000	0.00040	30	0.0
Homo sapiens	9606	S	2770	2954	5724	0.00065	0.00004	0.00000	0.00004	37	0.0
