name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Blautia producta	33035	S	723562	735087	1458649	0.15868	0.04516	0.04671	0.04648	47	nan
Enterocloster clostridioformis	1531	S	504296	515459	1019755	0.11093	0.03569	0.03741	0.03760	51	nan
Enterocloster bolteae	208479	S	8764	8888	17652	0.00192	0.00053	0.00000	0.00057	51	4.0
Agathobacter rectalis	39491	S	364044	386422	750466	0.08164	0.04495	0.04355	0.04310	43	nan
[Clostridium] hylemonae	89153	S	2090	2130	4220	0.00046	0.00021	0.00000	0.00022	50	4.0
Roseburia hominis	301301	S	1097	1209	2306	0.00025	0.00013	0.00000	0.00014	51	5.0
[Ruminococcus] gnavus	33038	S	566	712	1278	0.00014	0.00008	0.00000	0.00008	44	4.0
Wansuia hejianensis	2763667	S	694	700	1394	0.00015	0.00007	0.00000	0.00007	51	0.0
Flavonifractor plautii	292800	S	502080	509138	1011218	0.11000	0.04806	0.04818	0.04985	63	nan
Faecalibacterium duncaniae	411483	S	284964	401890	686854	0.07472	0.05233	0.05502	0.05501	60	nan
Faecalibacterium prausnitzii	853	S	3589	4079	7668	0.00083	0.00053	0.00000	0.00055	60	5.0
Anaerotruncus colihominis	169435	S	520	543	1063	0.00012	0.00006	0.00000	0.00006	55	4.0
Clostridioides difficile	1496	S	5393	5516	10909	0.00119	0.00051	0.00000	0.00043	28	0.0
Hungatella hathewayi	154046	S	609	631	1240	0.00013	0.00003	0.00000	0.00004	50	5.0
Bacillus subtilis	1423	S	19231	548229	567460	0.06173	0.05087	0.05174	0.05074	44	nan
Bacillus vallismortis	72361	S	2231	2269	4500	0.00049	0.00021	0.00022	0.00021	44	nan
Bacillus inaquosorum	483913	S	1542	1614	3156	0.00034	0.00015	0.00015	0.00015	44	nan
Bacillus spizizenii	96241	S	1341	2637	3978	0.00043	0.00025	0.00026	0.00025	44	nan
Bacillus halotolerans	260554	S	627	1027	1654	0.00018	0.00009	0.00009	0.00009	44	nan
Bacillus velezensis	492670	S	622	3731	4353	0.00047	0.00036	0.00038	0.00036	45	nan
Bacillus tequilensis	227866	S	1065	1090	2155	0.00023	0.00010	0.00011	0.00010	44	nan
Bacillus atrophaeus	1452	S	722	768	1490	0.00016	0.00007	0.00007	0.00007	44	nan
Bacillus stercoris	2054641	S	509	1080	1589	0.00017	0.00009	0.00009	0.00009	44	nan
Bacillus cabrialesii	2487276	S	955	992	1947	0.00021	0.00009	0.00010	0.00009	44	nan
Bacillus rugosus	2715209	S	814	861	1675	0.00018	0.00008	0.00008	0.00008	44	nan
Staphylococcus epidermidis	1282	S	358976	380359	739335	0.08043	0.05713	0.04542	0.04542	32	nan
Staphylococcus aureus	1280	S	534	2289	2823	0.00031	0.00031	0.00000	0.00025	32	5.0
Streptococcus mutans	1309	S	297773	301406	599179	0.06518	0.05658	0.04893	0.04867	37	nan
Lactobacillus delbrueckii	1584	S	247169	248878	496047	0.05396	0.04909	0.05356	0.05258	53	nan
Megamonas funiformis	437897	S	368639	368949	737588	0.08024	0.05817	0.04586	0.04715	32	nan
Megasphaera elsdenii	907	S	286883	287991	574874	0.06254	0.04430	0.04832	0.04744	55	nan
Bifidobacterium longum	216816	S	558760	654964	1213724	0.13203	0.09497	0.09978	0.09882	61	nan
Bifidobacterium breve	1685	S	641	943	1584	0.00017	0.00016	0.00000	0.00017	59	5.0
Cutibacterium acnes	1747	S	275512	278034	553546	0.06022	0.04266	0.04479	0.04527	60	nan
Collinsella aerofaciens	74426	S	359146	360019	719165	0.07823	0.05717	0.06085	0.06000	61	nan
Pseudomonas putida	303	S	868487	900639	1769126	0.19245	0.06184	0.05951	0.06187	63	nan
Escherichia coli	562	S	54528	547777	602305	0.06552	0.04293	0.04657	0.04601	53	nan
Escherichia albertii	208962	S	1964	2338	4302	0.00047	0.00019	0.00000	0.00020	52	5.0
Escherichia fergusonii	564	S	1104	1855	2959	0.00032	0.00016	0.00016	0.00017	52	nan
Escherichia marmotae	1499973	S	1072	1243	2315	0.00025	0.00010	0.00011	0.00011	52	nan
Escherichia sp. E4742	2044467	S	721	973	1694	0.00018	0.00007	0.00008	0.00008	53	nan
Shigella flexneri	623	S	939	16163	17102	0.00186	0.00134	0.00145	0.00143	53	nan
Shigella dysenteriae	622	S	795	3266	4061	0.00044	0.00027	0.00030	0.00029	53	nan
Klebsiella pneumoniae	573	S	520	2517	3037	0.00033	0.00018	0.00000	0.00019	55	5.0
Salmonella enterica	28901	S	951	5598	6549	0.00071	0.00045	0.00051	0.00048	53	nan
Bacteroides uniformis	820	S	469718	700612	1170330	0.12731	0.05505	0.05735	0.05648	48	nan
Parabacteroides distasonis	823	S	381940	651256	1033196	0.11239	0.04847	0.04949	0.04915	46	nan
Akkermansia muciniphila	239935	S	333215	335017	668232	0.07269	0.04717	0.05280	0.05092	57	nan
Campylobacter jejuni	197	S	1696	2287	3983	0.00043	0.00052	0.00000	0.00042	30	0.0
Homo sapiens	9606	S	556	563	1119	0.00012	0.00001	0.00000	0.00001	38	3.0
