name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Blautia producta	33035	S	711179	723675	1434854	0.16849	0.04841	0.04758	0.04723	47	nan
Enterocloster clostridioformis	1531	S	486779	499853	986632	0.11586	0.03769	0.03734	0.03758	51	nan
Enterocloster bolteae	208479	S	8293	8429	16722	0.00196	0.00055	0.00000	0.00055	51	4.0
Agathobacter rectalis	39491	S	349784	373156	722940	0.08489	0.04736	0.04515	0.04470	43	nan
[Clostridium] hylemonae	89153	S	2023	2067	4090	0.00048	0.00022	0.00000	0.00022	50	4.0
Roseburia hominis	301301	S	1078	1201	2279	0.00027	0.00014	0.00015	0.00014	51	nan
Wansuia hejianensis	2763667	S	712	719	1431	0.00017	0.00008	0.00000	0.00008	50	4.0
Flavonifractor plautii	292800	S	448120	455707	903827	0.10614	0.04685	0.04804	0.04988	64	nan
Faecalibacterium duncaniae	411483	S	254909	375978	630887	0.07408	0.05332	0.05483	0.05489	60	nan
Faecalibacterium prausnitzii	853	S	2572	2979	5551	0.00065	0.00042	0.00000	0.00043	61	5.0
Clostridioides difficile	1496	S	5017	5340	10357	0.00122	0.00053	0.00000	0.00056	29	4.0
Hungatella hathewayi	154046	S	608	629	1237	0.00015	0.00004	0.00004	0.00004	50	nan
Bacillus subtilis	1423	S	10549	535111	545660	0.06408	0.05421	0.05291	0.05192	45	nan
Bacillus vallismortis	72361	S	1109	1141	2250	0.00026	0.00012	0.00011	0.00011	44	nan
Bacillus inaquosorum	483913	S	890	960	1850	0.00022	0.00009	0.00009	0.00009	44	nan
Bacillus spizizenii	96241	S	674	1665	2339	0.00027	0.00017	0.00017	0.00016	45	nan
Staphylococcus epidermidis	1282	S	275445	296940	572385	0.06721	0.04865	0.04645	0.04494	32	nan
Streptococcus mutans	1309	S	262948	267404	530352	0.06228	0.05464	0.04894	0.04911	37	nan
Lactobacillus delbrueckii	1584	S	240182	242595	482777	0.05669	0.05217	0.05255	0.05240	53	nan
Megasphaera elsdenii	907	S	278173	279625	557798	0.06550	0.04682	0.04843	0.04776	56	nan
Megamonas funiformis	437897	S	279044	279473	558517	0.06559	0.04799	0.04468	0.04598	31	nan
Bifidobacterium longum	216816	S	498661	599293	1097954	0.12893	0.09455	0.10016	0.09889	61	nan
Cutibacterium acnes	1747	S	261859	264611	526470	0.06182	0.04417	0.04780	0.04661	60	nan
Mycobacterium canettii	78331	S	529	534	1063	0.00012	0.00005	0.00000	0.00005	65	0.0
Collinsella aerofaciens	74426	S	319099	320075	639174	0.07506	0.05538	0.05944	0.05873	61	nan
Pseudomonas putida	303	S	753245	790139	1543384	0.18124	0.05924	0.05735	0.06130	63	nan
Escherichia coli	562	S	30573	544511	575084	0.06753	0.04643	0.04736	0.04689	53	nan
Escherichia albertii	208962	S	944	1266	2210	0.00026	0.00011	0.00011	0.00011	52	nan
Escherichia fergusonii	564	S	591	1311	1902	0.00022	0.00012	0.00012	0.00012	52	nan
Escherichia marmotae	1499973	S	553	702	1255	0.00015	0.00006	0.00006	0.00006	52	nan
Shigella flexneri	623	S	533	14548	15081	0.00177	0.00131	0.00133	0.00132	53	nan
Bacteroides uniformis	820	S	437100	667595	1104695	0.12972	0.05713	0.05582	0.05584	49	nan
Parabacteroides distasonis	823	S	349556	621264	970820	0.11400	0.05036	0.04897	0.04882	46	nan
Akkermansia muciniphila	239935	S	329441	331515	660956	0.07762	0.05011	0.05403	0.05196	57	nan
Campylobacter jejuni	197	S	1357	1925	3282	0.00039	0.00048	0.00000	0.00046	30	0.0
Homo sapiens	9606	S	1706	1797	3503	0.00041	0.00003	0.00000	0.00003	37	0.0
