name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Blautia producta	33035	S	922762	938658	1861420	0.16323	0.04649	0.04592	0.04561	47	nan
Enterocloster clostridioformis	1531	S	638536	654605	1293141	0.11340	0.03654	0.03667	0.03686	51	nan
Enterocloster bolteae	208479	S	11046	11219	22265	0.00195	0.00054	0.00000	0.00055	51	4.0
Agathobacter rectalis	39491	S	490657	521234	1011891	0.08873	0.04906	0.04617	0.04587	43	nan
[Clostridium] hylemonae	89153	S	2672	2728	5400	0.00047	0.00022	0.00000	0.00022	50	4.0
Roseburia hominis	301301	S	1422	1577	2999	0.00026	0.00014	0.00015	0.00014	51	nan
[Ruminococcus] gnavus	33038	S	622	722	1344	0.00012	0.00006	0.00000	0.00006	44	4.0
Wansuia hejianensis	2763667	S	904	913	1817	0.00016	0.00007	0.00000	0.00007	50	4.0
Flavonifractor plautii	292800	S	569477	578691	1148168	0.10068	0.04404	0.04601	0.04837	64	nan
Faecalibacterium duncaniae	411483	S	336872	489675	826547	0.07248	0.05141	0.05333	0.05415	60	nan
Faecalibacterium prausnitzii	853	S	3351	3854	7205	0.00063	0.00040	0.00000	0.00042	61	5.0
Anaerotruncus colihominis	169435	S	643	676	1319	0.00012	0.00006	0.00000	0.00006	56	4.0
Clostridioides difficile	1496	S	6613	6787	13400	0.00118	0.00051	0.00000	0.00045	29	0.0
Hungatella hathewayi	154046	S	783	810	1593	0.00014	0.00004	0.00000	0.00004	50	5.0
Bacillus subtilis	1423	S	12596	732992	745588	0.06538	0.05491	0.05336	0.05263	45	nan
Bacillus vallismortis	72361	S	1328	1366	2694	0.00024	0.00010	0.00010	0.00010	44	nan
Bacillus inaquosorum	483913	S	1040	1121	2161	0.00019	0.00008	0.00008	0.00008	44	nan
Bacillus spizizenii	96241	S	798	908	1706	0.00015	0.00007	0.00007	0.00007	44	nan
Bacillus tequilensis	227866	S	587	611	1198	0.00011	0.00005	0.00004	0.00005	45	nan
Bacillus cabrialesii	2487276	S	587	631	1218	0.00011	0.00005	0.00005	0.00005	45	nan
Staphylococcus epidermidis	1282	S	427534	459468	887002	0.07778	0.05578	0.04837	0.04663	32	nan
Streptococcus mutans	1309	S	362660	368086	730746	0.06408	0.05569	0.04820	0.04843	37	nan
Lactobacillus delbrueckii	1584	S	330600	333634	664234	0.05825	0.05311	0.05472	0.05423	53	nan
Megamonas funiformis	437897	S	455845	456418	912263	0.08000	0.05802	0.04816	0.04949	31	nan
Megasphaera elsdenii	907	S	414262	416136	830398	0.07282	0.05160	0.05371	0.05362	56	nan
Longicatena caecimuris	1796635	S	535	568	1103	0.00010	0.00006	0.00000	0.00005	38	4.0
[Clostridium] innocuum	1522	S	511	526	1037	0.00009	0.00004	0.00000	0.00003	46	4.0
Bifidobacterium longum	216816	S	654773	780681	1435454	0.12588	0.09065	0.09902	0.09754	61	nan
Cutibacterium acnes	1747	S	331313	334675	665988	0.05840	0.04137	0.04641	0.04487	60	nan
Mycobacterium canettii	78331	S	1287	1294	2581	0.00023	0.00009	0.00000	0.00010	65	0.0
Collinsella aerofaciens	74426	S	411908	412959	824867	0.07233	0.05289	0.05846	0.05778	61	nan
Pseudomonas putida	303	S	978597	1024083	2002680	0.17562	0.05682	0.05750	0.06068	63	nan
Escherichia coli	562	S	37887	707442	745329	0.06536	0.04475	0.04658	0.04592	53	nan
Escherichia albertii	208962	S	1129	1515	2644	0.00023	0.00010	0.00010	0.00010	52	nan
Escherichia fergusonii	564	S	700	1612	2312	0.00020	0.00011	0.00011	0.00011	52	nan
Escherichia marmotae	1499973	S	616	810	1426	0.00013	0.00005	0.00005	0.00005	52	nan
Shigella flexneri	623	S	559	18689	19248	0.00169	0.00124	0.00129	0.00128	53	nan
Salmonella enterica	28901	S	520	3984	4504	0.00039	0.00026	0.00028	0.00026	53	nan
Bacteroides uniformis	820	S	588495	891055	1479550	0.12974	0.05645	0.05568	0.05548	49	nan
Parabacteroides distasonis	823	S	469197	824882	1294079	0.11348	0.04949	0.04836	0.04814	46	nan
Akkermansia muciniphila	239935	S	408493	411058	819551	0.07187	0.04616	0.05104	0.04898	57	nan
Campylobacter jejuni	197	S	1683	2306	3989	0.00035	0.00043	0.00000	0.00036	30	0.0
Homo sapiens	9606	S	1865	1939	3804	0.00033	0.00002	0.00000	0.00002	37	0.0
