name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Blautia producta	33035	S	234489	239201	473690	0.15880	0.04561	0.04090	0.04079	47	nan
Enterocloster clostridioformis	1531	S	162598	167594	330192	0.11069	0.03604	0.03327	0.03251	52	nan
Enterocloster bolteae	208479	S	2627	2677	5304	0.00178	0.00050	0.00000	0.00045	51	4.0
Agathobacter rectalis	39491	S	105415	112682	218097	0.07311	0.04096	0.03977	0.03826	44	nan
[Clostridium] hylemonae	89153	S	615	630	1245	0.00042	0.00019	0.00000	0.00017	50	4.0
Flavonifractor plautii	292800	S	162695	165657	328352	0.11008	0.04857	0.04994	0.05255	63	nan
Faecalibacterium duncaniae	411483	S	83776	128476	212252	0.07116	0.05196	0.05091	0.05178	60	nan
Faecalibacterium prausnitzii	853	S	796	937	1733	0.00058	0.00038	0.00041	0.00038	60	nan
Clostridioides difficile	1496	S	1678	1712	3390	0.00114	0.00049	0.00000	0.00067	28	0.0
Bacillus subtilis	1423	S	3248	181923	185171	0.06208	0.05261	0.04985	0.04789	44	nan
Staphylococcus epidermidis	1282	S	97866	101470	199336	0.06683	0.04720	0.06431	0.05388	32	nan
Staphylococcus aureus	1280	S	50385	56819	107204	0.03594	0.02411	0.00000	0.02663	33	0.0
Streptococcus mutans	1309	S	89544	92159	181703	0.06091	0.05371	0.05497	0.05341	37	nan
Lactobacillus delbrueckii	1584	S	75672	76588	152260	0.05104	0.04698	0.04253	0.04225	53	nan
Megamonas funiformis	437897	S	100989	101201	202190	0.06778	0.04956	0.05521	0.05887	31	nan
Megasphaera elsdenii	907	S	83183	83770	166953	0.05597	0.03995	0.03847	0.03761	55	nan
Bifidobacterium longum	216816	S	165119	205526	370645	0.12425	0.09200	0.09980	0.09696	61	nan
Cutibacterium acnes	1747	S	93836	95034	188870	0.06332	0.04522	0.05636	0.04809	60	nan
Collinsella aerofaciens	74426	S	108398	108798	217196	0.07281	0.05374	0.05876	0.05754	62	nan
Pseudomonas putida	303	S	270583	290653	561236	0.18815	0.06242	0.06854	0.06763	64	nan
Escherichia coli	562	S	9532	183781	193313	0.06481	0.04473	0.04190	0.04044	53	nan
Klebsiella variicola	244366	S	977	1381	2358	0.00079	0.00032	0.00047	0.00031	58	nan
Klebsiella pneumoniae	573	S	712	2535	3247	0.00109	0.00057	0.00072	0.00055	54	nan
Salmonella enterica	28901	S	1510	16713	18223	0.00611	0.00420	0.00422	0.00387	53	nan
Bacteroides uniformis	820	S	144775	226129	370904	0.12434	0.05518	0.05017	0.04979	48	nan
Bacteroides fragilis	817	S	573	767	1340	0.00045	0.00017	0.00000	0.00016	45	4.0
Parabacteroides distasonis	823	S	117095	216765	333860	0.11192	0.05010	0.04575	0.04538	46	nan
Akkermansia muciniphila	239935	S	120472	121356	241828	0.08107	0.05252	0.05276	0.05120	57	nan
