name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Blautia producta	33035	S	487781	495615	983396	0.13719	0.03942	0.04650	0.04599	47	nan
Enterocloster clostridioformis	1531	S	398722	407856	806578	0.11252	0.03658	0.03957	0.03903	51	nan
Enterocloster bolteae	208479	S	5145	5218	10363	0.00145	0.00040	0.00000	0.00043	51	4.0
Agathobacter rectalis	39491	S	218743	232550	451293	0.06296	0.03501	0.04575	0.04443	43	nan
[Clostridium] hylemonae	89153	S	1810	1843	3653	0.00051	0.00023	0.00000	0.00025	50	4.0
Roseburia hominis	301301	S	832	908	1740	0.00024	0.00013	0.00000	0.00014	51	5.0
Wansuia hejianensis	2763667	S	525	529	1054	0.00015	0.00007	0.00000	0.00007	50	0.0
Flavonifractor plautii	292800	S	529711	536872	1066583	0.14880	0.06565	0.05045	0.05384	64	nan
Faecalibacterium duncaniae	411483	S	255246	371507	626753	0.08744	0.06267	0.05450	0.05498	60	nan
Faecalibacterium prausnitzii	853	S	2431	2784	5215	0.00073	0.00047	0.00000	0.00040	61	5.0
Clostridioides difficile	1496	S	3532	3657	7189	0.00100	0.00044	0.00000	0.00085	29	0.0
Bacillus subtilis	1423	S	7208	331917	339125	0.04731	0.03994	0.05025	0.04884	45	nan
Bacillus vallismortis	72361	S	744	766	1510	0.00021	0.00009	0.00011	0.00011	44	nan
Bacillus inaquosorum	483913	S	592	639	1231	0.00017	0.00007	0.00009	0.00009	44	nan
Bacillus spizizenii	96241	S	522	1061	1583	0.00022	0.00013	0.00016	0.00016	44	nan
Staphylococcus epidermidis	1282	S	133331	145144	278475	0.03885	0.02823	0.04923	0.04567	32	nan
Lactobacillus delbrueckii	1584	S	202798	204474	407272	0.05682	0.05231	0.05444	0.05447	53	nan
Streptococcus mutans	1309	S	139043	141906	280949	0.03919	0.03450	0.04890	0.04888	37	nan
Megasphaera elsdenii	907	S	243370	244689	488059	0.06809	0.04873	0.04743	0.04699	56	nan
Megamonas funiformis	437897	S	124947	125261	250208	0.03491	0.02559	0.04166	0.04387	31	nan
Bifidobacterium longum	216816	S	528636	634551	1163187	0.16227	0.11930	0.09695	0.09623	61	nan
Cutibacterium acnes	1747	S	310359	313473	623832	0.08703	0.06221	0.05086	0.05029	60	nan
Collinsella aerofaciens	74426	S	349823	350890	700713	0.09775	0.07223	0.05858	0.05847	61	nan
Pseudomonas putida	303	S	910244	948767	1859011	0.25935	0.08475	0.06167	0.06413	63	nan
Escherichia coli	562	S	24553	426347	450900	0.06290	0.04340	0.04577	0.04444	53	nan
Escherichia albertii	208962	S	861	1174	2035	0.00028	0.00012	0.00013	0.00013	52	nan
Escherichia fergusonii	564	S	507	1469	1976	0.00028	0.00016	0.00017	0.00017	52	nan
Bacteroides uniformis	820	S	318095	486434	804529	0.11224	0.04951	0.05656	0.05651	49	nan
Parabacteroides distasonis	823	S	251587	446838	698425	0.09744	0.04308	0.05081	0.05059	46	nan
Akkermansia muciniphila	239935	S	296268	298034	594302	0.08291	0.05406	0.04946	0.04868	57	nan
Campylobacter jejuni	197	S	1099	1497	2596	0.00036	0.00044	0.00000	0.00079	30	0.0
Homo sapiens	9606	S	3158	3392	6550	0.00091	0.00006	0.00000	0.00008	37	3.0
