name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Blautia producta	33035	S	616438	627005	1243443	0.16081	0.04606	0.04709	0.04689	47	nan
Enterocloster clostridioformis	1531	S	440319	452384	892703	0.11545	0.03747	0.03777	0.03771	51	nan
Enterocloster bolteae	208479	S	6835	6946	13781	0.00178	0.00050	0.00000	0.00050	51	4.0
Agathobacter rectalis	39491	S	294833	314483	609316	0.07880	0.04381	0.04521	0.04458	43	nan
[Clostridium] hylemonae	89153	S	1896	1937	3833	0.00050	0.00023	0.00000	0.00023	50	4.0
Roseburia hominis	301301	S	988	1102	2090	0.00027	0.00014	0.00000	0.00014	51	5.0
Wansuia hejianensis	2763667	S	610	617	1227	0.00016	0.00007	0.00000	0.00007	50	4.0
Flavonifractor plautii	292800	S	428059	435030	863089	0.11162	0.04912	0.04680	0.04928	64	nan
Faecalibacterium duncaniae	411483	S	248238	361615	609853	0.07887	0.05633	0.05484	0.05550	60	nan
Faecalibacterium prausnitzii	853	S	2574	2960	5534	0.00072	0.00046	0.00000	0.00045	61	5.0
Clostridioides difficile	1496	S	4256	4476	8732	0.00113	0.00049	0.00000	0.00056	29	0.0
Hungatella hathewayi	154046	S	563	583	1146	0.00015	0.00004	0.00000	0.00004	50	5.0
Bacillus subtilis	1423	S	9877	461933	471810	0.06102	0.05133	0.05340	0.05234	45	nan
Bacillus vallismortis	72361	S	1041	1074	2115	0.00027	0.00012	0.00012	0.00012	44	nan
Bacillus inaquosorum	483913	S	808	877	1685	0.00022	0.00009	0.00010	0.00010	44	nan
Bacillus spizizenii	96241	S	687	944	1631	0.00021	0.00011	0.00011	0.00011	44	nan
Bacillus tequilensis	227866	S	523	546	1069	0.00014	0.00006	0.00006	0.00006	45	nan
Staphylococcus epidermidis	1282	S	226058	244332	470390	0.06083	0.04393	0.04678	0.04503	32	nan
Lactobacillus delbrueckii	1584	S	226497	228880	455377	0.05889	0.05406	0.05431	0.05429	53	nan
Streptococcus mutans	1309	S	207684	211259	418943	0.05418	0.04742	0.04737	0.04759	37	nan
Megasphaera elsdenii	907	S	276921	278339	555260	0.07181	0.05120	0.05111	0.05100	56	nan
Megamonas funiformis	437897	S	234361	234747	469108	0.06067	0.04427	0.04554	0.04678	31	nan
Bifidobacterium longum	216816	S	497975	594623	1092598	0.14130	0.10376	0.10298	0.10124	61	nan
Cutibacterium acnes	1747	S	252161	254864	507025	0.06557	0.04672	0.04696	0.04560	60	nan
Collinsella aerofaciens	74426	S	302903	303807	606710	0.07847	0.05773	0.05785	0.05704	61	nan
Pseudomonas putida	303	S	761154	795914	1557068	0.20137	0.06551	0.05914	0.06279	63	nan
Escherichia coli	562	S	30328	503603	533931	0.06905	0.04719	0.04831	0.04731	53	nan
Escherichia albertii	208962	S	1071	1428	2499	0.00032	0.00014	0.00014	0.00014	52	nan
Escherichia marmotae	1499973	S	631	807	1438	0.00019	0.00008	0.00008	0.00008	52	nan
Escherichia fergusonii	564	S	609	1227	1836	0.00024	0.00012	0.00012	0.00012	52	nan
Bacteroides uniformis	820	S	383061	582045	965106	0.12482	0.05471	0.05535	0.05540	49	nan
Parabacteroides distasonis	823	S	294717	520187	814904	0.10539	0.04631	0.04709	0.04705	46	nan
Akkermansia muciniphila	239935	S	297621	299390	597011	0.07721	0.04997	0.05135	0.04939	57	nan
Campylobacter jejuni	197	S	1187	1575	2762	0.00036	0.00043	0.00000	0.00046	30	0.0
Homo sapiens	9606	S	662	676	1338	0.00017	0.00001	0.00000	0.00001	38	3.0
