name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Kluyvera ascorbata	51288	S	33847	48406	82253	0.00565	0.00332	0.00298	0.00289	57	nan
Kluyvera genomosp. 3	2774055	S	28683	66991	95674	0.00657	0.00460	0.00417	0.00400	57	nan
Kluyvera sp. CRP	2873269	S	20074	44397	64471	0.00443	0.00305	0.00276	0.00265	57	nan
Kluyvera intermedia	61648	S	7983	8378	16361	0.00112	0.00058	0.00000	0.00050	55	4.0
Kluyvera cryocrescens	580	S	6995	7522	14517	0.00100	0.00052	0.00000	0.00045	55	5.0
Enterobacter sp. R4-368	1166130	S	16585	21808	38393	0.00264	0.00150	0.00145	0.00129	55	nan
Enterobacter sp. E20	1560339	S	6902	52795	59697	0.00410	0.00362	0.00327	0.00317	58	nan
Enterobacter sp. JBIWA003	2831890	S	4094	10382	14476	0.00099	0.00071	0.00065	0.00062	58	nan
Enterobacter sp. T2	2707174	S	3174	30690	33864	0.00233	0.00211	0.00189	0.00184	58	nan
Enterobacter sp. JUb54	2724468	S	321	327	648	0.00004	0.00002	0.00000	0.00002	59	5.0
Enterobacter sp. 638	399742	S	243	308	551	0.00004	0.00002	0.00000	0.00002	54	5.0
Enterobacter sp. RHBSTW-00994	2742676	S	144	148	292	0.00002	0.00001	0.00000	0.00001	53	4.0
Enterobacter sp. SA187	1914861	S	131	134	265	0.00002	0.00001	0.00001	0.00001	58	nan
Enterobacter sp. C2	2870346	S	102	104	206	0.00001	0.00001	0.00000	0.00001	59	4.0
Enterobacter mori	539813	S	21837	25193	47030	0.00323	0.00173	0.00155	0.00151	57	nan
Enterobacter hormaechei	158836	S	2541	25017	27558	0.00189	0.00172	0.00154	0.00150	57	nan
Enterobacter cloacae complex sp.	2027919	S	190	1766	1956	0.00013	0.00012	0.00011	0.00011	58	nan
Enterobacter cloacae	550	S	1116	1831	2947	0.00020	0.00013	0.00011	0.00011	57	nan
Enterobacter asburiae	61645	S	982	2877	3859	0.00026	0.00020	0.00018	0.00017	58	nan
Enterobacter roggenkampii	1812935	S	686	1183	1869	0.00013	0.00008	0.00007	0.00007	58	nan
Enterobacter kobei	208224	S	415	1948	2363	0.00016	0.00013	0.00012	0.00012	57	nan
Enterobacter ludwigii	299767	S	339	1474	1813	0.00012	0.00010	0.00009	0.00009	57	nan
