name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Enterobacter cloacae complex sp. R_G8	2969431	S	6841	19260	26101	0.00148	0.00109	0.00112	0.00107	57	nan
Enterobacter cloacae complex sp. ECL352	2876028	S	568	14381	14949	0.00085	0.00082	0.00081	0.00080	57	nan
Enterobacter cloacae complex sp.	2027919	S	181	245	426	0.00002	0.00001	0.00001	0.00001	57	nan
Enterobacter sp. BIDMC 29	1329841	S	147	536	683	0.00004	0.00003	0.00003	0.00003	57	nan
Enterobacter cloacae complex sp. FDA-CDC-AR_0164	2077136	S	112	642	754	0.00004	0.00004	0.00004	0.00004	57	nan
Enterobacter hormaechei	158836	S	6676	39790	46466	0.00264	0.00226	0.00223	0.00220	57	nan
Enterobacter cancerogenus	69218	S	6148	6394	12542	0.00071	0.00036	0.00039	0.00036	58	nan
Enterobacter ludwigii	299767	S	3675	10073	13748	0.00078	0.00057	0.00056	0.00056	57	nan
Enterobacter cloacae	550	S	2222	3270	5492	0.00031	0.00019	0.00019	0.00018	57	nan
Enterobacter asburiae	61645	S	1444	3173	4617	0.00026	0.00018	0.00018	0.00018	57	nan
Enterobacter roggenkampii	1812935	S	1006	1330	2336	0.00013	0.00008	0.00008	0.00007	58	nan
Enterobacter kobei	208224	S	485	1452	1937	0.00011	0.00008	0.00008	0.00008	57	nan
Enterobacter chengduensis	2494701	S	358	437	795	0.00005	0.00002	0.00003	0.00002	57	nan
Enterobacter sichuanensis	2071710	S	281	308	589	0.00003	0.00002	0.00002	0.00002	57	nan
Enterobacter chuandaensis	2497875	S	236	272	508	0.00003	0.00002	0.00002	0.00002	58	nan
Enterobacter sp. RHBSTW-00422	2742646	S	21344	564125	585469	0.03322	0.03201	0.03129	0.03115	57	nan
Enterobacter sp. JUb54	2724468	S	6778	6891	13669	0.00078	0.00039	0.00046	0.00039	59	nan
Enterobacter sp. RHBSTW-00994	2742676	S	282	288	570	0.00003	0.00002	0.00000	0.00002	53	5.0
Enterobacter sp. CP102	2976431	S	164	180	344	0.00002	0.00001	0.00000	0.00001	56	5.0
Enterobacter sp. JBIWA008	2831892	S	140	1715	1855	0.00011	0.00010	0.00010	0.00009	57	nan
Enterobacter mori	539813	S	1024	1125	2149	0.00012	0.00006	0.00007	0.00006	57	nan
Enterobacter bugandensis	881260	S	527	795	1322	0.00008	0.00005	0.00005	0.00004	58	nan
Enterobacter oligotrophicus	2478464	S	318	330	648	0.00004	0.00002	0.00002	0.00002	56	nan
Enterobacter huaxiensis	2494702	S	265	279	544	0.00003	0.00002	0.00002	0.00002	59	nan
Enterobacter soli	885040	S	187	203	390	0.00002	0.00001	0.00000	0.00001	55	5.0
Citrobacter arsenatis	2546350	S	59915	67605	127520	0.00724	0.00384	0.00374	0.00368	54	nan
Citrobacter sp. R56	1573676	S	15212	16627	31839	0.00181	0.00094	0.00095	0.00091	55	nan
Citrobacter sp. RHBSTW-01013	2742677	S	9517	51444	60961	0.00346	0.00292	0.00289	0.00281	54	nan
Citrobacter sp. 21OH12SH02A-Citro	3015952	S	4032	61826	65858	0.00374	0.00351	0.00347	0.00337	54	nan
Citrobacter sp. RHBSTW-00599	2742657	S	1267	18418	19685	0.00112	0.00105	0.00103	0.00100	54	nan
Citrobacter sp. RHBSTW-00017	2742629	S	349	38409	38758	0.00220	0.00218	0.00215	0.00209	54	nan
Citrobacter sp. RHB25-C09	2742624	S	151	154	305	0.00002	0.00001	0.00001	0.00001	55	nan
Citrobacter sp. RHBSTW-00013	2742628	S	147	908	1055	0.00006	0.00005	0.00005	0.00005	54	nan
Citrobacter sp. RHBSTW-00127	2742636	S	122	4719	4841	0.00027	0.00027	0.00026	0.00026	54	nan
Citrobacter sp. RHBSTW-00535	2742654	S	120	7010	7130	0.00040	0.00040	0.00039	0.00038	54	nan
Citrobacter sp. S171	2971264	S	102	110	212	0.00001	0.00001	0.00001	0.00001	55	nan
