name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Salmonella sp. SA14318	3030529	S	70952	290070	361022	0.02073	0.01665	0.01633	0.01596	54	nan
Salmonella enterica	28901	S	26322	399210	425532	0.02443	0.02292	0.02242	0.02197	54	nan
Salmonella bongori	54736	S	1255	1612	2867	0.00016	0.00009	0.00009	0.00009	53	nan
Kosakonia arachidis	551989	S	192616	194027	386643	0.02220	0.01114	0.01094	0.01064	54	nan
Klebsiella oxytoca	571	S	155999	165653	321652	0.01847	0.00951	0.00930	0.00924	57	nan
Klebsiella sp. A52	2834819	S	2181	3291	5472	0.00031	0.00019	0.00022	0.00018	57	nan
Klebsiella pneumoniae	573	S	740	4415	5155	0.00030	0.00025	0.00000	0.00025	58	5.0
Klebsiella michiganensis	1134687	S	712	1209	1921	0.00011	0.00007	0.00000	0.00007	58	5.0
Klebsiella grimontii	2058152	S	318	991	1309	0.00008	0.00006	0.00000	0.00006	58	5.0
Klebsiella quasipneumoniae	1463165	S	232	405	637	0.00004	0.00002	0.00000	0.00002	59	5.0
Enterobacter asburiae	61645	S	205	282	487	0.00003	0.00002	0.00000	0.00002	58	5.0
Enterobacter hormaechei	158836	S	194	493	687	0.00004	0.00003	0.00000	0.00003	57	5.0
Enterobacter mori	539813	S	160	164	324	0.00002	0.00001	0.00000	0.00001	57	4.0
Escherichia coli	562	S	986	2855	3841	0.00022	0.00016	0.00000	0.00016	53	5.0
Pantoea alhagi	1891675	S	981717	987881	1969598	0.11308	0.05672	0.05523	0.05431	55	nan
Proteus vulgaris	585	S	3016	175192	178208	0.01023	0.01006	0.01114	0.01068	40	nan
Proteus terrae	1574161	S	2926	275034	277960	0.01596	0.01579	0.01748	0.01677	40	nan
Proteus sp. ZN5	2697019	S	1078	48123	49201	0.00282	0.00276	0.00306	0.00293	40	nan
Proteus sp. HZ0627	3034648	S	159	7612	7771	0.00045	0.00044	0.00048	0.00046	40	nan
Proteus sp. CD3	1921565	S	158	7307	7465	0.00043	0.00042	0.00046	0.00045	40	nan
Proteus mirabilis	584	S	1099	4116	5215	0.00030	0.00024	0.00026	0.00025	40	nan
Proteus penneri	102862	S	991	18217	19208	0.00110	0.00105	0.00116	0.00111	40	nan
Proteus columbae	1987580	S	802	25900	26702	0.00153	0.00149	0.00165	0.00158	40	nan
Proteus hauseri	183417	S	532	2417	2949	0.00017	0.00014	0.00015	0.00015	40	nan
Yersinia sp. SCPM-O-B-9106 (C-191)	2992843	S	104692	152172	256864	0.01475	0.00874	0.00857	0.00838	50	nan
Yersinia frederiksenii	29484	S	42959	52783	95742	0.00550	0.00303	0.00300	0.00290	49	nan
Yersinia kristensenii	28152	S	4340	4477	8817	0.00051	0.00026	0.00026	0.00025	49	nan
Yersinia enterocolitica	630	S	807	875	1682	0.00010	0.00005	0.00005	0.00005	48	nan
Yersinia hibernica	2339259	S	467	474	941	0.00005	0.00003	0.00003	0.00003	50	nan
Yersinia alsatica	2890317	S	425	433	858	0.00005	0.00002	0.00003	0.00002	49	nan
Yersinia pseudotuberculosis	633	S	191	281	472	0.00003	0.00002	0.00002	0.00002	49	nan
Yersinia rochesterensis	1604335	S	275	384	659	0.00004	0.00002	0.00002	0.00002	49	nan
Yersinia intermedia	631	S	157	229	386	0.00002	0.00001	0.00001	0.00001	50	nan
Yersinia massiliensis	419257	S	151	236	387	0.00002	0.00001	0.00001	0.00001	50	nan
Yersinia canariae	2607663	S	147	149	296	0.00002	0.00001	0.00001	0.00001	49	nan
Yersinia rohdei	29485	S	146	147	293	0.00002	0.00001	0.00001	0.00001	49	nan
Yersinia mollaretii	33060	S	140	142	282	0.00002	0.00001	0.00000	0.00001	51	5.0
Yersinia ruckeri	29486	S	118	119	237	0.00001	0.00001	0.00000	0.00001	50	5.0
Serratia rhizosphaerae	2597702	S	90252	117130	207382	0.01191	0.00673	0.00681	0.00672	61	nan
Serratia sp. JSRIV006	2831896	S	15444	60869	76313	0.00438	0.00349	0.00000	0.00340	58	5.0
Serratia sp. K-M0706	3020826	S	701	11349	12050	0.00069	0.00065	0.00064	0.00064	58	nan
Serratia marcescens	615	S	557	1328	1885	0.00011	0.00008	0.00008	0.00008	60	nan
Serratia fonticola	47917	S	307	394	701	0.00004	0.00002	0.00000	0.00002	57	4.0
Serratia rubidaea	61652	S	108	128	236	0.00001	0.00001	0.00001	0.00001	61	nan
Limnobaculum parvum	2172103	S	151603	152047	303650	0.01743	0.00873	0.00862	0.00842	47	nan
Pectobacterium sp. PL64	2738983	S	123338	137694	261032	0.01499	0.00791	0.00770	0.00756	54	nan
Pectobacterium brasiliense	180957	S	130	161	291	0.00002	0.00001	0.00001	0.00001	55	nan
Vibrio gangliei	2077090	S	550709	558721	1109430	0.06370	0.03208	0.03247	0.03133	44	nan
Vibrio sp. J383	2942997	S	408209	554047	962256	0.05525	0.03181	0.03157	0.03067	45	nan
Vibrio sp. SCSIO 43137	3021011	S	61358	61534	122892	0.00706	0.00353	0.00348	0.00339	47	nan
Vibrio sp. FE10	3035453	S	126	139	265	0.00002	0.00001	0.00001	0.00001	45	nan
Vibrio sp. SNU_ST1	3064001	S	124	139	263	0.00002	0.00001	0.00001	0.00001	46	nan
Vibrio splendidus	29497	S	802	1004	1806	0.00010	0.00006	0.00006	0.00006	45	nan
Vibrio parahaemolyticus	670	S	144	562	706	0.00004	0.00003	0.00003	0.00003	46	nan
Vibrio cyclitrophicus	47951	S	350	410	760	0.00004	0.00002	0.00002	0.00002	45	nan
Vibrio lentus	136468	S	215	239	454	0.00003	0.00001	0.00001	0.00001	46	nan
Vibrio artabrorum	446374	S	206	212	418	0.00002	0.00001	0.00001	0.00001	45	nan
Vibrio crassostreae	246167	S	205	232	437	0.00003	0.00001	0.00001	0.00001	46	nan
Vibrio chagasii	170679	S	203	208	411	0.00002	0.00001	0.00001	0.00001	45	nan
Vibrio echinoideorum	2100116	S	202	218	420	0.00002	0.00001	0.00001	0.00001	45	nan
Vibrio gigantis	296199	S	182	194	376	0.00002	0.00001	0.00001	0.00001	46	nan
Vibrio atlanticus	693153	S	151	179	330	0.00002	0.00001	0.00001	0.00001	45	nan
Vibrio kanaloae	170673	S	149	163	312	0.00002	0.00001	0.00001	0.00001	45	nan
Vibrio bathopelagicus	2777577	S	133	145	278	0.00002	0.00001	0.00001	0.00001	45	nan
Vibrio vulnificus	672	S	131	133	264	0.00002	0.00001	0.00000	0.00001	48	5.0
Vibrio coralliirubri	1516159	S	118	137	255	0.00001	0.00001	0.00001	0.00001	46	nan
Vibrio tasmaniensis	212663	S	108	127	235	0.00001	0.00001	0.00001	0.00001	45	nan
Vibrio cholerae	666	S	107	598	705	0.00004	0.00003	0.00003	0.00003	47	nan
Pseudomonas maumuensis	2842354	S	293839	319341	613180	0.03521	0.01833	0.01988	0.01987	65	nan
Pseudomonas sp. DTU12.3	2073078	S	117141	123164	240305	0.01380	0.00707	0.00719	0.00702	61	nan
Pseudomonas sp. WJP1	2986947	S	5863	6054	11917	0.00068	0.00035	0.00037	0.00035	62	nan
Pseudomonas sp. PP3	2815936	S	588	623	1211	0.00007	0.00004	0.00000	0.00004	61	5.0
