name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Prevotella bivia	28125	S	7144951	7502236	14647187	1.00152	0.51297	0.55065	0.48791	41	nan
Prevotella corporis	28128	S	208699	236354	445053	0.03043	0.01616	0.00000	0.01469	46	5.0
Prevotella intermedia	28131	S	62856	74277	137133	0.00938	0.00508	0.00543	0.00464	46	nan
Prevotella melaninogenica	28132	S	62013	68671	130684	0.00894	0.00470	0.00000	0.00438	43	4.0
Prevotella denticola	28129	S	36304	40870	77174	0.00528	0.00279	0.00000	0.00250	54	4.0
Prevotella jejuni	1177574	S	32426	37168	69594	0.00476	0.00254	0.00000	0.00235	43	5.0
Prevotella nigrescens	28133	S	21706	27932	49638	0.00339	0.00191	0.00000	0.00177	43	5.0
Prevotella veroralis	28137	S	17275	18768	36043	0.00246	0.00128	0.00000	0.00118	43	5.0
Prevotella sp. oral taxon 299	652716	S	9716	10096	19812	0.00135	0.00069	0.00000	0.00068	38	4.0
Prevotella sp. oral taxon 475	712471	S	358	364	722	0.00005	0.00002	0.00000	0.00002	52	4.0
Prevotella scopos	589437	S	9342	10784	20126	0.00138	0.00074	0.00000	0.00069	42	4.0
Prevotella histicola	470565	S	7884	8313	16197	0.00111	0.00057	0.00000	0.00053	43	5.0
Prevotella multiformis	282402	S	3198	3643	6841	0.00047	0.00025	0.00000	0.00022	55	5.0
Prevotella fusca	589436	S	2058	2210	4268	0.00029	0.00015	0.00016	0.00014	47	nan
Prevotella dentalis	52227	S	1923	2062	3985	0.00027	0.00014	0.00000	0.00013	60	4.0
Prevotella herbatica	2801997	S	182	182	364	0.00002	0.00001	0.00000	0.00001	39	4.0
Hoylesella buccalis	28127	S	160860	203663	364523	0.02492	0.01393	0.00000	0.01254	48	5.0
Hoylesella enoeca	76123	S	3623	4431	8054	0.00055	0.00030	0.00000	0.00027	48	5.0
Segatella copri	165179	S	5864	6077	11941	0.00082	0.00042	0.00000	0.00037	48	5.0
Segatella oris	28135	S	2252	2506	4758	0.00033	0.00017	0.00000	0.00015	46	5.0
Segatella bryantii	77095	S	544	568	1112	0.00008	0.00004	0.00000	0.00004	40	5.0
Segatella baroniae	305719	S	347	374	721	0.00005	0.00003	0.00000	0.00002	40	4.0
Paraprevotella clara	454154	S	518	599	1117	0.00008	0.00004	0.00000	0.00004	51	5.0
Bacteroides xylanisolvens	371601	S	12258	32193	44451	0.00304	0.00220	0.00000	0.00202	44	4.0
Bacteroides fragilis	817	S	7681	12948	20629	0.00141	0.00089	0.00000	0.00081	44	4.0
Bacteroides thetaiotaomicron	818	S	5969	7382	13351	0.00091	0.00050	0.00000	0.00046	45	4.0
Bacteroides ovatus	28116	S	5299	17704	23003	0.00157	0.00121	0.00000	0.00111	43	4.0
Bacteroides salyersiae	291644	S	3104	3679	6783	0.00046	0.00025	0.00000	0.00023	43	4.0
Bacteroides uniformis	820	S	2858	6898	9756	0.00067	0.00047	0.00000	0.00043	45	4.0
Bacteroides cellulosilyticus	246787	S	2795	4407	7202	0.00049	0.00030	0.00000	0.00028	44	4.0
Bacteroides zhangwenhongii	2650157	S	1923	2465	4388	0.00030	0.00017	0.00000	0.00015	44	4.0
Bacteroides sp. HF-162	2785531	S	537	5133	5670	0.00039	0.00035	0.00000	0.00032	44	4.0
Bacteroides sp. CACC 737	2755405	S	312	1777	2089	0.00014	0.00012	0.00000	0.00011	45	4.0
Bacteroides sp. DH3716P	2847299	S	163	1703	1866	0.00013	0.00012	0.00000	0.00011	44	4.0
Bacteroides sp. PHL 2737	2162637	S	133	30343	30476	0.00208	0.00207	0.00000	0.00190	44	4.0
Bacteroides heparinolyticus	28113	S	716	820	1536	0.00011	0.00006	0.00000	0.00005	48	5.0
Bacteroides caecimuris	1796613	S	666	914	1580	0.00011	0.00006	0.00000	0.00006	44	4.0
Bacteroides caccae	47678	S	633	709	1342	0.00009	0.00005	0.00000	0.00004	44	4.0
