name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Citrobacter sp. RHBSTW-00524	2742653	S	33471	227506	260977	0.01519	0.01324	0.01385	0.01263	54	nan
Citrobacter sp. RHB25-C09	2742624	S	230	240	470	0.00003	0.00001	0.00002	0.00001	55	nan
Citrobacter sp. TSA-1	184912	S	176	1096	1272	0.00007	0.00006	0.00007	0.00006	54	nan
Citrobacter sp. S171	2971264	S	106	171	277	0.00002	0.00001	0.00000	0.00001	55	5.0
Citrobacter freundii complex sp. CFNIH2	2066049	S	91233	138657	229890	0.01338	0.00807	0.00863	0.00770	55	nan
Citrobacter freundii	546	S	781	2190	2971	0.00017	0.00013	0.00014	0.00012	54	nan
Citrobacter braakii	57706	S	762	4090	4852	0.00028	0.00024	0.00025	0.00023	54	nan
Citrobacter portucalensis	1639133	S	459	792	1251	0.00007	0.00005	0.00005	0.00004	54	nan
Citrobacter werkmanii	67827	S	137	333	470	0.00003	0.00002	0.00002	0.00002	54	nan
Citrobacter koseri	545	S	532	862	1394	0.00008	0.00005	0.00006	0.00005	55	nan
Citrobacter amalonaticus	35703	S	288	757	1045	0.00006	0.00004	0.00005	0.00004	55	nan
Citrobacter farmeri	67824	S	274	339	613	0.00004	0.00002	0.00000	0.00002	55	5.0
Citrobacter arsenatis	2546350	S	262	295	557	0.00003	0.00002	0.00002	0.00002	55	nan
Citrobacter tructae	2562449	S	198	212	410	0.00002	0.00001	0.00001	0.00001	53	nan
Citrobacter rodentium	67825	S	141	108	249	0.00001	0.00001	0.00001	0.00001	53	nan
Citrobacter pasteurii	1563222	S	127	199	326	0.00002	0.00001	0.00001	0.00001	54	nan
Klebsiella huaxiensis	2153354	S	259673	272543	532216	0.03098	0.01586	0.01664	0.01515	55	nan
Klebsiella pneumoniae	573	S	1812	7880	9692	0.00056	0.00046	0.00000	0.00044	55	5.0
Klebsiella michiganensis	1134687	S	1714	2260	3974	0.00023	0.00013	0.00000	0.00013	57	5.0
Klebsiella oxytoca	571	S	1418	1525	2943	0.00017	0.00009	0.00000	0.00008	57	5.0
Klebsiella quasipneumoniae	1463165	S	919	1265	2184	0.00013	0.00007	0.00000	0.00007	59	5.0
Klebsiella grimontii	2058152	S	823	1586	2409	0.00014	0.00009	0.00000	0.00009	56	5.0
Klebsiella variicola	244366	S	270	444	714	0.00004	0.00003	0.00000	0.00002	58	5.0
Klebsiella pasteurii	2587529	S	232	389	621	0.00004	0.00002	0.00000	0.00002	57	5.0
Klebsiella aerogenes	548	S	193	212	405	0.00002	0.00001	0.00000	0.00001	57	5.0
