name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Treponema sp. OMZ 788	2563664	S	7361455	10107168	17468623	1.00642	0.58230	0.27910	0.28796	38	nan
Treponema sp. OMZ 787	2563669	S	3821	5265	9086	0.00052	0.00030	0.00015	0.00015	38	nan
Treponema sp. OMZ 799	2563668	S	1748	2963	4711	0.00027	0.00017	0.00008	0.00008	38	nan
Treponema sp. B152	2749432	S	252	398	650	0.00004	0.00002	0.00000	0.00001	38	5.0
Treponema denticola	158	S	464	493	957	0.00006	0.00003	0.00000	0.00001	38	5.0
Treponema putidum	221027	S	159	162	321	0.00002	0.00001	0.00000	0.00000	38	5.0
Luteibacter aegosomaticola	2911538	S	3484776	3493182	6977958	0.40202	0.20125	0.43021	0.42476	66	nan
Pseudomonas aeruginosa	287	S	285	474	759	0.00004	0.00003	0.00000	0.00005	67	5.0
Sphingosinicella microcystinivorans	335406	S	1759428	1841479	3600907	0.20746	0.10609	0.22488	0.22080	67	nan
Flavobacterium sp. KACC 22758	3025667	S	1364098	1459728	2823826	0.16269	0.08410	0.04288	0.04335	35	nan
Flavobacterium johnsoniae	986	S	723	753	1476	0.00009	0.00004	0.00002	0.00002	34	nan
Flavobacterium endoglycinae	2816357	S	140	140	280	0.00002	0.00001	0.00000	0.00000	35	nan
Flavobacterium gelatinilyticum	3003260	S	116	116	232	0.00001	0.00001	0.00000	0.00000	35	5.0
Flavobacterium anhuiense	459526	S	104	104	208	0.00001	0.00001	0.00000	0.00000	35	nan
Blattabacterium cuenoti	1653831	S	444399	444776	889175	0.05123	0.02562	0.02267	0.02277	25	nan
