name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Citrobacter sp. RHBSTW-01013	2742677	S	29506	144401	173907	0.01000	0.00831	0.00834	0.00805	54	nan
Citrobacter sp. Colony219	2861802	S	6580	27347	33927	0.00195	0.00157	0.00157	0.00152	54	nan
Citrobacter sp. RHB36-C18	2742627	S	5297	33758	39055	0.00225	0.00194	0.00194	0.00188	54	nan
Citrobacter sp. CF971	2566012	S	2544	18453	20997	0.00121	0.00106	0.00107	0.00103	54	nan
Citrobacter sp. RHBSTW-00599	2742657	S	1120	13890	15010	0.00086	0.00080	0.00080	0.00077	54	nan
Citrobacter sp. RHBSTW-00944	2742671	S	287	8459	8746	0.00050	0.00049	0.00049	0.00047	54	nan
Citrobacter sp. RHBSTW-00017	2742629	S	216	20408	20624	0.00119	0.00117	0.00117	0.00114	54	nan
Citrobacter sp. RHB25-C09	2742624	S	123	125	248	0.00001	0.00001	0.00000	0.00001	55	5.0
Citrobacter sp. S171	2971264	S	102	113	215	0.00001	0.00001	0.00001	0.00001	55	nan
Citrobacter braakii	57706	S	1191	6163	7354	0.00042	0.00035	0.00035	0.00034	54	nan
Citrobacter freundii	546	S	1022	2724	3746	0.00022	0.00016	0.00016	0.00015	54	nan
Citrobacter portucalensis	1639133	S	663	1107	1770	0.00010	0.00006	0.00006	0.00006	54	nan
Citrobacter werkmanii	67827	S	210	487	697	0.00004	0.00003	0.00003	0.00003	54	nan
Citrobacter arsenatis	2546350	S	339	376	715	0.00004	0.00002	0.00002	0.00002	55	nan
Citrobacter pasteurii	1563222	S	207	312	519	0.00003	0.00002	0.00002	0.00002	54	nan
Citrobacter tructae	2562449	S	206	215	421	0.00002	0.00001	0.00001	0.00001	53	nan
Citrobacter amalonaticus	35703	S	178	471	649	0.00004	0.00003	0.00003	0.00003	55	nan
Citrobacter koseri	545	S	155	1034	1189	0.00007	0.00006	0.00006	0.00006	54	nan
Citrobacter farmeri	67824	S	117	129	246	0.00001	0.00001	0.00000	0.00001	55	5.0
Citrobacter rodentium	67825	S	111	151	262	0.00002	0.00001	0.00000	0.00001	55	5.0
Enterobacter ludwigii	299767	S	33016	83381	116397	0.00669	0.00480	0.00482	0.00468	57	nan
Enterobacter asburiae	61645	S	1219	2550	3769	0.00022	0.00015	0.00016	0.00014	57	nan
Enterobacter hormaechei	158836	S	913	4703	5616	0.00032	0.00027	0.00028	0.00026	57	nan
Enterobacter cloacae	550	S	589	791	1380	0.00008	0.00005	0.00000	0.00004	57	5.0
Enterobacter roggenkampii	1812935	S	513	710	1223	0.00007	0.00004	0.00000	0.00004	58	5.0
Enterobacter cloacae complex sp. ECL78	2850492	S	126	5813	5939	0.00034	0.00033	0.00034	0.00033	57	nan
Enterobacter kobei	208224	S	217	597	814	0.00005	0.00003	0.00004	0.00003	57	nan
Enterobacter cancerogenus	69218	S	151	157	308	0.00002	0.00001	0.00000	0.00001	58	5.0
Enterobacter sichuanensis	2071710	S	106	116	222	0.00001	0.00001	0.00000	0.00001	57	5.0
Enterobacter sp. DNB-S2	2720029	S	21215	76264	97479	0.00561	0.00439	0.00456	0.00430	57	nan
Enterobacter mori	539813	S	309	334	643	0.00004	0.00002	0.00000	0.00002	57	5.0
Enterobacter bugandensis	881260	S	109	152	261	0.00002	0.00001	0.00001	0.00001	58	nan
Shigella sonnei	624	S	48883	184297	233180	0.01341	0.01060	0.01078	0.01027	53	nan
Shigella dysenteriae	622	S	15426	42822	58248	0.00335	0.00246	0.00251	0.00238	53	nan
Shigella flexneri	623	S	5078	60979	66057	0.00380	0.00351	0.00356	0.00340	53	nan
Shigella boydii	621	S	343	2469	2812	0.00016	0.00014	0.00014	0.00014	53	nan
