name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Devosia sp. SD17-2	2976459	S	6941894	6971506	13913400	0.79661	0.39915	0.39769	0.40367	62	nan
Devosia sp. FJ2-5-3	2976680	S	122269	122640	244909	0.01402	0.00702	0.00750	0.00716	62	nan
Devosia sp. 1566	2499144	S	6531	6537	13068	0.00075	0.00037	0.00000	0.00038	63	5.0
Devosia sp. I507	2083786	S	3509	3520	7029	0.00040	0.00020	0.00000	0.00020	63	5.0
Devosia sp.	1871048	S	2936	2939	5875	0.00034	0.00017	0.00000	0.00017	63	5.0
Devosia sp. YIM 151766	3017325	S	2421	2449	4870	0.00028	0.00014	0.00000	0.00015	63	5.0
Devosia sp. MC521	2759954	S	2357	2365	4722	0.00027	0.00014	0.00000	0.00013	58	4.0
Devosia sp. RR2S18	3049774	S	1658	1659	3317	0.00019	0.00010	0.00000	0.00009	61	5.0
Devosia sp. J2-20	3026161	S	1140	1141	2281	0.00013	0.00007	0.00000	0.00006	61	4.0
Devosia sp. JXJ CY 41	2917991	S	1023	1024	2047	0.00012	0.00006	0.00007	0.00006	63	nan
Devosia sp. G2-5	3026423	S	648	649	1297	0.00007	0.00004	0.00000	0.00003	58	5.0
Devosia sp. SL43	2806348	S	283	283	566	0.00003	0.00002	0.00000	0.00002	63	5.0
Devosia sp. A16	1736675	S	278	278	556	0.00003	0.00002	0.00000	0.00002	66	4.0
Devosia sp. G20-9	3026418	S	271	271	542	0.00003	0.00002	0.00000	0.00001	58	4.0
Devosia salina	2860336	S	3350	3364	6714	0.00038	0.00019	0.00000	0.00020	64	5.0
Devosia beringensis	2657486	S	2220	2222	4442	0.00025	0.00013	0.00000	0.00014	64	5.0
Devosia neptuniae	191302	S	679	679	1358	0.00008	0.00004	0.00000	0.00004	62	5.0
Devosia rhizoryzae	2774137	S	474	474	948	0.00005	0.00003	0.00000	0.00003	62	5.0
Devosia oryziradicis	2801335	S	466	466	932	0.00005	0.00003	0.00000	0.00003	64	5.0
Devosia ginsengisoli	400770	S	361	361	722	0.00004	0.00002	0.00000	0.00002	64	5.0
Pelagibacterium sp. 26DY04	2967130	S	305	539	844	0.00005	0.00003	0.00000	0.00003	63	4.0
Pelagibacterium sp. H642	1881069	S	272	437	709	0.00004	0.00003	0.00000	0.00003	62	5.0
Pelagibacterium halotolerans	531813	S	131	134	265	0.00002	0.00001	0.00000	0.00001	62	5.0
Youhaiella tibetensis	1447062	S	506	506	1012	0.00006	0.00003	0.00000	0.00003	66	4.0
