name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Sphingomonas koreensis	93064	S	1438902	1553127	2992029	0.21720	0.11275	0.10085	0.09618	67	nan
Sphingomonas hankookensis	563996	S	392	407	799	0.00006	0.00003	0.00000	0.00003	68	4.0
Sphingomonas paucimobilis	13689	S	271	281	552	0.00004	0.00002	0.00000	0.00002	66	4.0
Sphingobium sp. TKS	1315974	S	392107	444598	836705	0.06074	0.03228	0.02771	0.02644	64	nan
Sphingobium sp. YC-XJ3	3024245	S	7984	29505	37489	0.00272	0.00214	0.00186	0.00178	65	nan
Sphingorhabdus lacus	392610	S	281889	282035	563924	0.04094	0.02047	0.00000	0.01598	57	4.0
Candidatus Nesciobacter abundans	2601668	S	1067306	1067392	2134698	0.15497	0.07749	0.09316	0.09170	30	nan
Rickettsia prowazekii	782	S	290533	291124	581657	0.04222	0.02113	0.02662	0.02614	28	nan
Rickettsia typhi	785	S	104	104	208	0.00002	0.00001	0.00000	0.00001	29	4.0
Rickettsia peacockii	47589	S	115601	175629	291230	0.02114	0.01275	0.01383	0.01347	31	nan
Rickettsia conorii	781	S	369	916	1285	0.00009	0.00007	0.00007	0.00007	31	nan
Rickettsia amblyommatis	33989	S	228	382	610	0.00004	0.00003	0.00003	0.00003	31	nan
Rickettsia asembonensis	1068590	S	170	177	347	0.00003	0.00001	0.00001	0.00001	32	nan
Rickettsia montanensis	33991	S	157	187	344	0.00002	0.00001	0.00001	0.00001	31	nan
Rickettsia rickettsii	783	S	155	30492	30647	0.00222	0.00221	0.00240	0.00234	31	nan
Rickettsia massiliae	35791	S	155	206	361	0.00003	0.00002	0.00002	0.00002	31	nan
Rickettsia akari	786	S	153	155	308	0.00002	0.00001	0.00001	0.00001	32	nan
Rickettsia australis	787	S	141	145	286	0.00002	0.00001	0.00001	0.00001	33	nan
Rickettsia parkeri	35792	S	138	250	388	0.00003	0.00002	0.00002	0.00002	31	nan
Rickettsia tillamookensis	2761623	S	133	139	272	0.00002	0.00001	0.00001	0.00001	32	nan
Rickettsia japonica	35790	S	124	287	411	0.00003	0.00002	0.00002	0.00002	31	nan
Rickettsia rhipicephali	33992	S	118	169	287	0.00002	0.00001	0.00001	0.00001	32	nan
Rhizobium sp. BT-226	2986922	S	47853	240478	288331	0.02093	0.01746	0.01449	0.01392	62	nan
Rhizobium sp. NZLR1	2731096	S	179	184	363	0.00003	0.00001	0.00001	0.00001	62	nan
Rhizobium sp. Pop5	1223565	S	164	170	334	0.00002	0.00001	0.00001	0.00001	62	nan
Rhizobium sp. BT03	3045156	S	140	155	295	0.00002	0.00001	0.00001	0.00001	63	nan
Rhizobium sp. CIAT894	2020312	S	126	132	258	0.00002	0.00001	0.00001	0.00001	62	nan
Rhizobium sp. C104	2917727	S	123	134	257	0.00002	0.00001	0.00001	0.00001	62	nan
Rhizobium sp. NLR16a	2731112	S	104	108	212	0.00002	0.00001	0.00001	0.00001	62	nan
Rhizobium leguminosarum	384	S	317	409	726	0.00005	0.00003	0.00002	0.00002	62	nan
Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1	2493672	S	64745	70836	135581	0.00984	0.00514	0.00440	0.00421	65	nan
Microvirga ossetica	1882682	S	151	151	302	0.00002	0.00001	0.00000	0.00001	64	nan
Brevundimonas diminuta	293	S	24849	28804	53653	0.00389	0.00209	0.00195	0.00186	67	nan
Brevundimonas vancanneytii	1325724	S	6513	8692	15205	0.00110	0.00063	0.00059	0.00056	67	nan
Brevundimonas sp.	1871086	S	1380	1537	2917	0.00021	0.00011	0.00000	0.00010	68	5.0
Brevundimonas sp. NCCP 15609	3021811	S	392	516	908	0.00007	0.00004	0.00004	0.00003	68	nan
Brevundimonas naejangsanensis	588932	S	1376	1494	2870	0.00021	0.00011	0.00010	0.00010	68	nan
Brevundimonas pondensis	2774189	S	800	812	1612	0.00012	0.00006	0.00000	0.00005	67	4.0
Brevundimonas albigilva	1312364	S	106	108	214	0.00002	0.00001	0.00000	0.00001	70	4.0
Falsihalocynthiibacter arcticus	1579316	S	102	113	215	0.00002	0.00001	0.00000	0.00001	54	nan
Vibrio porteresiae	435912	S	1023295	1036349	2059644	0.14952	0.07523	0.06446	0.06004	46	nan
Vibrio sp. VB16	2785746	S	161	162	323	0.00002	0.00001	0.00000	0.00001	43	4.0
Vibrio sp. FE10	3035453	S	143	156	299	0.00002	0.00001	0.00000	0.00001	45	4.0
Vibrio sp. YMD68	3042300	S	111	118	229	0.00002	0.00001	0.00000	0.00001	45	4.0
Vibrio parahaemolyticus	670	S	258	283	541	0.00004	0.00002	0.00000	0.00002	46	4.0
Vibrio owensii	696485	S	115	141	256	0.00002	0.00001	0.00000	0.00001	47	4.0
Vibrio gigantis	296199	S	227	269	496	0.00004	0.00002	0.00000	0.00002	46	4.0
Vibrio bathopelagicus	2777577	S	170	184	354	0.00003	0.00001	0.00000	0.00001	45	4.0
Vibrio casei	673372	S	168	185	353	0.00003	0.00001	0.00000	0.00001	42	4.0
Vibrio cortegadensis	1328770	S	161	164	325	0.00002	0.00001	0.00000	0.00001	43	4.0
Vibrio europaeus	300876	S	127	130	257	0.00002	0.00001	0.00000	0.00001	46	4.0
Vibrio rumoiensis	76258	S	130	159	289	0.00002	0.00001	0.00000	0.00001	43	4.0
Vibrio alfacsensis	1074311	S	120	136	256	0.00002	0.00001	0.00000	0.00001	45	4.0
Vibrio quintilis	1117707	S	102	102	204	0.00001	0.00001	0.00000	0.00001	47	4.0
Candidatus Enterovibrio luxaltus	1927128	S	443	443	886	0.00006	0.00003	0.00000	0.00003	38	4.0
Photobacterium sanguinicancri	875932	S	103	181	284	0.00002	0.00001	0.00000	0.00001	45	4.0
Aliivibrio fischeri	668	S	225	228	453	0.00003	0.00002	0.00000	0.00001	40	4.0
Aliivibrio salmonicida	40269	S	108	114	222	0.00002	0.00001	0.00000	0.00001	40	4.0
Paraphotobacterium marinum	1755811	S	170	172	342	0.00002	0.00001	0.00000	0.00001	32	3.0
Pseudomonas aeruginosa	287	S	96492	187664	284156	0.02063	0.01362	0.01269	0.01196	68	nan
Pseudomonas paraeruginosa	2994495	S	3283	21346	24629	0.00179	0.00155	0.00147	0.00136	68	nan
Pseudomonas alcaliphila	101564	S	298	312	610	0.00004	0.00002	0.00000	0.00002	64	4.0
Pseudomonas putida	303	S	169	203	372	0.00003	0.00001	0.00000	0.00001	63	4.0
Stutzerimonas stutzeri	316	S	770	840	1610	0.00012	0.00006	0.00000	0.00005	65	4.0
Stutzerimonas frequens	2968969	S	204	229	433	0.00003	0.00002	0.00000	0.00001	65	4.0
Entomomonas sp. E2T0	2930213	S	174	175	349	0.00003	0.00001	0.00000	0.00001	37	4.0
Buchnera aphidicola	9	S	38768	38783	77551	0.00563	0.00282	0.00000	0.00457	26	5.0
Pantoea sp. SoEX	2576763	S	8204	8204	16408	0.00119	0.00060	0.00000	0.00087	28	4.0
Candidatus Pantoea carbekii	1235990	S	2064	2899	4963	0.00036	0.00021	0.00000	0.00025	34	5.0
Candidatus Erwinia haradaeae	1922217	S	3963	4034	7997	0.00058	0.00029	0.00000	0.00034	36	4.0
Erwinia rhapontici	55212	S	102	512	614	0.00004	0.00004	0.00000	0.00003	56	5.0
Wigglesworthia glossinidia	51229	S	488	622	1110	0.00008	0.00005	0.00000	0.00007	26	5.0
Tatumella ptyseos	82987	S	130	221	351	0.00003	0.00002	0.00000	0.00001	50	4.0
Tatumella citrea	53336	S	107	176	283	0.00002	0.00001	0.00000	0.00001	51	4.0
Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus	1505597	S	1345	1366	2711	0.00020	0.00010	0.00000	0.00014	31	5.0
Blochmannia endosymbiont of Colobopsis nipponica	2681987	S	1260	1322	2582	0.00019	0.00010	0.00000	0.00012	31	4.0
Blochmannia endosymbiont of Camponotus nipponensis	2681986	S	966	1080	2046	0.00015	0.00008	0.00000	0.00010	32	5.0
Blochmannia endosymbiont of Camponotus sp.	700220	S	951	1902	2853	0.00021	0.00014	0.00000	0.00017	32	5.0
Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri	1505596	S	571	576	1147	0.00008	0.00004	0.00000	0.00005	30	4.0
Candidatus Blochmannia vafer	251535	S	798	830	1628	0.00012	0.00006	0.00000	0.00008	29	4.0
Candidatus Blochmannia ocreatus	251538	S	698	731	1429	0.00010	0.00005	0.00000	0.00007	29	5.0
Candidatus Blochmannia vicinus	251540	S	356	432	788	0.00006	0.00003	0.00000	0.00004	31	4.0
Candidatus Blochmannia herculeanus	108080	S	143	971	1114	0.00008	0.00007	0.00000	0.00009	32	4.0
Candidatus Westeberhardia cardiocondylae	1594731	S	595	597	1192	0.00009	0.00004	0.00000	0.00008	26	4.0
Candidatus Tachikawaea gelatinosa	1410383	S	2342	2494	4836	0.00035	0.00018	0.00000	0.00029	26	5.0
Candidatus Purcelliella pentastirinorum	472834	S	1892	1897	3789	0.00028	0.00014	0.00000	0.00032	23	4.0
secondary endosymbiont of Heteropsylla cubana	134287	S	767	855	1622	0.00012	0.00006	0.00000	0.00008	21	4.0
Candidatus Hamiltonella defensa	138072	S	280	283	563	0.00004	0.00002	0.00000	0.00002	41	3.0
Candidatus Annandia adelgestsuga	1302411	S	477	493	970	0.00007	0.00004	0.00000	0.00013	18	4.0
Candidatus Annandia pinicola	1345117	S	472	476	948	0.00007	0.00003	0.00000	0.00011	17	4.0
Candidatus Mikella endobia	1778264	S	548	640	1188	0.00009	0.00005	0.00000	0.00006	35	5.0
secondary endosymbiont of Trabutina mannipara	1835721	S	478	603	1081	0.00008	0.00004	0.00000	0.00005	34	4.0
Candidatus Gullanella endobia	1070130	S	447	481	928	0.00007	0.00003	0.00000	0.00005	20	4.0
Candidatus Hoaglandella endobia	1778263	S	271	288	559	0.00004	0.00002	0.00000	0.00002	43	4.0
Candidatus Doolittlea endobia	1778262	S	217	230	447	0.00003	0.00002	0.00000	0.00001	47	4.0
Enterobacteriaceae endosymbiont of Plateumaris rustica	2675796	S	1138	1576	2714	0.00020	0.00011	0.00000	0.00031	21	4.0
Enterobacteriaceae endosymbiont of Donacia tomentosa	2675787	S	1100	1282	2382	0.00017	0.00009	0.00000	0.00021	23	4.0
Enterobacteriaceae endosymbiont of Neohaemonia nigricornis	2675792	S	972	1101	2073	0.00015	0.00008	0.00000	0.00020	21	4.0
Enterobacteriaceae endosymbiont of Macroplea mutica	2675791	S	805	1074	1879	0.00014	0.00008	0.00000	0.00016	22	4.0
Enterobacteriaceae endosymbiont of Donacia provostii	2675781	S	790	1053	1843	0.00013	0.00008	0.00000	0.00022	18	4.0
Enterobacteriaceae endosymbiont of Donacia cincticornis	2675773	S	623	972	1595	0.00012	0.00007	0.00000	0.00019	20	4.0
Enterobacteriaceae endosymbiont of Donacia simplex	2675784	S	534	1114	1648	0.00012	0.00008	0.00000	0.00022	20	4.0
Enterobacteriaceae endosymbiont of Donacia cinerea	2675774	S	479	899	1378	0.00010	0.00007	0.00000	0.00018	20	4.0
Enterobacteriaceae endosymbiont of Plateumaris pusilla	2675795	S	435	740	1175	0.00009	0.00005	0.00000	0.00015	20	4.0
Enterobacteriaceae endosymbiont of Plateumaris sericea	2675797	S	392	689	1081	0.00008	0.00005	0.00000	0.00013	21	4.0
Enterobacteriaceae endosymbiont of Donacia crassipes	2675776	S	355	650	1005	0.00007	0.00005	0.00000	0.00013	21	4.0
Enterobacteriaceae endosymbiont of Donacia sparganii	2675785	S	310	440	750	0.00005	0.00003	0.00000	0.00009	22	4.0
Enterobacteriaceae endosymbiont of Donacia fulgens	2675778	S	293	573	866	0.00006	0.00004	0.00000	0.00012	19	4.0
Enterobacteriaceae endosymbiont of Donacia clavipes	2675775	S	282	634	916	0.00007	0.00005	0.00000	0.00013	19	4.0
Enterobacteriaceae endosymbiont of Donacia vulgaris	2675789	S	255	467	722	0.00005	0.00003	0.00000	0.00009	19	4.0
Enterobacteriaceae endosymbiont of Plateumaris consimilis	2675794	S	240	391	631	0.00005	0.00003	0.00000	0.00007	20	4.0
Enterobacteriaceae endosymbiont of Donacia thalassina	2675786	S	233	344	577	0.00004	0.00002	0.00000	0.00007	20	4.0
Enterobacteriaceae endosymbiont of Plateumaris braccata	2675793	S	213	336	549	0.00004	0.00002	0.00000	0.00006	21	4.0
Enterobacteriaceae endosymbiont of Donacia piscatrix	2675780	S	207	357	564	0.00004	0.00003	0.00000	0.00007	21	4.0
Enterobacteriaceae endosymbiont of Macroplea appendiculata	2675790	S	195	260	455	0.00003	0.00002	0.00000	0.00004	22	4.0
Enterobacteriaceae endosymbiont of Donacia semicuprea	2675783	S	174	391	565	0.00004	0.00003	0.00000	0.00008	19	4.0
Enterobacteriaceae endosymbiont of Donacia bicoloricornis	2675772	S	151	237	388	0.00003	0.00002	0.00000	0.00005	20	4.0
Enterobacteriaceae endosymbiont of Donacia proxima	2675782	S	125	222	347	0.00003	0.00002	0.00000	0.00004	21	4.0
Candidatus Profftia lariciata	1987921	S	1587	1610	3197	0.00023	0.00012	0.00000	0.00025	12	5.0
Candidatus Profftia sp. (ex Adelges kitamiensis)	2864218	S	968	987	1955	0.00014	0.00007	0.00000	0.00013	15	4.0
Candidatus Profftia tarda	1177216	S	354	365	719	0.00005	0.00003	0.00000	0.00003	38	4.0
Candidatus Ishikawaella capsulata	168169	S	1780	1786	3566	0.00026	0.00013	0.00000	0.00015	29	4.0
Candidatus Schneideria nysicola	1081631	S	952	954	1906	0.00014	0.00007	0.00000	0.00009	30	4.0
Escherichia coli	562	S	440	5184	5624	0.00041	0.00038	0.00000	0.00030	53	4.0
Candidatus Riesia pediculicola	401619	S	303	375	678	0.00005	0.00003	0.00000	0.00003	29	4.0
Klebsiella pneumoniae	573	S	198	2341	2539	0.00018	0.00017	0.00000	0.00014	55	4.0
Raoultella ornithinolytica	54291	S	105	591	696	0.00005	0.00004	0.00000	0.00003	55	4.0
Enterobacter sp. BIDMC 29	1329841	S	152	210	362	0.00003	0.00002	0.00000	0.00001	58	4.0
Salmonella enterica	28901	S	126	5233	5359	0.00039	0.00038	0.00000	0.00031	54	4.0
Candidatus Moranella endobia	1048758	S	107	0	107	0.00001	0.00000	nan	nan	nan	nan
Plesiomonas shigelloides	703	S	106	113	219	0.00002	0.00001	0.00000	0.00001	54	4.0
Candidatus Arsenophonus lipoptenae	634113	S	1444	1449	2893	0.00021	0.00011	0.00000	0.00017	27	5.0
Arsenophonus endosymbiont of Aleurodicus dispersus	235559	S	255	255	510	0.00004	0.00002	0.00000	0.00002	36	4.0
Arsenophonus endosymbiont of Aphis craccivora	1231049	S	254	310	564	0.00004	0.00002	0.00000	0.00002	40	4.0
Arsenophonus nasoniae	638	S	503	907	1410	0.00010	0.00007	0.00000	0.00006	40	4.0
Arsenophonus apicola	2879119	S	309	542	851	0.00006	0.00004	0.00000	0.00004	39	4.0
Providencia sp. R33	2828763	S	270	288	558	0.00004	0.00002	0.00000	0.00002	44	4.0
Providencia sp. PROV252	2936799	S	239	308	547	0.00004	0.00002	0.00000	0.00002	44	4.0
Providencia sp. PROV188	2939731	S	171	192	363	0.00003	0.00001	0.00000	0.00001	45	4.0
Providencia sp. 21OH12SH02B-Prov	3015951	S	115	775	890	0.00006	0.00006	0.00000	0.00005	43	4.0
Providencia alcalifaciens	126385	S	370	414	784	0.00006	0.00003	0.00000	0.00003	44	4.0
Providencia rettgeri	587	S	303	1710	2013	0.00015	0.00012	0.00000	0.00010	43	4.0
Providencia sneebia	516075	S	262	283	545	0.00004	0.00002	0.00000	0.00002	40	4.0
Providencia heimbachae	333962	S	189	237	426	0.00003	0.00002	0.00000	0.00001	43	4.0
Proteus mirabilis	584	S	570	947	1517	0.00011	0.00007	0.00000	0.00006	41	4.0
Proteus hauseri	183417	S	394	444	838	0.00006	0.00003	0.00000	0.00003	40	4.0
Proteus sp. ZN5	2697019	S	241	639	880	0.00006	0.00005	0.00000	0.00004	40	4.0
Proteus vulgaris	585	S	306	879	1185	0.00009	0.00006	0.00000	0.00006	40	4.0
Proteus penneri	102862	S	210	362	572	0.00004	0.00003	0.00000	0.00002	40	4.0
Xenorhabdus hominickii	351679	S	409	427	836	0.00006	0.00003	0.00000	0.00003	45	4.0
Xenorhabdus poinarii	40577	S	251	268	519	0.00004	0.00002	0.00000	0.00002	47	4.0
