name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Cytobacillus kochii	859143	S	1122906	1130030	2252936	0.15519	0.07784	0.07714	0.07152	36	nan
Cytobacillus firmus	1399	S	1261	1297	2558	0.00018	0.00009	0.00000	0.00007	42	4.0
Cytobacillus oceanisediminis	665099	S	297	660	957	0.00007	0.00005	0.00000	0.00004	40	3.0
Cytobacillus pseudoceanisediminis	3051614	S	237	703	940	0.00006	0.00005	0.00000	0.00004	42	4.0
Cytobacillus solani	1637975	S	144	145	289	0.00002	0.00001	0.00000	0.00001	37	4.0
Fervidibacillus halotolerans	2980027	S	892617	899743	1792360	0.12346	0.06198	0.05844	0.05555	38	nan
Lysinibacillus fusiformis	28031	S	311913	320963	632876	0.04359	0.02211	0.02134	0.01999	38	nan
Lysinibacillus sp. SGAir0095	2070463	S	463	468	931	0.00006	0.00003	0.00000	0.00003	38	4.0
Lysinibacillus sp. Ag94	2936682	S	158	159	317	0.00002	0.00001	0.00000	0.00001	37	3.0
Lysinibacillus sp. PLM2	2929796	S	135	136	271	0.00002	0.00001	0.00000	0.00001	35	4.0
Lysinibacillus agricola	2590012	S	597	602	1199	0.00008	0.00004	0.00000	0.00004	37	5.0
Lysinibacillus louembei	1470088	S	235	236	471	0.00003	0.00002	0.00000	0.00001	40	4.0
Lysinibacillus capsici	2115968	S	146	303	449	0.00003	0.00002	0.00000	0.00002	38	4.0
Lysinibacillus sphaericus	1421	S	136	159	295	0.00002	0.00001	0.00000	0.00001	37	4.0
Bacillus cereus	1396	S	830	3378	4208	0.00029	0.00023	0.00000	0.00022	35	5.0
Bacillus thuringiensis	1428	S	242	667	909	0.00006	0.00005	0.00000	0.00004	35	5.0
Bacillus mycoides	1405	S	241	308	549	0.00004	0.00002	0.00000	0.00002	35	5.0
Bacillus pseudomycoides	64104	S	171	173	344	0.00002	0.00001	0.00000	0.00001	35	3.0
Bacillus velezensis	492670	S	151	554	705	0.00005	0.00004	0.00000	0.00003	47	4.0
Bacillus subtilis	1423	S	222	650	872	0.00006	0.00004	0.00000	0.00004	42	4.0
Bacillus licheniformis	1402	S	219	680	899	0.00006	0.00005	0.00000	0.00004	46	4.0
Bacillus badius	1455	S	1047	1059	2106	0.00015	0.00007	0.00000	0.00006	44	4.0
Bacillus sp. OxB-1	98228	S	220	254	474	0.00003	0.00002	0.00000	0.00001	49	4.0
Bacillus sp. CMF12	2884834	S	145	714	859	0.00006	0.00005	0.00000	0.00004	38	3.0
Bacillus methanolicus	1471	S	223	225	448	0.00003	0.00002	0.00000	0.00001	38	4.0
Bacillus gobiensis	1441095	S	183	183	366	0.00003	0.00001	0.00000	0.00001	41	4.0
Bacillus arachidis	2819290	S	142	144	286	0.00002	0.00001	0.00000	0.00001	36	4.0
Bacillus pumilus	1408	S	118	119	237	0.00002	0.00001	0.00000	0.00001	42	3.0
Peribacillus frigoritolerans	450367	S	935	996	1931	0.00013	0.00007	0.00000	0.00006	41	4.0
Peribacillus asahii	228899	S	747	756	1503	0.00010	0.00005	0.00000	0.00005	38	4.0
Peribacillus butanolivorans	421767	S	145	190	335	0.00002	0.00001	0.00000	0.00001	39	3.0
Virgibacillus halodenitrificans	1482	S	1256	1504	2760	0.00019	0.00010	0.00000	0.00009	37	5.0
Rossellomorea vietnamensis	218284	S	1008	1021	2029	0.00014	0.00007	0.00000	0.00006	45	4.0
Niallia circulans	1397	S	532	535	1067	0.00007	0.00004	0.00000	0.00003	36	4.0
Niallia sp. RD1	2962858	S	340	350	690	0.00005	0.00002	0.00000	0.00002	36	5.0
Neobacillus sp. Marseille-Q6967	2963105	S	120	134	254	0.00002	0.00001	0.00000	0.00001	39	3.0
Neobacillus mesonae	1193713	S	167	171	338	0.00002	0.00001	0.00000	0.00001	41	3.0
Salipaludibacillus sp. LMS25	2924031	S	727	728	1455	0.00010	0.00005	0.00000	0.00004	39	4.0
Anaerobacillus isosaccharinicus	1532552	S	610	613	1223	0.00008	0.00004	0.00000	0.00004	36	4.0
Mesobacillus jeotgali	129985	S	197	312	509	0.00004	0.00002	0.00000	0.00002	44	4.0
Priestia megaterium	1404	S	169	251	420	0.00003	0.00002	0.00000	0.00002	38	4.0
Sutcliffiella horikoshii	79883	S	321	340	661	0.00005	0.00002	0.00000	0.00002	40	4.0
Terribacillus sp. DMT04	2850441	S	306	307	613	0.00004	0.00002	0.00000	0.00002	43	4.0
Halobacillus shinanisalinarum	2932258	S	223	223	446	0.00003	0.00002	0.00000	0.00001	41	3.0
Oceanobacillus iheyensis	182710	S	162	199	361	0.00002	0.00001	0.00000	0.00001	38	4.0
Salimicrobium jeotgali	1230341	S	285	285	570	0.00004	0.00002	0.00000	0.00002	48	4.0
Heyndrickxia oleronia	38875	S	126	162	288	0.00002	0.00001	0.00000	0.00001	35	3.0
Pradoshia sp. D12	2651284	S	173	173	346	0.00002	0.00001	0.00000	0.00001	39	4.0
Salicibibacter cibarius	2743000	S	107	121	228	0.00002	0.00001	0.00000	0.00001	46	3.0
Ectobacillus sp. JY-23	2933872	S	100	100	200	0.00001	0.00001	0.00000	0.00001	40	3.0
Paenibacillus sp. B01	2660554	S	335717	347711	683428	0.04708	0.02395	0.02172	0.02071	65	nan
Hydrogenibacillus sp. N12	2866627	S	179897	180084	359981	0.02480	0.01240	0.01175	0.01137	67	nan
Macrococcus bohemicus	1903056	S	1069	1131	2200	0.00015	0.00008	0.00000	0.00008	35	5.0
Staphylococcus aureus	1280	S	131	323	454	0.00003	0.00002	0.00000	0.00002	33	4.0
Listeria innocua	1642	S	300	305	605	0.00004	0.00002	0.00000	0.00002	37	4.0
Listeria monocytogenes	1639	S	134	154	288	0.00002	0.00001	0.00000	0.00001	38	4.0
Melissococcus plutonius	33970	S	366342	367159	733501	0.05053	0.02529	0.02928	0.02805	33	nan
Enterococcus sp. FZMF	3050383	S	66278	160358	226636	0.01561	0.01105	0.00956	0.00908	44	nan
Enterococcus casseliflavus	37734	S	783	1231	2014	0.00014	0.00008	0.00007	0.00007	44	nan
Enterococcus faecalis	1351	S	189	319	508	0.00003	0.00002	0.00000	0.00002	38	4.0
Jeotgalibaca sp. PTS2502	1903686	S	130873	148565	279438	0.01925	0.01023	0.00952	0.00907	39	nan
[Clostridium] colinum	36835	S	761130	761560	1522690	0.10489	0.05246	0.07315	0.07735	26	nan
Peptostreptococcus sp. CBA3647	3003601	S	137473	137664	275137	0.01895	0.00948	0.01142	0.01088	30	nan
Microbacterium atlanticum	2782168	S	201173	208098	409271	0.02819	0.01433	0.01575	0.01539	71	nan
Microbacterium sp. 1S1	2606451	S	113	395	508	0.00003	0.00003	0.00000	0.00003	70	4.0
Microbacterium oleivorans	273677	S	246	255	501	0.00003	0.00002	0.00000	0.00002	70	5.0
Microbacterium oxydans	82380	S	143	201	344	0.00002	0.00001	0.00000	0.00001	70	5.0
