name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
secondary endosymbiont of Trabutina mannipara	1835721	S	5628284	5630579	11258863	0.80660	0.40338	0.39929	0.37757	34	nan
Raoultella sp. DY2415	2993656	S	75525	652750	728275	0.05217	0.04676	0.04100	0.03847	57	nan
Raoultella sp. HC6	2923366	S	175	200	375	0.00003	0.00001	0.00000	0.00001	60	5.0
Raoultella ornithinolytica	54291	S	2617	14000	16617	0.00119	0.00100	0.00088	0.00083	57	nan
Raoultella planticola	575	S	2441	2818	5259	0.00038	0.00020	0.00000	0.00017	57	5.0
Raoultella electrica	1259973	S	1800	1936	3736	0.00027	0.00014	0.00012	0.00011	58	nan
Raoultella terrigena	577	S	308	339	647	0.00005	0.00002	0.00000	0.00002	59	5.0
Klebsiella pneumoniae	573	S	578	1510	2088	0.00015	0.00011	0.00000	0.00009	58	4.0
Escherichia coli	562	S	580	7776	8356	0.00060	0.00056	0.00000	0.00046	54	4.0
Salmonella enterica	28901	S	215	1323	1538	0.00011	0.00009	0.00000	0.00008	54	4.0
Providencia sp. PROV252	2936799	S	600	617	1217	0.00009	0.00004	0.00004	0.00004	44	nan
Providencia sp. R33	2828763	S	570	580	1150	0.00008	0.00004	0.00004	0.00003	44	nan
Providencia sp. PROV040	2949771	S	344	1009	1353	0.00010	0.00007	0.00006	0.00006	43	nan
Providencia sp. PROV175	2949878	S	211	812	1023	0.00007	0.00006	0.00005	0.00005	43	nan
Providencia sp. PROV008	2936771	S	164	1105190	1105354	0.07919	0.07918	0.06911	0.06444	43	nan
Providencia sp. PROV046	2949776	S	148	804	952	0.00007	0.00006	0.00005	0.00005	42	nan
Providencia sp. PROV188	2939731	S	120	126	246	0.00002	0.00001	0.00000	0.00001	45	5.0
Providencia rettgeri	587	S	5350	14326	19676	0.00141	0.00103	0.00090	0.00084	42	nan
Providencia huaxiensis	2027290	S	2068	2257	4325	0.00031	0.00016	0.00014	0.00013	43	nan
Providencia heimbachae	333962	S	589	597	1186	0.00008	0.00004	0.00004	0.00003	43	nan
Providencia alcalifaciens	126385	S	533	543	1076	0.00008	0.00004	0.00003	0.00003	44	nan
Providencia rustigianii	158850	S	317	321	638	0.00005	0.00002	0.00002	0.00002	42	nan
