name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Runella rosea	2259595	S	6605052	6606885	13211937	0.82737	0.41374	0.44167	0.41179	45	nan
Lutibacter profundi	1622118	S	1271013	1272152	2543165	0.15926	0.07967	0.10177	0.10617	29	nan
Corynebacterium heidelbergense	2055947	S	2395950	2398355	4794305	0.30023	0.15019	0.14784	0.13019	66	nan
Corynebacterium pyruviciproducens	598660	S	3295	3375	6670	0.00042	0.00021	0.00000	0.00018	62	4.0
Lawsonella clevelandensis	1528099	S	849	850	1699	0.00011	0.00005	0.00000	0.00004	58	4.0
Mobiluncus curtisii	2051	S	1755238	1768893	3524131	0.22069	0.11077	0.11108	0.09294	57	nan
Mobiluncus sp. Marseille-Q7826	3036302	S	7862	7886	15748	0.00099	0.00049	0.00000	0.00041	59	4.0
Varibaculum prostatecancerukia	2811781	S	7219	7239	14458	0.00091	0.00045	0.00040	0.00039	54	nan
Actinotignum urinale	190146	S	2089	2098	4187	0.00026	0.00013	0.00000	0.00012	51	5.0
Schaalia turicensis	131111	S	694	697	1391	0.00009	0.00004	0.00000	0.00004	58	4.0
Arcanobacterium haemolyticum	28264	S	282	300	582	0.00004	0.00002	0.00000	0.00002	54	4.0
Trueperella pyogenes	1661	S	183	183	366	0.00002	0.00001	0.00000	0.00001	61	4.0
Trueperella abortisuis	445930	S	114	114	228	0.00001	0.00001	0.00000	0.00001	66	4.0
Streptomyces lienomycini	284035	S	239109	250379	489488	0.03065	0.01568	0.01476	0.01724	72	nan
Vaginimicrobium propionicum	1871034	S	2483	2494	4977	0.00031	0.00016	0.00000	0.00014	50	4.0
Cutibacterium avidum	33010	S	169	170	339	0.00002	0.00001	0.00000	0.00001	64	3.0
Propionibacterium freudenreichii	1744	S	159	162	321	0.00002	0.00001	0.00000	0.00001	68	3.0
Gardnerella vaginalis	2702	S	2288	2300	4588	0.00029	0.00014	0.00000	0.00015	41	4.0
Bifidobacterium longum	216816	S	174	194	368	0.00002	0.00001	0.00000	0.00001	61	4.0
Curtobacterium sp. MCSS17_016	2175644	S	138	139	277	0.00002	0.00001	0.00000	0.00001	71	3.0
Staphylococcus devriesei	586733	S	633441	640401	1273842	0.07977	0.04010	0.04884	0.04761	34	nan
Staphylococcus haemolyticus	1283	S	12464	13905	26369	0.00165	0.00087	0.00110	0.00104	33	nan
Staphylococcus hominis	1290	S	2072	2149	4221	0.00026	0.00013	0.00000	0.00017	32	5.0
Staphylococcus sp. NRL 16/872	2930131	S	995	1404	2399	0.00015	0.00009	0.00000	0.00010	34	5.0
Staphylococcus epidermidis	1282	S	1198	1237	2435	0.00015	0.00008	0.00000	0.00010	33	5.0
Staphylococcus equorum	246432	S	823	1320	2143	0.00013	0.00008	0.00000	0.00010	34	5.0
Staphylococcus warneri	1292	S	603	684	1287	0.00008	0.00004	0.00000	0.00005	33	5.0
Staphylococcus lugdunensis	28035	S	555	561	1116	0.00007	0.00004	0.00000	0.00004	34	4.0
Staphylococcus chromogenes	46126	S	445	454	899	0.00006	0.00003	0.00000	0.00003	36	4.0
Staphylococcus saprophyticus	29385	S	405	415	820	0.00005	0.00003	0.00000	0.00003	33	4.0
Staphylococcus aureus	1280	S	368	1023	1391	0.00009	0.00006	0.00000	0.00008	34	5.0
Staphylococcus pasteuri	45972	S	356	378	734	0.00005	0.00002	0.00000	0.00003	31	4.0
Staphylococcus simulans	1286	S	276	278	554	0.00003	0.00002	0.00000	0.00002	36	4.0
Staphylococcus coagulans	74706	S	231	238	469	0.00003	0.00001	0.00000	0.00002	36	5.0
Staphylococcus pseudintermedius	283734	S	178	181	359	0.00002	0.00001	0.00000	0.00001	38	4.0
Staphylococcus agnetis	985762	S	216	221	437	0.00003	0.00001	0.00000	0.00002	36	4.0
Staphylococcus capitis	29388	S	204	219	423	0.00003	0.00001	0.00000	0.00002	34	5.0
Staphylococcus carnosus	1281	S	176	179	355	0.00002	0.00001	0.00000	0.00001	35	4.0
Staphylococcus condimenti	70255	S	138	140	278	0.00002	0.00001	0.00000	0.00001	35	4.0
Staphylococcus xylosus	1288	S	101	103	204	0.00001	0.00001	0.00000	0.00001	33	4.0
Paenibacillus sp. FSL P4-0081	1536769	S	122	173	295	0.00002	0.00001	0.00000	0.00001	54	4.0
Acaryochloris marina	155978	S	319706	324019	643725	0.04031	0.02029	0.02043	0.01951	48	nan
Acaryochloris sp. CCMEE 5410	310037	S	105139	106826	211965	0.01327	0.00669	0.00697	0.00644	49	nan
Acaryochloris sp. 'Moss Beach'	2740837	S	7457	8448	15905	0.00100	0.00053	0.00054	0.00051	48	nan
Acinetobacter bereziniae	106648	S	435657	660264	1095921	0.06863	0.04135	0.00000	0.04515	39	5.0
Acinetobacter sp. Tol 5	710648	S	41049	132233	173282	0.01085	0.00828	0.00983	0.00903	39	nan
Acinetobacter sp. Marseille-Q1620	2714110	S	15217	15276	30493	0.00191	0.00096	0.00000	0.00106	39	5.0
Acinetobacter sp. TAC-1	3027470	S	13607	27970	41577	0.00260	0.00175	0.00205	0.00191	40	nan
Acinetobacter sp. MYb10	1827285	S	12502	21380	33882	0.00212	0.00134	0.00158	0.00146	40	nan
Acinetobacter sp. TTH0-4	1646498	S	10533	11210	21743	0.00136	0.00070	0.00083	0.00076	40	nan
Acinetobacter sp. TGL-Y2	1407071	S	10124	10190	20314	0.00127	0.00064	0.00000	0.00069	41	5.0
Acinetobacter sp. Res13-Abat-PEC07-P2-02	2777947	S	9994	35577	45571	0.00285	0.00223	0.00264	0.00244	39	nan
Acinetobacter sp. NyZ410	2929509	S	9312	19000	28312	0.00177	0.00119	0.00140	0.00130	40	nan
Acinetobacter sp. CS-2	2798861	S	7867	9168	17035	0.00107	0.00057	0.00000	0.00061	42	5.0
Acinetobacter sp. KCTC 92772	3045147	S	6755	7460	14215	0.00089	0.00047	0.00000	0.00049	43	5.0
Acinetobacter sp. Z1	2953738	S	5961	6313	12274	0.00077	0.00040	0.00000	0.00043	40	5.0
Acinetobacter sp. NCu2D-2	1608473	S	5925	6239	12164	0.00076	0.00039	0.00045	0.00042	41	nan
Acinetobacter sp. C32I	2950074	S	5790	6188	11978	0.00075	0.00039	0.00000	0.00041	42	5.0
Acinetobacter sp. GSS19	3020716	S	5616	5690	11306	0.00071	0.00036	0.00000	0.00036	47	5.0
Acinetobacter sp. 10FS3-1	2563897	S	4948	6420	11368	0.00071	0.00040	0.00000	0.00042	41	5.0
Acinetobacter sp. ESL0695	2983215	S	4040	4055	8095	0.00051	0.00025	0.00000	0.00029	37	4.0
Acinetobacter sp. WCHA55	2004646	S	4025	5047	9072	0.00057	0.00032	0.00039	0.00033	41	nan
Acinetobacter sp. LoGeW2-3	1808001	S	3932	4117	8049	0.00050	0.00026	0.00000	0.00027	45	5.0
Acinetobacter sp. C16S1	2609668	S	3668	4362	8030	0.00050	0.00027	0.00031	0.00029	40	nan
Acinetobacter sp. WCHAc010034	1879049	S	3600	3820	7420	0.00046	0.00024	0.00000	0.00022	54	5.0
Acinetobacter sp. SH20PTE14	2905879	S	3325	7900	11225	0.00070	0.00049	0.00057	0.00053	41	nan
Acinetobacter sp. SCLZS86	2908637	S	2903	4155	7058	0.00044	0.00026	0.00031	0.00028	41	nan
Acinetobacter sp. ACNIH2	1758189	S	2692	5604	8296	0.00052	0.00035	0.00040	0.00038	41	nan
Acinetobacter sp. ASP199	2773709	S	2643	2858	5501	0.00034	0.00018	0.00000	0.00019	45	5.0
Acinetobacter sp. WCHA45	2004644	S	2564	3449	6013	0.00038	0.00022	0.00025	0.00023	40	nan
Acinetobacter sp. XS-4	2923375	S	2354	2718	5072	0.00032	0.00017	0.00020	0.00019	40	nan
Acinetobacter sp. WCHAc010052	2004647	S	2323	3625	5948	0.00037	0.00023	0.00000	0.00024	43	5.0
Acinetobacter sp. PK01	2930198	S	2028	4153	6181	0.00039	0.00026	0.00030	0.00028	41	nan
Acinetobacter sp. YH16056_T	2929514	S	1868	4336	6204	0.00039	0.00027	0.00031	0.00029	41	nan
Acinetobacter sp. YH16040_T	2929512	S	1645	3978	5623	0.00035	0.00025	0.00029	0.00027	41	nan
Acinetobacter sp. YH12068_T	2929515	S	1447	3887	5334	0.00033	0.00024	0.00028	0.00026	41	nan
Acinetobacter sp. YH12138	2601122	S	1351	3225	4576	0.00029	0.00020	0.00023	0.00022	41	nan
Acinetobacter sp. TR11	3003393	S	1335	3697	5032	0.00032	0.00023	0.00027	0.00025	40	nan
Acinetobacter sp. TR3	3003392	S	1223	3474	4697	0.00029	0.00022	0.00026	0.00024	40	nan
Acinetobacter sp. AS23	2871688	S	1112	1845	2957	0.00019	0.00012	0.00013	0.00013	40	nan
Acinetobacter sp. F9	2853158	S	880	1752	2632	0.00016	0.00011	0.00000	0.00012	42	5.0
Acinetobacter sp. SWBY1	2079596	S	813	2017	2830	0.00018	0.00013	0.00015	0.00014	41	nan
Acinetobacter sp. WY4	2708348	S	798	1704	2502	0.00016	0.00011	0.00013	0.00011	42	nan
Acinetobacter sp. AHP123	2913495	S	794	1226	2020	0.00013	0.00008	0.00009	0.00008	40	nan
