name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Methylobacterium nodulans	114616	S	30215	3871629	3901844	0.32052	0.31803	nan	nan	73	5.0
Methylobacterium sp. 17Sr1-1	2202826	S	1024	1064	2088	0.00017	0.00009	nan	nan	72	5.0
Methylobacterium sp. FF17	2984843	S	826	832	1658	0.00014	0.00007	nan	nan	70	5.0
Methylobacterium sp. WL1	2603276	S	475	484	959	0.00008	0.00004	nan	nan	70	5.0
Methylobacterium sp. 4-46	426117	S	409	19952	20361	0.00167	0.00164	nan	nan	73	5.0
Methylobacterium sp. NMS14P	2894310	S	280	324	604	0.00005	0.00003	nan	nan	72	5.0
Methylobacterium sp. AMS5	925818	S	273	279	552	0.00005	0.00002	nan	nan	70	5.0
Methylobacterium sp. SyP6R	2718876	S	102	105	207	0.00002	0.00001	nan	nan	71	5.0
Methylobacterium aquaticum	270351	S	1705	1771	3476	0.00029	0.00015	nan	nan	72	5.0
Methylobacterium currus	2051553	S	1339	1375	2714	0.00022	0.00011	nan	nan	71	5.0
Methylobacterium indicum	1775910	S	1014	1053	2067	0.00017	0.00009	nan	nan	71	5.0
Methylobacterium durans	2202825	S	929	930	1859	0.00015	0.00008	nan	nan	70	5.0
Methylobacterium terrae	2202827	S	865	890	1755	0.00014	0.00007	nan	nan	73	5.0
Methylobacterium radiodurans	2202828	S	766	769	1535	0.00013	0.00006	nan	nan	71	5.0
Methylobacterium organophilum	410	S	570	578	1148	0.00009	0.00005	nan	nan	71	5.0
Methylobacterium mesophilicum	39956	S	524	532	1056	0.00009	0.00004	nan	nan	70	5.0
Methylobacterium tardum	374432	S	505	535	1040	0.00009	0.00004	nan	nan	70	5.0
Methylobacterium brachiatum	269660	S	457	468	925	0.00008	0.00004	nan	nan	71	5.0
Methylobacterium oryzae	334852	S	290	539	829	0.00007	0.00004	nan	nan	72	5.0
