name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	Bracken_estimate	GuaCAMOLE_estimate	GuaCAMOLE_est_eff	GC content	Taxon Removal Cycle
Streptococcus oriscaviae	2781599	S	8165872	8240194	16406066	0.90480	0.45445	0.44078	0.45400	44	nan
Streptococcus suis	1307	S	1505	2075	3580	0.00020	0.00011	0.00000	0.00012	42	5.0
Streptococcus dysgalactiae	1334	S	109	318	427	0.00002	0.00002	0.00000	0.00002	44	5.0
Streptococcus agalactiae	1311	S	148	683	831	0.00005	0.00004	0.00000	0.00004	44	5.0
Streptococcus thermophilus	1308	S	118	197	315	0.00002	0.00001	0.00000	0.00001	41	5.0
Streptococcus pyogenes	1314	S	114	366	480	0.00003	0.00002	0.00000	0.00002	44	5.0
Lactobacillus delbrueckii	1584	S	5518596	5552696	11071292	0.61058	0.30623	0.30071	0.29929	53	nan
Lactobacillus helveticus	1587	S	195	200	395	0.00002	0.00001	0.00000	0.00001	38	4.0
Thermosynechococcus sp. B1	2937792	S	142764	2510602	2653366	0.14633	0.13846	0.13932	0.13151	55	nan
Thermosynechococcus sp. HN-54	2933959	S	6944	6974	13918	0.00077	0.00038	0.00038	0.00037	54	nan
Thermosynechococcus sp. NK55a	1394889	S	3075	3141	6216	0.00034	0.00017	0.00017	0.00016	54	nan
Thermosynechococcus sp.	2814275	S	3025	3084	6109	0.00034	0.00017	0.00017	0.00016	55	nan
Thermosynechococcus sp. QS41	3074101	S	709	2714	3423	0.00019	0.00015	0.00015	0.00014	55	nan
Thermosynechococcus sp. QKsg1	3074130	S	671	3634	4305	0.00024	0.00020	0.00020	0.00019	55	nan
Thermosynechococcus sp. CL-1	2583530	S	540	3612	4152	0.00023	0.00020	0.00020	0.00019	55	nan
Thermosynechococcus sp. B0	2937284	S	365	4251	4616	0.00025	0.00023	0.00024	0.00022	55	nan
Thermosynechococcus sp. PKX82	3074086	S	351	2555	2906	0.00016	0.00014	0.00014	0.00013	55	nan
Thermosynechococcus sp. B3	2937793	S	255	5142	5397	0.00030	0.00028	0.00029	0.00027	55	nan
Thermosynechococcus sp. TA-1	2813673	S	234	2909	3143	0.00017	0.00016	0.00016	0.00015	55	nan
Thermosynechococcus sp. PP22	3074082	S	184	3001	3185	0.00018	0.00017	0.00017	0.00016	55	nan
Streptomyces sp. SGAir0924	2109593	S	221174	744593	965767	0.05326	0.04106	0.05792	0.05614	73	nan
Streptomyces sp. M92	2944250	S	699	738	1437	0.00008	0.00004	0.00005	0.00005	72	nan
Streptomyces sp. BB1-1-1	3074430	S	405	430	835	0.00005	0.00002	0.00003	0.00003	72	nan
Streptomyces sp. SS52	2563602	S	231	631	862	0.00005	0.00003	0.00005	0.00005	73	nan
Streptomyces sp. A144	2871487	S	225	617	842	0.00005	0.00003	0.00005	0.00005	73	nan
Streptomyces sp. CB09001	2083284	S	211	234	445	0.00002	0.00001	0.00002	0.00002	73	nan
Streptomyces sp. SYP-A7193	2662065	S	176	194	370	0.00002	0.00001	0.00001	0.00001	73	nan
Streptomyces sp. CCM_MD2014	1561022	S	155	184	339	0.00002	0.00001	0.00001	0.00001	73	nan
Streptomyces sp. HUAS 5	3031124	S	130	133	263	0.00001	0.00001	0.00001	0.00001	72	nan
Streptomyces sp. HSG2	2797167	S	125	125	250	0.00001	0.00001	0.00001	0.00001	73	nan
Streptomyces sp. WAC 01438	2203204	S	112	116	228	0.00001	0.00001	0.00001	0.00001	73	nan
Streptomyces sp. JB150	2714844	S	109	113	222	0.00001	0.00001	0.00001	0.00001	73	nan
Streptomyces sp. KMM 9044	2744474	S	109	111	220	0.00001	0.00001	0.00000	0.00001	72	5.0
Streptomyces sp. N50	3081765	S	108	109	217	0.00001	0.00001	0.00000	0.00001	71	4.0
Streptomyces sp. SAT1	1849967	S	108	110	218	0.00001	0.00001	0.00000	0.00001	74	5.0
Streptomyces sp. Z423-1	2730915	S	107	110	217	0.00001	0.00001	0.00000	0.00001	72	5.0
Streptomyces rochei	1928	S	456	1029	1485	0.00008	0.00006	0.00008	0.00008	73	nan
Streptomyces vinaceusdrappus	67376	S	167	462	629	0.00003	0.00003	0.00004	0.00003	73	nan
Streptomyces aurantiacus	47760	S	161	164	325	0.00002	0.00001	0.00000	0.00001	71	5.0
Streptomyces cadmiisoli	2184053	S	102	104	206	0.00001	0.00001	0.00000	0.00001	71	5.0
Streptomyces ambofaciens	1889	S	423	441	864	0.00005	0.00002	0.00003	0.00003	73	nan
Streptomyces pactum	68249	S	320	333	653	0.00004	0.00002	0.00002	0.00002	73	nan
Streptomyces lienomycini	284035	S	240	254	494	0.00003	0.00001	0.00002	0.00002	73	nan
Streptomyces venezuelae	54571	S	219	235	454	0.00003	0.00001	0.00002	0.00002	73	nan
Streptomyces collinus	42684	S	166	173	339	0.00002	0.00001	0.00001	0.00001	73	nan
Streptomyces coeruleorubidus	116188	S	140	148	288	0.00002	0.00001	0.00001	0.00001	72	nan
Streptomyces seoulensis	73044	S	139	141	280	0.00002	0.00001	0.00001	0.00001	73	nan
Streptomyces nigra	1827580	S	114	117	231	0.00001	0.00001	0.00001	0.00001	72	nan
Streptomyces griseoviridis	45398	S	113	114	227	0.00001	0.00001	0.00001	0.00001	73	nan
Streptomyces chartreusis	1969	S	105	114	219	0.00001	0.00001	0.00001	0.00001	72	nan
Streptomyces glaucescens	1907	S	102	104	206	0.00001	0.00001	0.00001	0.00001	73	nan
Serratia sp. K-E0102	3021405	S	189543	984499	1174042	0.06475	0.05430	0.05611	0.05357	64	nan
Serratia sp. FDAARGOS_506	2420306	S	1010	1232	2242	0.00012	0.00007	0.00007	0.00007	62	nan
Serratia sp. UGAL515B_01	2986763	S	143	143	286	0.00002	0.00001	0.00000	0.00001	50	4.0
Serratia sp. FS14	1327989	S	134	386	520	0.00003	0.00002	0.00002	0.00002	63	nan
Serratia marcescens	615	S	16797	35513	52310	0.00288	0.00196	0.00200	0.00193	63	nan
Serratia entomophila	42906	S	810	923	1733	0.00010	0.00005	0.00000	0.00005	62	5.0
Serratia ureilytica	300181	S	732	3312	4044	0.00022	0.00018	0.00019	0.00018	63	nan
Serratia plymuthica	82996	S	616	855	1471	0.00008	0.00005	0.00000	0.00005	60	5.0
Serratia proteamaculans	28151	S	565	621	1186	0.00007	0.00003	0.00000	0.00003	57	5.0
Serratia symbiotica	138074	S	439	440	879	0.00005	0.00002	0.00000	0.00002	54	4.0
Serratia liquefaciens	614	S	403	518	921	0.00005	0.00003	0.00000	0.00003	58	5.0
Serratia odorifera	618	S	369	372	741	0.00004	0.00002	0.00000	0.00002	58	5.0
Serratia grimesii	82995	S	237	244	481	0.00003	0.00001	0.00000	0.00001	54	4.0
Serratia rubidaea	61652	S	215	248	463	0.00003	0.00001	0.00001	0.00001	63	nan
Serratia quinivorans	137545	S	208	222	430	0.00002	0.00001	0.00000	0.00001	57	5.0
Serratia surfactantfaciens	2741499	S	205	418	623	0.00003	0.00002	0.00002	0.00002	63	nan
Serratia fonticola	47917	S	199	245	444	0.00002	0.00001	0.00000	0.00001	57	4.0
Serratia inhibens	2338073	S	196	211	407	0.00002	0.00001	0.00000	0.00001	59	5.0
Serratia nevei	2703794	S	125	574	699	0.00004	0.00003	0.00003	0.00003	63	nan
Escherichia coli	562	S	161	447	608	0.00003	0.00002	0.00000	0.00002	53	4.0
