DRR171841,2019-03-23 04:06:14,2019-06-14 01:39:13,21041042,5964614138,19668093,283,3457,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/DRR000/171/DRR171841.sralite.1,DRX162453,,WGS,RANDOM,METAGENOMIC,PAIRED,800,0,ILLUMINA,Illumina HiSeq 2500,DRP004793,PRJDB4176,,520750,DRS090940,SAMD00114870,simple,408170,human gut metagenome,SAMD00114870,,,,,,,no,,,,,TITECH,DRA008156,,public,2DB86C621B5FE70F41C70BF9CA6C4F39,8CCBDCB38C41ED3CD0FC707104916B70
DRR171842,2019-03-23 04:06:14,2019-06-14 05:32:57,21680326,6145947893,20216464,283,3575,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/DRR000/171/DRR171842.sralite.1,DRX162454,,WGS,RANDOM,METAGENOMIC,PAIRED,800,0,ILLUMINA,Illumina HiSeq 2500,DRP004793,PRJDB4176,,520750,DRS090941,SAMD00114872,simple,408170,human gut metagenome,SAMD00114872,,,,,,,no,,,,,TITECH,DRA008156,,public,0067287966AFE83856C433A0EF389BE3,7B5701218D5A64F157AAB6D6CD27477E
DRR171843,2019-03-23 04:06:14,2019-06-14 04:24:56,22446217,6344547735,20834459,282,3769,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/DRR000/171/DRR171843.sralite.1,DRX162455,,WGS,RANDOM,METAGENOMIC,PAIRED,800,0,ILLUMINA,Illumina HiSeq 2500,DRP004793,PRJDB4176,,520750,DRS090942,SAMD00114873,simple,408170,human gut metagenome,SAMD00114873,,,,,,,no,,,,,TITECH,DRA008156,,public,BA76325F3B869A9183184056BEF8F79F,5205E6806ADA0C044DAB52D015F861BE
DRR171844,2019-03-23 04:06:14,2019-06-14 04:44:56,22331471,6392442958,21143464,286,3734,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/DRR000/171/DRR171844.sralite.1,DRX162456,,WGS,RANDOM,METAGENOMIC,PAIRED,800,0,ILLUMINA,Illumina HiSeq 2500,DRP004793,PRJDB4176,,520750,DRS090943,SAMD00114875,simple,408170,human gut metagenome,SAMD00114875,,,,,,,no,,,,,TITECH,DRA008156,,public,99FB5F8645061D1FFA07177980D1C12C,D2E754C0971C430941F3C50811D7EA75
DRR171845,2019-03-23 04:06:14,2019-06-14 02:49:40,23091794,6597166939,21889065,285,3826,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/DRR000/171/DRR171845.sralite.1,DRX162457,,WGS,RANDOM,METAGENOMIC,PAIRED,800,0,ILLUMINA,Illumina HiSeq 2500,DRP004793,PRJDB4176,,520750,DRS090944,SAMD00114876,simple,408170,human gut metagenome,SAMD00114876,,,,,,,no,,,,,TITECH,DRA008156,,public,7209B52A972FC3272E6370015C2394AC,059AB2F40248EEDCE69794D2707092BC
DRR171846,2019-03-23 04:06:14,2019-06-14 02:47:16,18543623,5269292991,17390068,284,3041,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/DRR000/171/DRR171846.sralite.1,DRX162458,,WGS,RANDOM,METAGENOMIC,PAIRED,800,0,ILLUMINA,Illumina HiSeq 2500,DRP004793,PRJDB4176,,520750,DRS090945,SAMD00114877,simple,408170,human gut metagenome,SAMD00114877,,,,,,,no,,,,,TITECH,DRA008156,,public,EEFF0AC479E47585C2CACF2A52EDE6F2,3EF5516E3906C20BE86241F9A216FD32
DRR171847,2019-03-23 04:06:14,2019-06-14 10:35:46,21909136,6254604364,20740241,285,3643,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/DRR000/171/DRR171847.sralite.1,DRX162459,,WGS,RANDOM,METAGENOMIC,PAIRED,800,0,ILLUMINA,Illumina HiSeq 2500,DRP004793,PRJDB4176,,520750,DRS090946,SAMD00114878,simple,408170,human gut metagenome,SAMD00114878,,,,,,,no,,,,,TITECH,DRA008156,,public,F45D59CD34E555AEB36D080B061A7F09,59CB4F03FD78990260EFFED0F21BC8CA
DRR171848,2019-03-23 04:06:14,2019-06-14 01:49:58,28745100,7948479427,26064873,276,5468,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/DRR000/171/DRR171848.sralite.1,DRX162460,,WGS,RANDOM,METAGENOMIC,PAIRED,800,0,ILLUMINA,Illumina HiSeq 2500,DRP004793,PRJDB4176,,520750,DRS090947,SAMD00114879,simple,408170,human gut metagenome,SAMD00114879,,,,,,,no,,,,,TITECH,DRA008156,,public,B2DA3862631497855E22F5F07B8D566E,94A5F3DB955DFCD1885D0D1B152EB27A
DRR171849,2019-03-23 04:06:14,2019-06-14 03:31:40,37186289,10267428068,33391090,276,7080,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/DRR000/171/DRR171849.sralite.1,DRX162461,,WGS,RANDOM,METAGENOMIC,PAIRED,800,0,ILLUMINA,Illumina HiSeq 2500,DRP004793,PRJDB4176,,520750,DRS090948,SAMD00114881,simple,408170,human gut metagenome,SAMD00114881,,,,,,,no,,,,,TITECH,DRA008156,,public,E13F598F33A23A61550887F7CB1F9120,50A2131A8EB3FD4AF432906038DDF0E1
DRR171850,2019-03-23 04:06:14,2019-06-14 04:59:40,21220695,5892654225,19180627,277,4002,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/DRR000/171/DRR171850.sralite.1,DRX162462,,WGS,RANDOM,METAGENOMIC,PAIRED,800,0,ILLUMINA,Illumina HiSeq 2500,DRP004793,PRJDB4176,,520750,DRS090949,SAMD00114882,simple,408170,human gut metagenome,SAMD00114882,,,,,,,no,,,,,TITECH,DRA008156,,public,FECF93410772FAA5F058D6207349DF6D,5469CD341ADF3C743E2DF63F5A674A09
