#assembly_accession,abundance
GCF_020099295.1,0.0014309556105173327
GCF_012276695.1,0.0025415478428845433
GCF_014205885.1,0.005036125320114061
GCF_019720735.1,0.0033771929552022135
GCF_004168205.1,0.0015173354123094417
GCF_024637875.1,0.0008985959697470779
GCF_947251695.1,0.006439603460766317
GCF_947251655.1,0.009752935154866787
GCF_947251575.1,0.0007376359579959112
GCF_022458225.1,0.0003775723435804611
GCF_009796825.1,0.003077072993688313
GCF_012277295.1,0.002394960837609606
GCF_000815025.1,0.0010675261509345171
GCF_009796865.1,0.0007471221512259157
GCF_011784865.1,0.0018501412282185018
GCF_963668385.1,0.0017158968662718814
GCF_009883795.1,0.0007236038815673607
GCF_947251955.1,0.0015504302387287301
GCF_003938985.1,0.00045239497406633384
GCF_014129605.1,0.0027100058055154336
GCF_014634805.1,0.0010470521743806878
GCF_022014595.1,0.001709082125841743
GCF_000829315.1,0.008050485529455195
GCF_030123065.1,0.0003286004879059506
GCF_018219415.1,0.002472258903935363
GCF_013372205.1,0.0010523313915355762
GCF_013342985.1,0.0015443588764853286
GCF_000022725.1,0.007681072980003449
GCF_022965695.1,0.0007377024242587109
GCF_000010325.1,0.0015952721072212698
GCF_029542485.1,0.0015235974833505206
GCF_018309085.1,0.001148917000022725
GCF_002902785.1,0.000715460665705335
GCF_014623485.1,0.0008951301721057287
GCF_947250505.1,0.000841952844586871
GCF_011299335.1,0.000500339998202185
GCF_000222485.1,0.0001245320194235198
GCF_033041995.1,0.0030955741031119645
GCF_900291985.1,0.003815685773453557
GCF_018603435.1,0.001949977793432867
GCF_903969135.1,0.0011368253720632675
GCF_030271835.1,0.00497058566385111
GCF_030035755.1,0.000983691840594946
GCF_002370525.2,0.0026381466727188525
GCF_002022565.1,0.0035565242601206843
GCF_003403075.1,0.0008803368734545251
GCF_001995825.2,0.001882389180058688
GCF_019900845.1,0.0007937325659860462
GCF_000758585.1,0.004491484147708851
GCF_905213815.1,0.0013585810995809281
GCF_019391735.1,0.006427503745301783
GCF_031454395.1,8.733403748200429e-05
GCF_000973065.1,0.00017411398465608664
GCF_001723385.1,0.005326757217838201
GCF_000317085.1,0.0015402639840319421
GCF_026016465.1,0.001075140877591982
GCF_033680645.1,0.006438601345255091
GCF_023650775.1,0.0005895480100595053
GCF_003114835.2,0.001765906620341579
GCF_014770435.1,7.674392259512162e-05
GCF_905115115.1,0.0002515775087137932
GCF_023716705.1,0.0024923415937202383
GCF_031198435.1,0.017003906296325165
GCF_019343475.1,0.002118358931559037
GCF_029773995.1,0.00024041234354000977
GCF_026109735.1,0.0017818041758863837
GCF_000023325.1,0.0022450797985051917
GCF_000219175.1,0.002087345745736961
GCF_013307245.1,0.0013169501372618337
GCF_011064245.1,0.001117771912872174
GCF_011299095.1,0.0020739885249860725
GCF_900461625.1,0.00924469753417085
GCF_024346875.1,0.0018285393074068948
GCF_000800825.1,0.0009264405653909732
GCF_024022975.1,0.0006686106800027118
GCF_000973105.1,0.002423920204734945
GCF_003943625.1,0.0018721149517781904
GCF_000012865.1,0.0008699077459819809
GCF_000317535.1,0.0008302957118424652
GCF_022601715.1,0.0015025247449745997
GCF_014961145.1,0.0021483658438857093
GCF_017084465.1,0.0009395309786522014
GCF_002863645.1,0.0008347617440156053
GCF_002836795.1,0.0029532895652744583
GCF_007003125.1,0.0009006223375803585
GCF_029168555.1,0.0015297880115626766
GCF_016756335.1,0.00020250544056177392
GCF_902459475.1,0.0015385335623908382
GCF_009993165.1,0.0017587913360882616
GCF_011064285.1,0.005355571708270258
GCF_020091665.1,0.0010049138605305171
GCF_028752835.1,0.0007281605308489228
GCF_028607025.1,0.0030509794093916557
GCF_011006175.1,0.004108041837963714
GCF_008727815.1,0.0005470249027206745
GCF_028484735.1,0.0007312422052220305
GCF_003634575.1,0.0007055860299147417
GCF_002949795.1,0.002903109411878599
GCF_022603235.1,0.007825076073000922
GCF_030122805.1,0.0012103857524464834
GCF_958477275.1,0.0011456327084181314
GCF_014647215.1,0.003608478202560968
GCF_020042345.1,0.003989532218796177
GCF_022133415.1,0.0011433587816488718
GCF_024029775.1,0.0011748272896145422
GCF_000756715.1,0.0011756686742759393
GCF_020351945.1,0.001495927949759336
GCF_002951955.2,0.0020474430583615603
GCF_003055625.1,0.0012995389131671494
GCF_001553895.1,0.004182658561650793
GCF_001696615.3,0.0007796776478635278
GCF_003044805.1,0.0010779459936189559
GCF_014337175.1,0.0002923323506996306
GCF_009665295.1,0.0005985936497708522
GCF_001880475.1,0.010926211051065194
GCF_006494715.1,0.0005213031860575958
GCF_002836425.1,0.001208539174090726
GCF_902170475.1,0.0015396533431672138
GCF_006385735.2,0.0009156784607887899
GCF_946220915.1,0.0008888484164119752
GCF_016859145.1,0.011937471152787751
GCF_003045095.1,0.0013308041823233007
GCF_001420695.1,0.004886941487930544
GCF_000968195.1,0.000384562230613092
GCF_032395385.1,0.0007306853077025282
GCF_010646885.2,0.0006114448670155399
GCF_010918195.1,0.003284666163804445
GCF_003991425.1,0.001773433143500309
GCF_023204875.1,0.0017987482617543354
GCF_020540385.1,0.0022064655760423595
GCF_002271775.1,0.0009023036450553711
GCF_030388725.1,0.0015064532782198094
GCF_000978555.1,0.0032530619759943
GCF_020171885.1,0.00028879548344749097
GCF_000023065.1,0.0006669056033928531
GCF_003458625.1,0.0010444160891064545
GCF_003931855.1,0.0029851406891731563
GCF_006965485.1,0.0015573868788605564
GCF_002355375.1,0.0006787674381469439
GCF_900637815.1,0.0003609121958996244
GCF_000341395.1,0.0025362954943254044
